Row.names	baseMean.x	log2FoldChange.x	lfcSE.x	pvalue.x	padj.x	baseMean.y	log2FoldChange.y	lfcSE.y	pvalue.y	padj.y
ZNF780A	ZNF780A	263.883124179241	0.800937566515143	0.180626518545037	2.53204774171092e-06	1.34465788477834e-05	263.883124179241	-0.104005944533786	0.150815370736336	0.345158512226375	0.622092907120166
BDP1	BDP1	930.403624243962	-0.457226773255927	0.0994518371428075	2.54089656138988e-06	1.34892433549348e-05	930.403624243962	0.233886846929896	0.0953492322453255	0.00634023065917105	0.0431135684823631
C2orf69	C2orf69	550.409081905957	-0.609335291857214	0.134706764025892	2.54379841751757e-06	1.35003190782842e-05	550.409081905957	0.190054687406468	0.12326867954417	0.0641767670672303	0.22691235594653
AC005083.1	AC005083.1	30.8273590346085	2.17748960527948	0.52727205692354	2.55575703472574e-06	1.35594378832741e-05	30.8273590346085	0.0565745554242295	0.206911838236184	0.435255250629031	0.700252926879514
ANK3	ANK3	328.564518781375	0.68245022782456	0.152200281145503	2.56217740430746e-06	1.35891453295423e-05	328.564518781375	-0.0688839633086815	0.130181669813853	0.50555443215508	0.7523797596673
TMED7-TICAM2	TMED7-TICAM2	1031.62361824115	-0.469524686294516	0.10234568014599	2.5856314781496e-06	1.37091472959034e-05	1031.62361824115	0.27088177074897	0.099322813622491	0.00235348965033944	0.0198789902504399
ITSN1	ITSN1	768.114883346505	0.479654004225508	0.104607261908334	2.5886204292143e-06	1.37206000527648e-05	768.114883346505	0.0881838819451061	0.0977087040944403	0.308942533153765	0.588463255186801
CFAP298-TCP10L	CFAP298-TCP10L	676.351430019985	-0.509298735928335	0.111490493885216	2.6067902670267e-06	1.38124837676354e-05	676.351430019985	0.112731910412883	0.100138520465843	0.20101047781682	0.463219845265
ZNF490	ZNF490	148.200568192399	0.976780473507403	0.224590211878443	2.62100796204585e-06	1.38833743346384e-05	148.200568192399	-0.0958629317168457	0.170423914880016	0.386088201708508	0.659392545728653
PGP	PGP	283.290937531459	-0.742996133172314	0.166980231195362	2.64061841108854e-06	1.39827756106042e-05	283.290937531459	0.0841106132467358	0.131732498231279	0.420197753729328	0.688078474054115
HDHD3	HDHD3	232.567663175818	0.77647594329949	0.175106524485779	2.65051117062505e-06	1.40306720202611e-05	232.567663175818	-0.0739395013755767	0.143630421653074	0.489892308284775	0.740699930818677
ABHD2	ABHD2	1201.26697110712	-0.414712265371806	0.0900399096919415	2.65950137294507e-06	1.40737615813171e-05	1201.26697110712	0.610124768980586	0.0875347900989021	3.70992452981016e-13	2.39606042776822e-11
RDM1	RDM1	73.692040297121	-1.53829307727998	0.367232902485034	2.70382604245023e-06	1.43037495943364e-05	73.692040297121	-0.101044923513701	0.198872214812262	0.329227715943381	0.605833012755755
ESRRA	ESRRA	595.437727650537	-0.573109143361302	0.126573573086297	2.71292564136783e-06	1.43473029206267e-05	595.437727650537	0.0974518881493373	0.110185752796196	0.301629863539395	0.58034417610871
AC068631.3	AC068631.3	654.666538839448	-0.52533550947427	0.115524077371707	2.71382407161352e-06	1.43474704111845e-05	654.666538839448	0.161573889419768	0.105928031966573	0.0790610501782972	0.258661566558576
PITPNM1	PITPNM1	959.350507235944	0.454954412630888	0.0992049293063237	2.71834873155473e-06	1.43668028586926e-05	959.350507235944	-0.0404770189784006	0.0921755888730656	0.624928516286743	0.830726104043809
LGALS8	LGALS8	745.580107882633	-0.500419597395947	0.109654816023919	2.72296318060023e-06	1.43865973598709e-05	745.580107882633	0.0990495697087351	0.0983256572427642	0.254663306289207	0.527636822653866
STK36	STK36	270.63078892748	0.757245673454889	0.170781525471503	2.74884171064197e-06	1.45186907582184e-05	270.63078892748	-0.18466447046321	0.161429027556852	0.116753601026567	0.330824488396529
CLIP1	CLIP1	1052.59100065134	-0.430032407452835	0.0936378439630581	2.76450132616795e-06	1.45920887921104e-05	1052.59100065134	0.408605364179017	0.0915265489809993	1.62653917637765e-06	3.7529663679603e-05
MRPL21	MRPL21	386.941784479715	-0.648214637561903	0.144881999018398	2.76422943081522e-06	1.45920887921104e-05	386.941784479715	-0.126249538585444	0.125624726053588	0.217442858637025	0.484446715664509
COG8	COG8	884.965458118947	0.443854936804479	0.0967923273567324	2.79191908995325e-06	1.47321124309838e-05	884.965458118947	-0.26974878044231	0.100112851579104	0.00257911753144558	0.0213578657839195
PCID2	PCID2	645.484387403706	-0.518980660158178	0.114153505276392	2.82610676212212e-06	1.4905120319641e-05	645.484387403706	0.0755870473352208	0.100317613524727	0.391722749252784	0.664172814564792
PPCDC	PPCDC	127.54115180854	-1.09106463422354	0.254242152864774	2.8265071396939e-06	1.4905120319641e-05	127.54115180854	0.0312828010085643	0.157424677983208	0.769275048286546	0.906678484125727
PHF7	PHF7	83.824969599379	-1.36420325195953	0.323522710610996	2.84082419533145e-06	1.49758480590196e-05	83.824969599379	0.0235392245071893	0.170624082818755	0.818722486301312	0.928009933043529
NDUFV1	NDUFV1	1485.33819240622	-0.388156116723501	0.0843609190857683	2.85751685720305e-06	1.5059050155136e-05	1485.33819240622	-0.061440032073393	0.0785613961781948	0.398858714154538	0.670050020711678
TMEM125	TMEM125	113.357779952219	1.18875539987597	0.279663349595375	2.88333101723911e-06	1.51902540828641e-05	113.357779952219	-0.171550292222666	0.224207372502552	0.150990712787055	0.390002207845013
MAN1A2	MAN1A2	1375.56475072991	0.442520929709235	0.0966346365590742	2.90055917308216e-06	1.52761552631336e-05	1375.56475072991	-0.00791021705452205	0.0892954738004875	0.920996849890823	0.971611847616589
TANK	TANK	643.910465266368	-0.527298397352477	0.116299873751557	2.91600882235692e-06	1.53526380523136e-05	643.910465266368	0.477703408584841	0.11293435587436	3.56072862733011e-06	7.63234440553801e-05
MIR614	MIR614	163.698407099477	-1.00067030357315	0.231822379412889	2.92645403595512e-06	1.54027324824054e-05	163.698407099477	0.300665592476432	0.209888218669509	0.0329385335400778	0.142112284439251
PCGF3	PCGF3	1181.83036396469	0.405382016316264	0.08828796650729	2.93911197441826e-06	1.54644375437208e-05	1181.83036396469	0.00542390030004886	0.0830206943242313	0.944057730229885	0.980921182290894
AC011825.3	AC011825.3	131.75183688507	-1.0932090667325	0.255243652073014	2.94314838093204e-06	1.54807547345307e-05	131.75183688507	0.192030796635241	0.197146061912471	0.125406122805007	0.346864256742404
RETREG1	RETREG1	117.719317540033	1.09919397335464	0.256887708995886	2.95326057980543e-06	1.55290096497838e-05	117.719317540033	-0.219682920258916	0.238311275371134	0.0937413379950375	0.28872019761487
NOL11	NOL11	1641.44599913748	-0.392488816372524	0.0854136487300987	2.95629590942004e-06	1.55400337213814e-05	1641.44599913748	0.245304209362909	0.0832781450253819	0.0014027776606055	0.0131643918783981
CLASP2	CLASP2	463.649240892158	-0.611451472658524	0.136166197593674	2.96130318801485e-06	1.55614132289555e-05	463.649240892158	0.188118236946067	0.123591307575538	0.066931947474249	0.233129934469918
CEP295NL	CEP295NL	299.615932508453	0.721572316734186	0.162693558736056	2.9707723092543e-06	1.56062183545181e-05	299.615932508453	-0.117908849801899	0.143066880726717	0.279060043383031	0.554612053390421
INTS3	INTS3	941.86328920241	0.470645893535342	0.103094309652607	2.97485083947442e-06	1.56226858965165e-05	941.86328920241	0.176297187054727	0.100387580134979	0.0468341744049008	0.182812731445892
CABLES1	CABLES1	164.142739124749	0.91588583479529	0.210704371316207	2.97619817904895e-06	1.56248044585466e-05	164.142739124749	0.19531602869501	0.189455386340557	0.117455039495848	0.332026000409707
ADAMTS10	ADAMTS10	66.251387281084	1.41167939990683	0.337232944481038	3.02110413984916e-06	1.58505029562356e-05	66.251387281084	-0.0546565921959507	0.188966605855987	0.562945234367253	0.792060673050805
RBPMS2	RBPMS2	114.837677577039	-1.16622407669761	0.274268809795563	3.04729852653028e-06	1.59828683490671e-05	114.837677577039	0.163397468175728	0.195389664875384	0.174755422953189	0.427706884904462
MED28	MED28	912.926972156018	0.458802495817705	0.100599974823439	3.04913194511745e-06	1.59874187797051e-05	912.926972156018	-0.0219393014923656	0.0928752287679718	0.789666615512069	0.915320539907972
SLC33A1	SLC33A1	532.392172957602	0.554320487713772	0.122780979207988	3.09189196628414e-06	1.62064875610834e-05	532.392172957602	0.0851067157664236	0.111306480092465	0.369849070903224	0.645892993111192
MIR3917	MIR3917	478.324314740485	-0.587261200273781	0.130737413194097	3.1037142668604e-06	1.62633055585123e-05	478.324314740485	-0.172020304397077	0.12042207849453	0.0869462589987966	0.276426304942434
DNAJC7	DNAJC7	1271.58604034066	-0.435816685514877	0.0954211243571654	3.10903545038254e-06	1.62860328513235e-05	1271.58604034066	0.0446657260220625	0.0866158725279417	0.572726792651018	0.797259080739734
CD63	CD63	2289.38500355333	0.337708077902214	0.0733515947188354	3.1477689855517e-06	1.64837140201953e-05	2289.38500355333	-0.0615334292793204	0.0709143026954659	0.336201153775107	0.613651124809802
KDM3B	KDM3B	2213.22387355925	0.355309843472937	0.0751823237967916	3.15276912302469e-06	1.65046765633864e-05	2213.22387355925	0.00481659292924963	0.0717593401898708	0.943975859744264	0.980917794254034
PDGFB	PDGFB	379.588670816024	-0.704915689334115	0.159207000731455	3.17848908425625e-06	1.66340593777091e-05	379.588670816024	0.723424954042289	0.151826070091443	1.64178010640395e-07	4.61633607865292e-06
GPC1	GPC1	1355.58924695504	0.401861756128232	0.0877728837811498	3.18023834649886e-06	1.66379536503147e-05	1355.58924695504	-0.0734709838563721	0.0837631002291856	0.337703694041261	0.615406312822849
SNX18	SNX18	353.928148163748	0.654684856152414	0.146986264477878	3.18946225067129e-06	1.66809379574603e-05	353.928148163748	-0.0537900938264804	0.125728891276373	0.594989461689218	0.811355830027073
ELOC	ELOC	896.813770184254	-0.500163038749113	0.110466404943616	3.20690546968771e-06	1.67668686796401e-05	896.813770184254	0.0916073626491285	0.0990435923990023	0.295352800243159	0.573414008348165
CERS4	CERS4	249.748078481122	0.763460842722299	0.173557558039965	3.21516793068565e-06	1.68047599484179e-05	249.748078481122	-0.202201010671047	0.16754574314589	0.0941213589207809	0.28940856468606
FAM13B	FAM13B	264.622312634218	0.737187070267183	0.167148887865464	3.21840491953935e-06	1.68163688867219e-05	264.622312634218	-0.174698771037645	0.157022669221349	0.131844191806725	0.357763566061644
PPP2CA	PPP2CA	2732.36103301565	-0.315394333163144	0.0684649401846603	3.22218750241709e-06	1.68308203621048e-05	2732.36103301565	0.104169887527825	0.0656067326470703	0.0942395833162735	0.289591406035255
RBM10	RBM10	1063.51156361061	-0.448052568478219	0.0985089179383994	3.22908015597215e-06	1.68615027829044e-05	1063.51156361061	-0.0245438856337153	0.088640722664871	0.760687295530994	0.902934598788395
UFC1	UFC1	621.521815644544	0.514475038388997	0.113877843588461	3.23983045198714e-06	1.69123032077399e-05	621.521815644544	-0.0942894783425263	0.106233436397644	0.303170052068962	0.582247119867543
COPS4	COPS4	670.202870375059	0.597560585674594	0.133277998233613	3.25785639019447e-06	1.70010393527393e-05	670.202870375059	-0.183606069119179	0.128762087271408	0.0791078604748059	0.258661566558576
LINC00294	LINC00294	192.438431979401	0.9062411688722	0.209331412960781	3.28333174595865e-06	1.71285819069819e-05	192.438431979401	0.169435310301599	0.180605374570621	0.161375310479583	0.407432714577166
CRIM1	CRIM1	839.035619880944	0.476411243056267	0.104831143458792	3.29550326771782e-06	1.7186662126822e-05	839.035619880944	0.383316828739305	0.106973934243856	7.35669321412697e-05	0.00107303247176467
THUMPD3	THUMPD3	865.199551502923	-0.453217024462743	0.099729108812361	3.31424221787869e-06	1.72789453330853e-05	865.199551502923	0.0620296170943794	0.0897124286689667	0.445039268240573	0.707402381996982
DOT1L	DOT1L	711.0794341385	-0.499380551705091	0.110477254989945	3.3479679105747e-06	1.74492798563422e-05	711.0794341385	0.382248289589094	0.107455813396657	8.00560192438547e-05	0.00115065940195978
IDH3B	IDH3B	1040.13120509867	-0.446756975777046	0.09841701088564	3.36386365559793e-06	1.75266084643099e-05	1040.13120509867	-0.00155447956434406	0.0883137851721512	0.984530560740222	0.993667252643946
KCTD2	KCTD2	477.494809674024	0.59885161950464	0.133695231300279	3.37774725747717e-06	1.75934079147324e-05	477.494809674024	-0.0328780242029489	0.116145292651881	0.735247210227233	0.890023427669077
RNASET2	RNASET2	242.992536708932	0.753207520873327	0.171494550332077	3.38447137523824e-06	1.76228860252653e-05	242.992536708932	-0.557341206260008	0.194714548484972	0.000428408501139959	0.00491938022659937
ATF3	ATF3	649.685367901489	-0.546312124047834	0.121581646985235	3.39492481127092e-06	1.76717579877257e-05	649.685367901489	0.680682620260999	0.11724112575738	6.17576957129537e-10	2.63987375605371e-08
TPRKB	TPRKB	427.670120895155	-0.747514306741788	0.170236254277164	3.3988386853606e-06	1.76865692419912e-05	427.670120895155	0.130855416633626	0.141518127684328	0.227418546355024	0.496827223130104
RAB11FIP1	RAB11FIP1	1392.28608405593	0.382366624237706	0.0836130872407298	3.40080259890991e-06	1.76912273475034e-05	1392.28608405593	0.251406027262743	0.0838162497888729	0.00110613821465923	0.0108714838981372
DOLPP1	DOLPP1	231.192602948337	-0.848811799558412	0.195326395447616	3.40412540211217e-06	1.77029493500354e-05	231.192602948337	0.0044443692624053	0.139227376806001	0.967397130548213	0.988585888261457
AC120057.2	AC120057.2	2026.65980773916	0.343067894774909	0.0748454404020089	3.45533373165676e-06	1.79636115766691e-05	2026.65980773916	-0.0291111378631448	0.071817893031185	0.665740988333869	0.853462387590698
E2F4	E2F4	987.649122838431	-0.437690375753411	0.0964652918191137	3.5186902789983e-06	1.82872465269258e-05	987.649122838431	0.0869275682767424	0.0880894065514368	0.27703816533188	0.551986321602924
ABHD4	ABHD4	211.068952335976	0.8171752441489	0.187761961674223	3.52118028451447e-06	1.82944435811575e-05	211.068952335976	0.0858068513398311	0.150255426983044	0.429550194062882	0.695843085453453
MRPS34	MRPS34	895.64991142623	-0.467235293171985	0.103226901146181	3.54705692254023e-06	1.84231042481357e-05	895.64991142623	-0.229636000700271	0.100959988993615	0.0102914499198768	0.0617988405663736
LINC01226	LINC01226	109.992648682441	-1.16265723467542	0.275909120181918	3.56958552326324e-06	1.85343002404569e-05	109.992648682441	-0.167426047895656	0.203309426460018	0.165615343495904	0.413759580551935
RPL39P5	RPL39P5	96.2007182307536	1.20556696056569	0.28690080293967	3.57382064839893e-06	1.8550471368124e-05	96.2007182307536	0.991753549159977	0.302300983466303	5.74550690015226e-05	0.000875139516511349
MICOS10-NBL1	MICOS10-NBL1	615.06997677944	-0.534892350895825	0.119259393411109	3.61010770534532e-06	1.87329507356053e-05	615.06997677944	0.137870200624462	0.107458807886723	0.1386485355477	0.36888142485168
ACAA1	ACAA1	445.944274775405	0.588305544098053	0.131911014872494	3.63874480343285e-06	1.88756323194058e-05	445.944274775405	-0.354341446069994	0.141332241568767	0.00264864438754198	0.0218073305163133
INO80B	INO80B	154.615545721223	0.948321718763323	0.221212832772388	3.64625596376135e-06	1.89086701028013e-05	154.615545721223	-0.0729529479457418	0.163578508113861	0.500536909007162	0.748383891488218
BBS2	BBS2	462.614177321929	0.567866217278302	0.127072535593818	3.65185054462848e-06	1.89317513514673e-05	462.614177321929	-0.139222850470595	0.120573563020135	0.162095286297181	0.408351727751735
MAP3K11	MAP3K11	917.474768407295	0.475080537477488	0.10528001246244	3.68248152686788e-06	1.90845700420301e-05	917.474768407295	0.291122000139474	0.106319068723583	0.00200638570711601	0.017558842963459
SLC22A31	SLC22A31	219.650339110637	0.88735818057371	0.206008596132051	3.72568890688729e-06	1.93024502271378e-05	219.650339110637	-0.517867185094284	0.235535176586385	0.00272014939711462	0.0222516645925472
LRPAP1	LRPAP1	1306.4069532834	0.384496332151514	0.084548129716854	3.78379362838985e-06	1.95912217487448e-05	1306.4069532834	-0.0677261018018094	0.081014084652664	0.364217349490285	0.640139583952622
PDPR	PDPR	1182.70712974294	0.396815386372119	0.0872579900055023	3.78317019157189e-06	1.95912217487448e-05	1182.70712974294	-0.0924514009157679	0.0841403358147341	0.227336277142931	0.496803930294859
UST	UST	306.181428463927	0.73963039968734	0.169366243090219	3.81537592942909e-06	1.97485671544214e-05	306.181428463927	0.44678634312559	0.177722855129553	0.00166848709044026	0.0151951502879381
MLXIP	MLXIP	1241.29997862002	0.393713926002557	0.0867338914577254	3.8584747707955e-06	1.99654057145914e-05	1241.29997862002	0.075354086583161	0.0825783031244717	0.321029591960972	0.59851602988816
FAM174C	FAM174C	260.194085392283	-0.80577151848277	0.186180966298384	3.87138029754349e-06	2.00259243953867e-05	260.194085392283	-0.129960071975108	0.150884960889811	0.243568157876959	0.515434690942941
SNRPD2	SNRPD2	2593.20738952878	-0.31306584163077	0.0692582867268903	3.8852602246778e-06	2.00914440796912e-05	2593.20738952878	0.0504635609585026	0.0656514636275196	0.396936994369913	0.668644435846357
POLR3D	POLR3D	501.193022097273	-0.570087024783597	0.128078317053754	3.90367762949452e-06	2.01803797005068e-05	501.193022097273	0.0946603890282399	0.110620359193405	0.317179447424308	0.59536160567592
DUSP7	DUSP7	260.64341093743	-0.794833205729203	0.183311342316748	3.96028469493524e-06	2.04666227147246e-05	260.64341093743	0.515897582535273	0.176005062824129	0.000397526513259416	0.00463311042640407
COA1	COA1	614.911997716651	-0.549342511583754	0.123162309829801	3.9659484157931e-06	2.04894956699823e-05	614.911997716651	0.142109958710926	0.110846805916421	0.133824242998892	0.36087424387077
PIGG	PIGG	448.920028927153	0.594051887277575	0.133911771488449	4.01114629449017e-06	2.07165381006851e-05	448.920028927153	0.0645004470712074	0.11755988037451	0.510749087171278	0.755878533836647
SNPH	SNPH	104.203655048358	1.10806924481568	0.26367429497661	4.06319589151871e-06	2.09788152190609e-05	104.203655048358	-0.26798720085322	0.270315491930357	0.0594753168448189	0.215439612082996
HNRNPUL1	HNRNPUL1	3634.07233062601	-0.30038669219079	0.0661032978992099	4.07404249458036e-06	2.10282586257526e-05	3634.07233062601	-0.0964516422501885	0.0638467745248342	0.119355194768208	0.335450825271692
MTM1	MTM1	200.533432205782	0.838345014163129	0.194493222598205	4.0945750986433e-06	2.11276501271329e-05	200.533432205782	0.0561379994952197	0.149084162745221	0.600734954878289	0.814976149573464
EPS15	EPS15	1081.56517162567	-0.429461770519862	0.0952829585093456	4.12101741171973e-06	2.12574637632274e-05	1081.56517162567	0.233239056594238	0.0918129559269258	0.00503190958990073	0.0360571428462363
SLC35A2	SLC35A2	383.265752549031	0.615665251195001	0.139292843220142	4.12942887828639e-06	2.12942168916744e-05	383.265752549031	-0.0131104383203392	0.119230855372653	0.89200763971303	0.959627272978471
CDK5RAP1	CDK5RAP1	413.779887643095	-0.623060031226619	0.14121812246177	4.13415145801664e-06	2.13119305775613e-05	413.779887643095	0.00906522404500223	0.114871020611619	0.926429815724767	0.973876813348231
GALNS	GALNS	295.572712631351	0.689476033510441	0.157466981818622	4.1675362106622e-06	2.14773433670895e-05	295.572712631351	-0.159216344660179	0.146877320524375	0.154894041409797	0.396144562904068
AC023509.1	AC023509.1	5795.8902486174	-0.272098232630231	0.0600201619110156	4.18450590185845e-06	2.15580847162972e-05	5795.8902486174	-0.0485271266514027	0.0579317310403935	0.380270794966372	0.65476767917602
MET	MET	7398.8776693532	-0.269279002205164	0.0589070758536456	4.21985343764761e-06	2.17334268678845e-05	7398.8776693532	0.225154245018466	0.058350036296455	5.99759229795318e-05	0.000908856455806635
UQCRC1	UQCRC1	2307.76852603778	-0.331728652280974	0.0732302417021445	4.2607165060502e-06	2.19370576437477e-05	2307.76852603778	-0.25431686772484	0.0730975812426323	0.000212431178663277	0.00269918997631432
AC012146.1	AC012146.1	51.6403529894378	-1.79806749255265	0.443430332318811	4.27066875087411e-06	2.19814613909263e-05	51.6403529894378	0.0270457267482498	0.184930840095196	0.771058224417476	0.907546839334455
GSK3B	GSK3B	1748.00063339836	0.346582456194066	0.0764694335827001	4.30739230478444e-06	2.21635886916683e-05	1748.00063339836	0.232519667733013	0.0764420411648002	0.00112567969867304	0.0110403201216009
PTMAP2	PTMAP2	1494.32073512963	-0.417313034307965	0.0928817560885913	4.30885691551391e-06	2.21642350908955e-05	1494.32073512963	0.0251851498147786	0.0845939573426897	0.739866059839619	0.892893015284526
SHANK1	SHANK1	50.6249085861152	1.5841522240944	0.389940740400789	4.37574274585861e-06	2.25012953315308e-05	50.6249085861152	-0.318015674801834	0.473238717247072	0.0289729437357726	0.129857266408522
FTSJ1	FTSJ1	678.191846170725	-0.514823258981672	0.115577491841641	4.38452784067296e-06	2.25340546313722e-05	678.191846170725	0.239037493785567	0.109899813383324	0.0124457372177413	0.0707426800347402
HCFC1R1	HCFC1R1	371.759942289465	0.665359936420078	0.151885820838371	4.38483597943876e-06	2.25340546313722e-05	371.759942289465	-0.718242000455324	0.168408110303843	1.67456306847217e-06	3.83981205933385e-05
DBT	DBT	660.122659686252	0.530057611635342	0.119139427549865	4.39774501791967e-06	2.25933809067735e-05	660.122659686252	-0.0783975963855023	0.108739188550935	0.41167748248296	0.679922944268339
PSMD6	PSMD6	948.004769157603	-0.442060589560746	0.0984929854891522	4.41392570751161e-06	2.26694732350108e-05	948.004769157603	0.113562469486033	0.0905893618796034	0.164711214734009	0.412405428460469
TMSB4X	TMSB4X	952.069759040047	-0.445406652384453	0.0993413741030945	4.42862091479206e-06	2.27378914399978e-05	952.069759040047	-0.360279501619774	0.100536169807751	8.05216238644571e-05	0.00115622797762652
ACTN4	ACTN4	8302.83328908274	-0.258619065937596	0.0568158982415125	4.43739544945148e-06	2.2775878100704e-05	8302.83328908274	-0.0164786631057072	0.0549363603520925	0.754620793629469	0.900279048558179
SNTB2	SNTB2	874.06435656346	0.49352202698835	0.11052159933644	4.43887237839149e-06	2.27763963048712e-05	874.06435656346	-0.244309730364255	0.112352957186485	0.0119562483962924	0.0688065812378073
AC013394.1	AC013394.1	841.887254542965	-0.489425001592244	0.109694377032007	4.48830439048717e-06	2.30229013249873e-05	841.887254542965	0.127513754412078	0.100116786325892	0.148596094492565	0.386670123020913
VPS13B	VPS13B	1083.67152092833	0.413122261962078	0.0918570669615401	4.58890885843288e-06	2.35316630525525e-05	1083.67152092833	0.054046947848345	0.0863778556117352	0.493474010658463	0.743258580623271
ZNF224	ZNF224	211.75685780597	0.797348871765607	0.185337971347961	4.60891555992418e-06	2.36269369041267e-05	211.75685780597	-0.102921181785699	0.153835643473009	0.353006165160354	0.629258910777586
NRBP2	NRBP2	374.033337332862	0.623340405324968	0.142043065478381	4.65006936928392e-06	2.38305257801105e-05	374.033337332862	-0.0869558455584165	0.125803986615024	0.392971588315764	0.665298739834037
SUPV3L1	SUPV3L1	486.032067600933	-0.622425162994463	0.141946111565286	4.65204837493116e-06	2.38332889972874e-05	486.032067600933	0.0160201908022157	0.115816720453656	0.869707490753106	0.950829672592138
LRFN1	LRFN1	173.264975860874	0.890128188809896	0.209064276493336	4.65570192603672e-06	2.38446268507691e-05	173.264975860874	-0.127602437537447	0.172032180845499	0.265858002838827	0.539744661906143
C3orf67	C3orf67	97.2301513036206	-1.23301208027767	0.298298215103965	4.67716141917249e-06	2.39471243339196e-05	97.2301513036206	0.0634600924957542	0.171908123761942	0.549709992508041	0.782428138696364
ARIH1	ARIH1	1899.73366268151	0.350799460662563	0.0777000280925062	4.68303573783665e-06	2.39697868176902e-05	1899.73366268151	0.021464953853643	0.0740768246151101	0.759267612570496	0.90215286907888
LPCAT3	LPCAT3	664.643535557613	0.486582273783153	0.109202941167451	4.6961014511917e-06	2.40292325569015e-05	664.643535557613	-0.34708179207086	0.11566552807919	0.000653599627404782	0.00703035526495762
WWC1	WWC1	1036.03916453828	-0.456349363370095	0.102163193985062	4.70696314463164e-06	2.40773674082471e-05	1036.03916453828	0.732339310650589	0.0991458852110051	1.41075196278032e-14	1.03292185789707e-12
FKBP10	FKBP10	939.389311855166	0.422324175866844	0.0941830383296004	4.72940173603386e-06	2.41846731345593e-05	939.389311855166	-0.221157567922097	0.0958020810987569	0.00998038407771616	0.0602489308201723
HTR7	HTR7	737.71182492411	0.461313936862865	0.103412703991779	4.7519941750251e-06	2.42926990670755e-05	737.71182492411	-0.612040271087657	0.111814248775052	4.78807454107226e-09	1.73143331204056e-07
CLIC4	CLIC4	2585.90112217554	-0.346699705187739	0.0768722089617619	4.79961992978195e-06	2.4528591755999e-05	2585.90112217554	0.573536141798618	0.0760722191001184	5.98794314653011e-15	4.56503500707115e-13
COPS7B	COPS7B	459.546429137966	-0.580706438055164	0.131954370270068	4.82459828246762e-06	2.464863437336e-05	459.546429137966	-0.0345359819359643	0.11045782454087	0.713555439741567	0.879750329591345
TELO2	TELO2	395.715676970495	-0.617202460138029	0.141000758649369	4.90291315242743e-06	2.50410124690315e-05	395.715676970495	-0.0513263295817748	0.116448939856371	0.596935029086171	0.8123853033095
OXSR1	OXSR1	1047.02658225728	-0.43582371896504	0.097559640598635	4.93116763285996e-06	2.51775502241613e-05	1047.02658225728	0.178203303999723	0.092354952628255	0.032199340325943	0.139640969270504
CCDC86	CCDC86	481.34757186325	-0.616751465732079	0.140934186176344	4.9432389351453e-06	2.52249598268882e-05	481.34757186325	0.11660727441213	0.121191711721388	0.24491093091369	0.516281737202605
FIS1	FIS1	708.728259085126	-0.528449093517709	0.119692866922678	4.94350085654718e-06	2.52249598268882e-05	708.728259085126	-0.125689336397376	0.108695554570712	0.177740903482887	0.431869223346789
TTC3	TTC3	1708.64496523865	0.376897880897083	0.0837470216062571	4.9578990225505e-06	2.52906325178054e-05	1708.64496523865	-0.140904650720601	0.0822425127794694	0.0620422588249639	0.221750847757665
UPK3B	UPK3B	18.299528094062	2.86836952425103	0.725091851371371	4.97704201945217e-06	2.53804610437436e-05	18.299528094062	-0.0639136046251752	0.219728210437329	0.189714173233961	0.448365711430215
SCAMP2	SCAMP2	706.548949649605	0.478563349946541	0.107667094314839	5.02941445547558e-06	2.56396358119764e-05	706.548949649605	-0.0744004860591078	0.100232751228184	0.39893525936821	0.670102496996686
UQCRB	UQCRB	3312.37411008642	0.341376705912553	0.075799155025984	5.03866406304928e-06	2.56788812301893e-05	3312.37411008642	-0.0203996821443322	0.072243370852678	0.763049132920842	0.9038761873805
ANKRD28	ANKRD28	938.833764133949	-0.443511201958984	0.099487815035179	5.06196041256027e-06	2.57896678082826e-05	938.833764133949	0.279484529586233	0.0964547023629553	0.00133051330255748	0.0125981381208868
AC006230.1	AC006230.1	69.3227514992123	-1.43660722905532	0.353571891749941	5.06895050899703e-06	2.58173347001316e-05	69.3227514992123	-0.105980972219177	0.197930048911567	0.315871379967761	0.594293055555679
GRAMD1B	GRAMD1B	199.425528094412	-1.0223130293435	0.244869588696283	5.12444436208438e-06	2.60882905880455e-05	199.425528094412	-0.275995032088666	0.229224286705184	0.0499179720361016	0.190347972505848
STRIP2	STRIP2	198.789781039263	-0.913694661971919	0.216316780156263	5.12530181793777e-06	2.60882905880455e-05	198.789781039263	0.0165164636236854	0.146894324816947	0.877709861707076	0.953457866665271
EPOP	EPOP	732.37729795214	-0.473847635628777	0.106700358400838	5.13160066366301e-06	2.61123227130691e-05	732.37729795214	0.0619833488377986	0.0947335864902843	0.463872113156103	0.723699214512528
TMEM159	TMEM159	330.513460979849	0.653252620293166	0.150267010294553	5.20014339741213e-06	2.64529728510642e-05	330.513460979849	0.114610490826206	0.132984200829016	0.276879657382814	0.551937495363078
HAP1	HAP1	70.2040235396927	1.33053744913525	0.326472873223728	5.24404094879375e-06	2.66680828956629e-05	70.2040235396927	-0.0764182966537505	0.193565841798944	0.435411404372167	0.700351785825378
THAP4	THAP4	585.378816987912	-0.534650661466601	0.121389278545144	5.26205696685174e-06	2.67514830995998e-05	585.378816987912	-0.0397568484056725	0.104392251009935	0.661155966901629	0.850809687176335
