geneNames	baseMean.cobi	log2FoldChange.cobi	padj.cobi	baseMean.tnf	log2FoldChange.tnf	padj.tnf	bubbleSize
S100A10	2012.80362639682	-0.284228599740341	0.000415898036658085	2012.80362639682	-0.177124832074476	0.0567984995041618	1
SPIRE2	202.374703435273	0.681176781868323	0.000416703334706734	202.374703435273	-0.189186573316709	0.333619868307901	1
PDK2	506.119712232608	0.461535938206631	0.000419232179288022	506.119712232608	-0.580189700493401	3.91819493609392e-05	1
HAUS4	476.523457653521	-0.479417348398485	0.000423239793261947	476.523457653521	-0.194344695369694	0.201386796369704	1
AIG1	590.547663703852	0.448198932101882	0.000423292236298354	590.547663703852	0.0599457938163617	0.759910395824419	1
KCTD3	1308.91919127556	-0.325443752068245	0.000423292880598214	1308.91919127556	0.205139546539347	0.0459828026650245	1
CTSB	3865.27577265176	0.241353354720238	0.000425998997595338	3865.27577265176	-0.179152104873528	0.0200869971355358	1
MTX3	1016.10920595457	-0.417136872558287	0.000426747727030129	1016.10920595457	0.0264512705992088	0.903040901625554	1
CIAO1	1041.55604619749	-0.355951511110006	0.000427435375889969	1041.55604619749	-0.00656062107248099	0.977116862125753	1
MIR222HG	157.930489391031	-0.821540053246588	0.00042830998403319	157.930489391031	0.588963407283357	0.00801857769368852	3
BCAT2	520.453423265229	-0.467960658929678	0.000431651693535161	520.453423265229	0.0264387296098909	0.909232251604984	1
PLCG2	600.777978689546	0.433215338723521	0.000431699357729188	600.777978689546	-0.0803974119096889	0.654551336716681	1
SLC25A4	352.158736472283	-0.554474142123621	0.000433849728532202	352.158736472283	-0.171487695729575	0.323715211816635	1
TBC1D32	166.707061006154	0.756629439627824	0.000438867825810794	166.707061006154	0.00778096902833586	0.979397623552601	1
ARRDC1-AS1	68.4202984591212	-1.17726701579172	0.000439945003033229	68.4202984591212	-0.115195989777095	0.554046752417019	1
SNX6	1402.62114627768	0.330540909327997	0.000441909906053435	1402.62114627768	0.204921589804204	0.057203709319273	1
LINC01844	18.9466929450937	-5.22668376803133	0.000445809135114658	18.9466929450937	-0.0587346580011139	0.668417372026977	1
NUDCD2	536.531368731935	-0.471752812734069	0.000446883597334316	536.531368731935	0.0746638312635584	0.692778767303201	1
MED13L	3452.90755112661	-0.258826221706447	0.000447085696153544	3452.90755112661	0.215517607806109	0.00675576331247923	1
NFAT5	2644.74746659436	0.295682780649926	0.000448804521284246	2644.74746659436	-0.428591269001778	5.34814021362808e-07	1
GATD3A	234.174775011648	0.790427052690048	0.000454283661389311	234.174775011648	-0.0239263416619842	0.928127629206668	1
MTCL1	437.361390936944	0.525163139627082	0.000455894496757774	437.361390936944	0.182604200375031	0.283840504476642	1
PANK4	250.299534257351	-0.634635431386549	0.000457389365772	250.299534257351	0.0597465212733233	0.795599604164523	1
PIK3CD	259.897356153784	0.63472141286027	0.000459734322986852	259.897356153784	0.254863437285776	0.173850647465683	1
AC012467.2	66.1626020947868	1.12213574712328	0.000459764676659943	66.1626020947868	-0.0185105259524728	0.937575757901954	1
OXSM	282.273135496142	-0.615683245174457	0.000459764676659943	282.273135496142	-0.093303445218106	0.653748191327348	1
MAL2	3880.20713094709	0.32316038060289	0.000459789902504404	3880.20713094709	0.265663065908983	0.00768144219987801	1
SPG11	612.955498820208	0.421359108510402	0.000462096804493919	612.955498820208	-0.0101664744667803	0.963375212724911	1
CLK2	598.865360117386	-0.43782899129047	0.000462868725864217	598.865360117386	-0.00290477329082238	0.990306343654572	1
PAX2	108.139305866138	0.902633902891446	0.000463762707571748	108.139305866138	-0.0537950035500627	0.818256203934378	1
RNF167	984.960740002442	-0.366778212348289	0.000465777633150755	984.960740002442	-0.119721554710527	0.379279472164359	1
OVOL1	217.705102607921	0.650371147726358	0.000466138455398471	217.705102607921	-0.0710712664891327	0.753941444991306	1
GNPAT	877.541689213044	0.370896481551496	0.000467368450523335	877.541689213044	-0.193189358536983	0.123755343947448	1
SNHG30	64.0020768647907	-1.25057862395403	0.000470675273078351	64.0020768647907	-0.0254323630877781	0.914467244237101	1
TARDBP	1982.53133070771	-0.342536930335854	0.000470787117880744	1982.53133070771	0.129409833268653	0.29283226469087	1
MB	18.4394311699242	2.32472555758139	0.000471824424784574	18.4394311699242	-0.0515732733977124	0.590984849250764	1
NGFR	198.50121014135	0.670387716509956	0.000471824424784574	198.50121014135	-0.906194516819705	3.85478158501794e-05	1
EMC9	198.462278923463	-0.699719018382361	0.000472594452384537	198.462278923463	-0.351604917917334	0.0763226363566077	1
F12	162.263929032852	-0.788183761268561	0.000472934232947909	162.263929032852	-0.296417888521887	0.15295597749264	1
AP002478.1	45.0874406984471	-1.40685809388825	0.000475367561143704	45.0874406984471	-0.199881889867319	0.273790060248969	1
PERP	2938.86624652703	0.266630406481072	0.000475829835863119	2938.86624652703	-0.188933916972707	0.031027674166233	1
SBNO1	1659.50234520683	-0.305464169448729	0.000478997715304306	1659.50234520683	0.0664200883348016	0.626765793726263	1
CCS	213.354557200934	0.690533437317042	0.000482971428495085	213.354557200934	-0.138888450134958	0.497810848445065	1
SLC35B3	199.945963085769	0.687389819361997	0.000486016441418699	199.945963085769	0.183341658363217	0.353120900953272	1
TMEM160	135.987586420287	-0.817626584961308	0.000486893394639672	135.987586420287	-0.231512217595892	0.257553870509926	1
LCORL	398.567545218749	-0.551228474049423	0.00048703531620482	398.567545218749	0.285713836920155	0.0781010903831	1
PLEKHN1	126.838628645171	0.869028536127189	0.00048918258873577	126.838628645171	0.474912618546661	0.0513640322576688	1
BCKDHB	174.741643427254	0.735510574963282	0.000490935372742394	174.741643427254	-0.121513731053931	0.563375305951348	1
HMCN1	33.4876613154696	1.53694366719205	0.000491348901141815	33.4876613154696	-0.0670030827519134	0.658354228461916	1
CDK11B	558.579507483805	-0.47712430380758	0.000492101449302801	558.579507483805	0.125971680910324	0.454244326013224	1
MYO1B	1401.64575687529	-0.318441000433444	0.00049258792001206	1401.64575687529	0.249461277055587	0.0102637118441829	1
AC005062.1	39.6639314490177	1.46383159317455	0.000492900663976998	39.6639314490177	0.0684027361264595	0.681392730330768	1
ATP2A1-AS1	34.0160111812202	-1.6787504651156	0.000493613997906731	34.0160111812202	-0.0165918427118879	0.933862171140194	1
ODF3B	149.73767836734	0.81393519909974	0.000497274984925923	149.73767836734	0.52251346773061	0.0279612144353785	1
NOTUM	187.109123511812	0.701851700947314	0.000498766821482552	187.109123511812	-0.0757301532154745	0.738078274882088	1
SLC44A3	132.634916401562	0.798858273729676	0.000500401281888337	132.634916401562	-0.534509563886993	0.0318721120819331	1
KAT6A	1198.8595018653	-0.341429007711418	0.00050281990983448	1198.8595018653	0.0762442918901261	0.600920087290153	1
UBE2H	2779.27654330983	-0.256990319733419	0.00050281990983448	2779.27654330983	-0.272764394237297	0.000434627869633778	1
CTDSP2	2094.98561091421	0.299790371089062	0.000504615513607995	2094.98561091421	-0.00317408549331009	0.987377957026303	1
GOLGA4	1741.89179142653	-0.306566393211128	0.000504615513607995	1741.89179142653	0.27604489511299	0.00260686669071239	1
PWP2	202.496106936025	-0.778597808948176	0.000506515002672735	202.496106936025	0.03710759079231	0.886425576455988	1
AL356056.2	22.4572463316983	2.04289549399995	0.000511006722472055	22.4572463316983	0.056791154794857	0.643512773781195	1
ZNF318	683.386060971077	-0.423975904253054	0.000511816487948296	683.386060971077	-0.0653917041502831	0.721335599948752	1
PDE4D	32.4090585656631	1.58117275875247	0.00051219210765414	32.4090585656631	-0.0678040665387917	0.643919787825533	1
FARSA	1190.12508695822	-0.336969165633093	0.000513566480240667	1190.12508695822	-0.0684906189503511	0.645514418782667	1
VDR	222.580086816171	-0.702385903339941	0.000516855209303004	222.580086816171	0.467995890217563	0.0173418855808833	1
NBN	1325.48645788329	0.321097069366569	0.000517370966484728	1325.48645788329	0.549203533757752	1.18592977190003e-09	1
APOLD1	1261.89638115803	-0.329558257470863	0.000517418467592911	1261.89638115803	0.22418483342906	0.0306603287984747	1
UNC119	396.184873475276	0.514387195130933	0.000523920461117531	396.184873475276	-0.136430873875829	0.452174153902681	1
PLEKHA6	281.981526640241	0.600968416005011	0.000530855223868474	281.981526640241	0.0853941618306339	0.690460474737516	1
SYK	132.363434454971	0.815172088984866	0.000531968167466422	132.363434454971	-0.0524973629187673	0.82841501634549	1
GPR162	87.7464372046696	1.01958142815594	0.000539050163599534	87.7464372046696	-0.266627391850624	0.211107844203306	1
CPS1	737.5760323579	0.403170568441169	0.000542030200196068	737.5760323579	-0.338430450023607	0.00942307964583792	1
RFX2	195.269642311459	-0.720327769775525	0.000542788775823173	195.269642311459	-0.0222268252944455	0.933862171140194	1
CST3	774.500156878109	0.384328271991613	0.000543299100548568	774.500156878109	-0.26920216254155	0.0311746531226967	1
SLC6A16	96.123604113488	0.918756506965277	0.00054382016540801	96.123604113488	-0.20511540093632	0.314339053803391	1
DNAJC22	801.151292335693	0.378056435267958	0.000544717824397166	801.151292335693	-0.45684505608017	8.28300863045923e-05	1
NAA10	579.360387477803	-0.435615827576036	0.000545552987206047	579.360387477803	0.144561578997655	0.335908296685394	1
VPS35L	405.108926552611	0.502809250606424	0.000545613553234442	405.108926552611	0.0337582827341213	0.892893015284526	1
SMO	257.85971259593	0.618128435866759	0.000547372006740867	257.85971259593	-0.144889762045943	0.467629043973832	1
BHLHE41	68.7427782065181	-1.15691721517885	0.000547663105078046	68.7427782065181	-0.660349914726203	0.0349044389150115	1
TMEM131	1270.89017208789	-0.332854110663791	0.000549667762923004	1270.89017208789	-0.260429163564951	0.012376464073342	1
AC091057.5	25.6573932728658	-2.02248272339066	0.000552250801254589	25.6573932728658	8.14337573502711e-05	0.998635580515418	1
PPP2R3A	263.565057811947	0.609443497744497	0.000552250801254589	263.565057811947	-0.0869453478056413	0.687125558271785	1
RREB1	789.346609229475	-0.380774724774928	0.00055402832496914	789.346609229475	-0.179201118725813	0.162348989849101	1
SCN5A	264.814274303316	0.591280058761371	0.00055402832496914	264.814274303316	-0.545626398143653	0.00404610985387375	1
LURAP1L	107.044481102911	-1.1649663807102	0.000556295287258406	107.044481102911	0.360072315531202	0.13090451337837	1
MRPL18	799.734938589767	-0.407351109878486	0.000558244959999077	799.734938589767	0.111364789402153	0.468916960479263	1
CYP4F2	27.6996101648222	1.68390601574816	0.000558814129738011	27.6996101648222	-0.0140368286371393	0.936484655424231	1
ENSA	1795.01417953889	-0.288522020924173	0.000563066356383781	1795.01417953889	0.0864030059566003	0.469032854950526	1
POPDC3	112.805448271155	-0.956189303063401	0.00056420280275476	112.805448271155	0.122171667006131	0.558462869511241	1
ALKBH8	304.566887255104	-0.591625908979722	0.000564416037483519	304.566887255104	0.234166030127211	0.180602195962399	1
RAMP1	149.358834226265	0.765798134465573	0.000571547047472525	149.358834226265	-0.69861526652678	0.00562440654940388	1
CROCC	270.483963471575	0.593278907979553	0.000571626421642805	270.483963471575	-0.237132556270835	0.20038069513909	1
RPL38	4865.53182671912	-0.221146706524139	0.000575856261059193	4865.53182671912	0.0286233092792098	0.809944608757917	1
AC002996.1	274.054219928333	0.58704282870059	0.000577375203187352	274.054219928333	-0.0693913843641265	0.755239210424569	1
SMCR8	589.473269370508	0.444521538528	0.000584360964017897	589.473269370508	-0.0231602588685901	0.920123470086408	1
NIT1	456.89032155602	-0.521468551977215	0.000588487188101108	456.89032155602	-0.139725615448427	0.432145156775045	1
MYDGF	1197.07956426605	-0.352550856948151	0.000588847918728027	1197.07956426605	-0.0515077536404718	0.757527771797071	1
PRPF4B	1435.34452667201	0.3545658538411	0.000592803675917255	1435.34452667201	0.0413013822032489	0.810394577924144	1
UQCC2	340.40815965149	-0.550240202449706	0.000593084518094922	340.40815965149	-0.0583176524760387	0.792149930623569	1
SNX19	536.219967538517	0.456477564244058	0.000594458143011284	536.219967538517	0.0348110091459773	0.87961589968577	1
ANKIB1	961.017247381817	0.355993378255725	0.000595771359549553	961.017247381817	0.147006031572393	0.258661566558576	1
MROH1	698.655440664606	0.411943287566984	0.000596377956599504	698.655440664606	-0.0510897061030875	0.793440632134583	1
MAP3K21	493.817600615462	0.492778962453655	0.000596547082603489	493.817600615462	0.270753051601188	0.0828964632491793	1
UBN2	462.982985497408	0.480293269220297	0.000596662176812124	462.982985497408	0.0719201657247805	0.72341870706282	1
AC093866.1	116.270508646958	0.884329719886028	0.000596996710187574	116.270508646958	-0.733467975993152	0.0116775221805186	1
C1orf115	532.349303212959	0.445494967709167	0.00059945915042334	532.349303212959	0.0233840102331853	0.922093456235704	1
TRIM36	199.170806799003	-0.723155094027528	0.000599515230349855	199.170806799003	0.361002367740454	0.070001034984051	1
SCML1	81.1134110743892	-1.12368842964786	0.000601358608351399	81.1134110743892	0.719930557149358	0.0140874630096499	1
RTF1	813.774983217568	0.393489777844151	0.00060172966151468	813.774983217568	-0.0300625142196685	0.883443896646456	1
CYP4F12	44.5991112630368	1.30508174693048	0.000607697918982634	44.5991112630368	-0.0703633475112867	0.685462942445916	1
ZNF761	283.008031232503	0.602855474274327	0.000609752838497626	283.008031232503	0.145409636555695	0.456279166868276	1
SEC22C	740.57560986568	-0.396433122181204	0.000609766050236783	740.57560986568	0.0456366869802815	0.809781589265225	1
AP002387.2	82.0210457051985	-1.039674305308	0.000619450079683009	82.0210457051985	-0.0300648908848829	0.905176430239574	1
STARD3	509.795212360961	-0.468247927798678	0.000619496937222067	509.795212360961	-0.0963711532172356	0.592825934695654	1
TOR2A	122.958242125426	-0.867000891733341	0.000620222512396629	122.958242125426	-0.119721761816769	0.56722879089015	1
AGAP11	63.1749293760014	1.09831156824348	0.000622654464471458	63.1749293760014	-0.599425384852804	0.058329407311993	1
FBXL6	452.258229757767	-0.514479572588609	0.000622654464471458	452.258229757767	0.0107933401699772	0.96780141096283	1
DVL3	912.898364760734	0.366285805416098	0.000625076431709424	912.898364760734	-0.0530862615084848	0.76316722940089	1
ABCB8	393.478244871596	-0.529317734436963	0.000627124797833325	393.478244871596	-0.00528769385752333	0.984918118754302	1
AL118516.1	39.0762525191672	-1.55877788357766	0.000627159893923521	39.0762525191672	-0.00237370863406587	0.990905528085291	1
AP003108.2	275.342423091928	0.580855693581508	0.000630780400270397	275.342423091928	0.17200888075899	0.355573377830639	1
SKAP2	923.865776489547	0.369057780545147	0.000632399860304342	923.865776489547	-0.124053999886708	0.383957587833677	1
PHIP	1209.47733993352	-0.370618688267661	0.000633085939892525	1209.47733993352	0.149299652741878	0.25422183411374	1
AC004148.1	371.413424476347	-0.543344480772809	0.000635815884507971	371.413424476347	-0.0316472431501946	0.898070746953285	1
ARF1	5215.36990076155	-0.2208533753975	0.000636844125307802	5215.36990076155	0.00252273135049172	0.987614256135446	1
CEP131	333.803581300853	-0.551144080647878	0.000641674512964743	333.803581300853	-0.435801605531613	0.00947078704453287	1
SLC9A2	41.6984206079221	1.37246823999359	0.000642942995739214	41.6984206079221	-0.0304818470156008	0.87707275135073	1
UHMK1	4521.43829126349	0.316580799083358	0.000643602992791239	4521.43829126349	0.183803604985571	0.0803448095054122	1
EIF4A3	2490.83299237288	-0.270175022709038	0.000643994007813463	2490.83299237288	0.0290999994487652	0.844846348436174	1
DDX3X	4960.10712798536	-0.229927130626226	0.000644734638519688	4960.10712798536	0.210409005703432	0.00350455193907655	1
PTGFRN	1391.09171859409	-0.321030589745438	0.000644734638519688	1391.09171859409	0.0794839742226302	0.56371629766006	1
MYO1C	3726.67223353746	0.239033117945844	0.000645237158060176	3726.67223353746	0.218111849929203	0.00386082839264729	1
NRARP	226.543730598303	-0.679065930011411	0.000646979428477561	226.543730598303	0.432063519900591	0.0254914346364386	1
SP140L	375.974880253125	0.529373015985982	0.000648246733265703	375.974880253125	0.0172222146500376	0.948476877562	1
MBNL2	1578.79080589809	0.324330250386559	0.000648749746440487	1578.79080589809	-0.118713379988385	0.34563563708169	1
DUS2	207.883039053903	-0.693340665834294	0.000655328348798729	207.883039053903	0.15722077642951	0.430208597737264	1
LRCH1	367.04680648686	-0.533255865689982	0.000655676053764927	367.04680648686	0.197207718517147	0.238661923333015	1
TNFRSF13C	48.1768555429061	-1.36655973704774	0.000656045536131555	48.1768555429061	-0.197657591766753	0.275538479395958	1
TYRO3	555.951042194252	-0.4452484145178	0.000656055186077661	555.951042194252	0.0584310540796804	0.765958613409794	1
DGCR8	554.645083213869	-0.442024866939454	0.000657729689693209	554.645083213869	-0.0429697469453471	0.838144352832773	1
RUNDC3A-AS1	58.7631032097083	1.20467259313603	0.000657886730392173	58.7631032097083	0.00977506075196375	0.967883167352187	1
DBI	1353.09422889561	0.313710726096876	0.000660218754969479	1353.09422889561	0.166808629843418	0.128906944030576	1
MIDN	1084.42282581801	-0.357870629769453	0.000661844050373202	1084.42282581801	-0.134781872881744	0.31831765953119	1
BBIP1	386.751354312876	-0.541402734192501	0.000662272545013694	386.751354312876	0.237223669583111	0.150994496391276	1
ZCCHC4	207.126962819776	-0.704096319829765	0.000662272545013694	207.126962819776	0.101957770240541	0.632338460894313	1
MLST8	466.567960099113	-0.471835446881772	0.000666624730700524	466.567960099113	-0.272782861807032	0.0669067217323441	1
BAP1	840.915979201894	-0.415452776547196	0.00066857503858706	840.915979201894	0.00966425589602416	0.963738799406583	1
NXT1	166.621681271534	-0.775352946897588	0.000670368017847627	166.621681271534	0.341868221638559	0.0998230905375665	1
PRKCD	675.158764061012	0.414369689987906	0.000675134065223939	675.158764061012	0.37090191532995	0.00356029617179312	1
SMIM10L2A	37.6268152744364	1.44250156299747	0.000677263201286178	37.6268152744364	-0.110568170928406	0.449087572592968	1
POLR2G	683.93131963479	-0.401157448662403	0.000677931826893638	683.93131963479	-0.024131058612049	0.918318047634936	1
PIAS3	501.884475669001	0.489801593215382	0.000678796029343085	501.884475669001	0.165386501647083	0.324129175874422	1
WDTC1	794.34414079411	0.403101433230304	0.000683678549817635	794.34414079411	-0.0890313024488768	0.59822059599584	1
ZBTB20	2593.68697514873	0.278308106990412	0.00068395694889328	2593.68697514873	0.300958370881436	0.000385779588664535	1
FXYD5	656.760013424103	-0.415881237720914	0.000684702176181023	656.760013424103	0.166987110584926	0.238089387640724	1
MED22	245.116841717014	-0.624433841315012	0.000686123274345904	245.116841717014	0.184609594649554	0.32004530398552	1
TENT5C	55.1149855706074	1.16847716267357	0.000687023449277177	55.1149855706074	-0.723849733296763	0.0445249057778052	1
ATRN	1136.93637747687	0.32942277958704	0.000687676523768464	1136.93637747687	-0.0713286490539106	0.634200830949061	1
EXTL3	1303.03469531777	-0.322369262002967	0.000689591018277383	1303.03469531777	0.102683615244507	0.425664735345204	1
INTS11	966.635131975874	-0.364967894232069	0.000689607670290785	966.635131975874	-0.0617253371456622	0.711818038408999	1
SLC22A5	230.655625576917	0.617237536951513	0.000691641479996632	230.655625576917	0.0173192719938784	0.953421981242634	1
DUSP16	473.599892333835	0.465217492585606	0.000694729031674886	473.599892333835	0.395220906903464	0.00607030955741395	1
MCF2L	195.783030682267	0.704408044498381	0.000695201257211845	195.783030682267	-0.403093244448824	0.0634740181168554	1
ANKZF1	688.91988200563	-0.415076270992148	0.000695697275849381	688.91988200563	0.00358128563454066	0.988603594451868	1
CHD1	1135.68814915345	-0.341744416058886	0.000700482612699858	1135.68814915345	0.351094532945157	0.000542616429956638	1
AIF1L	774.7795280052	0.383709111551063	0.000701014399359463	774.7795280052	-0.239145468310439	0.0638457162869861	1
QPCTL	252.970462966063	-0.609393948583001	0.000701138411360649	252.970462966063	0.034191609371162	0.893322039375428	1
SRGAP1	573.14974836183	0.451794275932662	0.000702141857384566	573.14974836183	0.136524315703535	0.410352785971142	1
UBXN6	1037.71390281242	0.34689816210628	0.000702298760629349	1037.71390281242	-0.187467222794985	0.122462229123041	1
MRPS16	1213.26367631483	-0.323998155676547	0.000703495100211412	1213.26367631483	-0.0136496156822591	0.943506682414093	1
Z82190.2	428.843466115901	-0.493407560071508	0.000703495100211412	428.843466115901	0.125210065279002	0.475484868374793	1
HECW1	118.76149812237	0.822549086883837	0.000705524104080655	118.76149812237	-0.0964119185224155	0.654551336716681	1
PPFIBP1	1668.86256450602	-0.317431337313195	0.000706812053104742	1668.86256450602	-0.127007159763772	0.286238198025277	1
HOXA10	347.790836245492	0.524744167030803	0.000706860936658269	347.790836245492	-0.155577337388587	0.391074626807768	1
MMP11	119.929117047892	0.841626476543501	0.000716141628491816	119.929117047892	-0.355294050928425	0.12476753971789	1
DCTN6	593.572871488152	-0.438479592532328	0.000717453345962565	593.572871488152	0.176490374979113	0.233735876868655	1
ZMIZ1	963.302305284053	0.350093353046549	0.000718644853053626	963.302305284053	-0.0662402062701093	0.683432717578067	1
ZBED2	489.491964330731	0.487863014886919	0.000720039039336186	489.491964330731	1.05298322049524	5.29107863875297e-14	1
AMIGO2	30.2431600379605	-1.73972546698556	0.000720157363904718	30.2431600379605	-0.0066545407889699	0.977116862125753	1
AC068775.1	41.7850860675688	-1.47346483877233	0.000721703399385391	41.7850860675688	-0.0793411558649818	0.653272403473317	1
LYPD5	53.6197197809036	-1.24819775180704	0.00072817661473081	53.6197197809036	-0.203334301748504	0.281932093015648	1
GPAT2P1	63.7795660695935	-1.28406123742294	0.000729499756315378	63.7795660695935	-0.0725344729869263	0.707402381996982	1
AMACR	105.199817193205	0.860410453285041	0.000733446412276565	105.199817193205	-0.0790979165576139	0.71888106829614	1
RNF11	1276.69237222565	0.407654836634116	0.000735925540181406	1276.69237222565	0.251717789584237	0.057867793231215	1
SH2D3A	571.908203391808	-0.49352163715533	0.000736632923798751	571.908203391808	0.734390742657122	1.73143270644563e-07	1
ASB9	50.1264590445036	1.22625654097625	0.00073675985122488	50.1264590445036	-0.213930268628018	0.2302870485999	1
DENND4B	506.380427701264	-0.453468817489149	0.000741958108063071	506.380427701264	0.0531813409995057	0.794866646609534	1
SPOPL	1287.49462082661	-0.368780532506345	0.000745102679166433	1287.49462082661	0.428977435673314	8.15484317614338e-05	3
H2AC17	33.4636118138247	-1.70051886170215	0.000745899072167133	33.4636118138247	-0.0425847474355641	0.811355830027073	1
EIF3J	876.756386049796	-0.384938633161586	0.000746766304116751	876.756386049796	0.362930839838952	0.00164782470060575	1
C1GALT1C1	284.362765269415	0.574487633430237	0.000747893985588922	284.362765269415	0.107093439145089	0.598169501913319	1
DENND11	1070.17339395045	0.33788701902935	0.000749490504891452	1070.17339395045	0.39526118339212	0.000122984818093977	1
PMS2P1	169.051605222599	-0.731238620140549	0.000749959581513701	169.051605222599	0.0435044963517235	0.86372293509499	1
FRAT2	113.015591726703	0.844797354412785	0.000750559949430243	113.015591726703	-0.00146487313287617	0.995303414128844	1
STAU2	632.902128683564	0.428027010876938	0.000751188072698954	632.902128683564	-0.108676367178495	0.519159131968815	1
COL27A1	238.558996124991	0.61328801242157	0.000756098749120095	238.558996124991	0.0971271257096063	0.648569611544231	1
CHURC1	643.6771809694	0.40822831504101	0.00076041401312777	643.6771809694	0.0298544796111034	0.889122400317652	1
GIGYF2	1282.27507117128	0.325885249846426	0.00076041401312777	1282.27507117128	-0.0956456931492001	0.483878211062494	1
KLF10	1601.75264636419	-0.298918088901871	0.000762828827040376	1601.75264636419	0.089911149207367	0.47388871708795	1
NCOA1	420.64239601584	0.485334679779362	0.000763063047348812	420.64239601584	0.00366060193460671	0.989044260225056	1
AL512274.1	22.7475982501053	1.79171775758541	0.000764235387288214	22.7475982501053	-0.0842283741419902	0.459407831809425	1
DYNLL2	2705.28385865779	0.25759149233578	0.000765716836031035	2705.28385865779	-0.0489855387037921	0.705097084731781	1
RAB30	161.590743940854	0.773177283624277	0.000766437430840914	161.590743940854	0.363700675848926	0.0981048375269793	1
SLC39A9	1665.43732012701	0.282347626896275	0.000766579406370671	1665.43732012701	-0.0970299257454099	0.412491117085255	1
VPS26C	707.479541685893	-0.39676276709783	0.0007680235456197	707.479541685893	-0.00661848351204547	0.978811345197365	1
NR2F6	583.201608641432	-0.442311472896944	0.000770174183896503	583.201608641432	-0.132048652881594	0.418905571584439	1
HEATR1	1664.93436630783	-0.294220867229087	0.00077281466177328	1664.93436630783	0.176514516478902	0.0777737048270457	1
DDX1	2017.2634249838	-0.272041762240289	0.000774214717039734	2017.2634249838	0.11485541158203	0.269810071351846	1
SLC2A6	138.213328616775	0.842348349980064	0.000775002981806124	138.213328616775	0.343355514232173	0.127457591667711	1
CPNE3	3505.03265783232	0.30110177543768	0.00077627235553335	3505.03265783232	0.0628452541191003	0.659392545728653	1
PTPRK	1001.4946008153	0.354586496968458	0.00077644317028025	1001.4946008153	0.31449306705634	0.00487236049168193	1
AC107959.3	35.3005319981131	-2.48642313995258	0.000780646599708092	35.3005319981131	1.84848164467035	0.000130506926626397	1
AC091167.2	972.078035596774	-0.352426362367735	0.000782337450125759	972.078035596774	0.328128147161432	0.00205983460218462	1
SON	4154.16725156322	0.228969137923434	0.000782337450125759	4154.16725156322	0.156984629970574	0.0491548628087941	1
AL139300.1	1129.44992906753	-0.332658108092513	0.000784122491514369	1129.44992906753	0.209669886336829	0.0564167867149012	1
LSR	2696.48155403567	0.282946125705282	0.000784122491514369	2696.48155403567	-0.0303494189968974	0.850619123856912	1
MAP3K3	415.411033225696	-0.488806625481365	0.000784122491514369	415.411033225696	0.0598977194339535	0.773059565875145	1
ZNF70	111.797816345037	0.869804535165034	0.000784589682703285	111.797816345037	0.0409448148742998	0.869849887339811	1
KLF11	283.606179405602	0.574303221738917	0.000785792724726102	283.606179405602	0.128949349707846	0.511340744591326	1
KBTBD7	190.421379467771	0.708484620325162	0.000788183420248008	190.421379467771	-0.121396145740886	0.564338402516804	1
EMID1	114.360675472509	0.821591008347572	0.000790020521419726	114.360675472509	-0.199703201076063	0.329609354574326	1
PLEKHF2	440.425905640786	0.492950691901432	0.000791136274997556	440.425905640786	0.0375827980018243	0.87511203837315	1
NABP1	623.918228952546	0.412662854863236	0.000792287361779209	623.918228952546	0.761603106788754	2.24958774382195e-10	1
SPRR2D	20.302950550817	-5.07421972801545	0.000795977963199799	20.302950550817	1.75318567404331	0.00570678742108896	1
ZSCAN2	207.700615731705	0.647302773172146	0.00079718585812174	207.700615731705	0.0037857830831739	0.989795234230743	1
ACVRL1	39.6017003181874	1.40873205056768	0.000799808695874863	39.6017003181874	0.0135900521433369	0.948225431126281	1
RNASEH2C	156.808483768636	-0.752153093042891	0.000801130454959715	156.808483768636	-0.197577715496188	0.325789974894721	1
SELENOM	383.335707619198	0.506548151533455	0.000801130454959715	383.335707619198	0.150698902372362	0.3951910515733	1
MTA3	604.322226907675	0.404413057187792	0.000806940871968146	604.322226907675	-0.182123731769382	0.209515216937713	1
L2HGDH	455.123264652179	-0.480075962440461	0.000809833705289716	455.123264652179	0.0469409511658506	0.830536105215427	1
CBX2	373.175130921701	0.500084819987994	0.000814259874413766	373.175130921701	-0.122185282016366	0.510277551956771	1
SRSF4	1023.36339951708	-0.349886834419028	0.000815994641915915	1023.36339951708	0.183906487447171	0.122881115474193	1
HCFC1	1515.19073481466	-0.304224153887134	0.000817149236553161	1515.19073481466	-0.067885034542984	0.626561673901404	1
NXPE3	279.894614832112	0.596368726976889	0.000823032804800078	279.894614832112	0.00163306238119361	0.994883034697751	1
TFAM	833.265299538705	-0.424607298388501	0.000826440096727327	833.265299538705	0.144396972298947	0.34319432762061	1
DPM2	409.212193885152	-0.511483172718033	0.000829914007862079	409.212193885152	0.211228054089918	0.194777165533559	1
NUP62CL	100.814119805227	-0.912661835436948	0.000833463886817428	100.814119805227	-0.0316466654227531	0.902292927981204	1
MTCH2	1249.08389607578	-0.317044529877218	0.000835841987309687	1249.08389607578	0.14979169567103	0.188505796660538	1
BTRC	720.886926003349	0.388668469190976	0.000837906664346977	720.886926003349	0.160037947561039	0.257497075291396	1
PSMA5	1555.87475232972	-0.316623664617964	0.00083907817787971	1555.87475232972	0.283101546371275	0.00419770423101187	1
