Cobi_24_1_S54	Cobi_24_2_S55	TNF_24_1_S58	TNF_24_2_S59	UT_24_1_S52	UT_24_2_S53
ZPLD2P	0	0	0	0	0	0
AL355877.2	0	0	0	0	0	0
CEP85	336.856797497232	303.859513462829	737.890568616843	707.151818798843	771.820997863985	772.423086198868
AL355877.1	0	0	0	0	0	0
SH3BGRL3	914.174264906011	955.738054455751	865.258270189793	898.939963594286	832.515841592726	804.990113616982
UBXN11	149.361032852546	157.712550240223	191.577865175842	173.573628250625	187.519890326109	175.36091686677
CD52	2.11859621067442	2.10283400320297	0	0	1.81178637996241	3.34020794031943
CRYBG2	152.538927168558	109.347368166555	69.4732917670637	67.5008554307986	82.4362802882895	75.989730642267
AL451139.1	0	0	0	0	0	0
ZNF683	0	0	0	0	0	0
LIN28A	12.7115772640465	5.25708500800743	6.31575379700579	4.28576859878086	6.34125232986842	6.68041588063886
DHDDS	426.897136450895	393.229958598956	410.523996805376	400.719363986011	358.733703232557	369.928029390377
AL513365.1	1.05929810533721	0	0	0	0	0
DHDDS-AS1	3.17789431601163	6.30850200960892	4.21050253133719	3.21432644908565	8.15303870983083	4.17525992539928
HMGN2	4456.46712915364	4645.16031307536	4418.92240663838	4599.70114864156	5265.95711336074	5556.43590872137
DPPA2P2	0	0	0	0	0	0
RPS6KA1	742.567971841383	787.511334199513	763.153583804866	778.938442828422	741.926522594606	705.618927392479
MIR1976	0	0	0	0	0	0
RN7SL679P	0	0	0	0	0	0
AL627313.2	0	0	0	0	0	0
RNU7-29P	0	0	0	0	0	0
AL627313.1	0	0	0	0	0	0
AL627082.2	0	0	0	0	0	0
AL627082.1	0	0	0	0	0	0
AL512408.1	16.9487696853953	25.2340080384357	12.6315075940116	8.57153719756173	28.0826888894173	10.8556758060381
ARID1A	1814.57765444264	1916.73319391951	1772.62156569296	1787.16550569162	1966.69411544919	1879.70201841476
PIGV	273.298911177	313.322266477243	207.367249668357	210.002661340262	262.709025094549	274.732103091273
RN7SL165P	1.05929810533721	0	0	0	0.905893189981203	0
AL034380.2	0	0	0	0	0	0
ZDHHC18	390.88100086943	452.109310688639	485.260416736611	458.577240069552	440.264090330865	458.443539808842
SFN	2861.1641825158	2913.47651143772	2130.51428085662	2096.81228695354	1853.45746670154	1928.13503354939
GPN2	475.624849296407	469.983399715864	405.260868641205	408.219459033877	392.251751261861	390.804329017373
AL034380.1	0	1.05141700160149	0	0	0	0.835051985079857
GPATCH3	166.309802537942	171.380971261042	157.893844925145	143.573248059159	157.625415056729	145.299045403895
NUDC	1263.74263966729	1385.76760811076	2393.67068906519	2260.74293585691	2212.1911699341	2100.99079446092
NR0B2	0	0	0	0	0	0
KDF1	207.622428646093	252.340080384357	162.104347456482	173.573628250625	212.884899645583	204.587736344565
RPL12P13	1.05929810533721	1.05141700160149	0	0	0.905893189981203	1.67010397015971
AL356390.1	1.05929810533721	2.10283400320297	1.0526256328343	0	0	0
OSTCP2	0	0	1.0526256328343	0	0	0
TRNP1	451.260992873651	433.183804659812	366.313720226336	432.862628476867	489.18232258985	450.093019958043
TENT5B	180.080677907326	166.123886253035	169.472726886322	184.288049747577	125.919153407387	139.453681508336
SLC9A1	347.449778550605	386.921456589347	371.576848390507	360.004562297593	423.958012911203	313.979546390026
AL590640.2	0	0	0	0	0	0
CHCHD3P3	8.47438484269767	11.5655870176163	9.47363069550868	16.0716322454282	16.3060774196617	16.7010397015971
NPM1P39	6.35578863202325	11.5655870176163	10.526256328343	4.28576859878086	5.43535913988722	5.01031191047914
SNRPEP7	0	0	0	0	0	0
AL590640.1	0	0	0	0	0	0
WDTC1	991.503026595627	960.995139463758	618.943872106567	732.866430391528	752.79724087438	708.959135332799
AL590640.3	0	0	0	0	0	0
FO393419.3	2.11859621067442	3.15425100480446	1.0526256328343	1.07144214969522	0.905893189981203	0.835051985079857
TMEM222	268.002420650314	281.779756429198	244.209146817557	248.57457872929	328.839227963177	305.629026539228
RNU6-48P	1.05929810533721	4.20566800640594	1.0526256328343	1.07144214969522	0.905893189981203	0.835051985079857
ACTG1P20	7.41508673736046	4.20566800640594	1.0526256328343	7.50009504786651	3.62357275992481	6.68041588063886
SYTL1	616.511497306256	595.102022906441	219.998757262368	217.502756388129	409.463721871504	307.299130509387
MAP3K6	306.137152442453	282.8311734308	184.209485746002	248.57457872929	254.555986384718	269.721791180794
FCN3	2.11859621067442	0	0	3.21432644908565	1.81178637996241	1.67010397015971
CD164L2	109.107704849733	136.684210208193	61.0522867043893	54.643549634456	86.9657462381955	91.0206663737044
FO393419.1	0	0	0	0	0	0
GPR3	3.17789431601163	0	56.8417841730521	53.5721074847608	35.3298344092669	40.0824952838331
WASF2	2522.18878880789	2480.29270677791	3556.82201334709	3638.61754036495	3158.84955346446	3270.06357357272
FO393419.2	0	0	0	0	0	0
BX293535.1	5.29649052668604	6.30850200960892	0	2.14288429939043	4.52946594990602	0.835051985079857
AHDC1	623.926584043616	626.644532954486	550.523205972338	558.221359991208	486.464643019906	484.330151346317
FGR	0	0	0	1.07144214969522	0	0
AL031729.1	74.1508673736046	100.936032153743	108.420440181933	109.287099268912	96.9305713279888	111.061914015621
LINC02574	0	0	0	0	0	0
IFI6	719.263413523965	700.24372306659	69.4732917670637	106.072772819826	90.5893189981203	103.546446149902
AL445490.1	0	0	0	0	0	0
RNU6-949P	0	0	0	0	0	0
CHMP1AP1	0	0	0	0	0	0
RNU6-424P	0	0	0	0	0	0
AL020997.5	0	0	0	0	0	0
FAM76A	164.191206327267	165.072469251433	161.051721823648	148.930458807635	165.77845376656	168.680500986131
AL020997.1	1.05929810533721	1.05141700160149	1.0526256328343	0	0.905893189981203	0.835051985079857
RPEP3	0	0	0	0	0	1.67010397015971
STX12	536.004841300628	504.680160768713	487.36566800228	500.363483907666	460.193740510451	505.206450973314
AL020997.2	0	2.10283400320297	0	1.07144214969522	0.905893189981203	0
AL020997.3	1.05929810533721	1.05141700160149	0	0	0	0
RNU6-1245P	0	0	0	0	0	0
AL020997.4	0	0	3.15787689850289	1.07144214969522	0	1.67010397015971
PPP1R8	912.055668695337	880.036030340444	945.257818285199	846.439298259221	924.011053780827	927.742755423721
SCARNA1	1.05929810533721	3.15425100480446	1.0526256328343	1.07144214969522	1.81178637996241	0
THEMIS2	173.724889275302	160.866801245027	115.788819611773	96.4297934725694	117.766114697556	101.041290194663
RPA2	356.983461498639	406.898379619775	799.995480954066	841.082087510745	781.785822953779	860.938596617333
SMPDL3B	447.023800452302	482.600403735082	169.472726886322	138.216037310683	236.438122585094	192.061956568367
AL512288.1	1.05929810533721	1.05141700160149	1.0526256328343	0	0.905893189981203	2.50515595523957
XKR8	102.751916217709	100.936032153743	114.736193978938	111.429983568302	134.072192117218	97.7010822543433
EYA3	448.083098557639	411.104047626181	555.786334136509	558.221359991208	529.947516139004	534.433270451108
AL512288.2	0	1.05141700160149	0	3.21432644908565	0	0.835051985079857
RN7SL559P	3.17789431601163	0	0	0	0	0.835051985079857
SPCS2P4	59.3206938988837	39.9538460608565	125.262450307281	42.8576859878086	31.7062616493421	53.4433270451108
AL137792.2	0	0	0	0	0	0
AL137792.1	0	0	0	0	0	0.835051985079857
RNU6-176P	0	0	0	0	0	0
PTAFR	74.1508673736046	80.9591091233144	62.1049123372236	78.2152769277508	26.2709025094549	50.1031191047914
DNAJC8	1557.1682148457	1405.74453114119	2139.98791155213	1902.8812578587	2021.95360003805	2048.38251940089
ATP5IF1	741.508673736046	744.403237133852	630.522754067744	691.080186553414	864.222103242068	715.639551213437
AL353622.1	20.126664001407	14.7198380224208	14.7367588596802	12.8573057963426	16.3060774196617	10.0206238209583
AL353622.2	0	0	0	0	0	0
SESN2	220.334005910139	231.311740352327	1106.30954010885	1496.80468312422	1060.80092546799	784.113813989986
MED18	310.374344863802	317.527934483649	249.472274981729	300.00380191466	305.286005023665	292.26819477795
PHACTR4	853.79427290179	831.670848266775	943.152567019531	941.797649582095	902.269617221279	900.186039916086
CR589951.1	0	0	0	0	0	0
CR391992.1	0	3.15425100480446	3.15787689850289	1.07144214969522	0.905893189981203	0
RNU6ATAC27P	0	0	0	0	0.905893189981203	0.835051985079857
RCC1	2040.20815087946	2094.42266719016	3058.93008901647	3142.53982505607	2654.26704664493	2796.58909803244
SNHG3	626.04518025429	605.616192922456	999.994351192583	1040.37032735405	1049.93020718821	1027.11394164822
SNORA73A	14.8301734747209	13.6684210208193	21.052512656686	32.1432644908565	19.9296501795865	20.0412476419166
SNORA73B	11.6522791587093	22.0797570336312	19.9998870238517	12.8573057963426	29.8944752693797	17.536091686677
PRDX3P2	0	3.15425100480446	1.0526256328343	1.07144214969522	0.905893189981203	3.34020794031943
AL513497.1	16.9487696853953	17.8740890272253	17.8946357581831	11.7858636466474	14.4942910396993	11.690727791118
TRNAU1AP	284.951190335709	250.237246381154	285.261546498095	235.717272932948	244.591161294925	258.031063389676
SNHG12	438.549415609604	354.327529539701	497.891924330623	502.506368207056	349.674771332745	360.742457554498
SNORD99	5.29649052668604	12.6170040192178	15.7893844925145	7.50009504786651	6.34125232986842	11.690727791118
SNORA61	102.751916217709	91.4732791393293	123.157199041613	101.787004221046	71.5655620085151	85.1753024781454
SNORA44	22.2452602120814	16.8226720256238	23.1577639223546	23.5717272932948	8.15303870983083	7.51546786571871
SNORA16A_1	27.5417507387674	17.8740890272253	18.9472613910174	24.64316944299	18.1178637996241	17.536091686677
SNORA16A_2	27.5417507387674	17.8740890272253	18.9472613910174	25.7146115926852	19.0237569896053	17.536091686677
TAF12	427.956434556232	434.235221661414	452.629022118748	430.719744177477	475.593924740132	502.701295018074
RAB42	0	0	0	0	0	0
LINC01715	11.6522791587093	12.6170040192178	9.47363069550868	8.57153719756173	9.96482508979324	6.68041588063886
AL360012.1	10.5929810533721	4.20566800640594	6.31575379700579	3.21432644908565	3.62357275992481	0.835051985079857
RNU11	10.5929810533721	4.20566800640594	6.31575379700579	3.21432644908565	3.62357275992481	0.835051985079857
GMEB1	324.145220233186	325.939270496461	422.102878766553	490.720504560409	402.216576351654	411.68062864437
AL645729.1	1.05929810533721	1.05141700160149	1.0526256328343	0	0	0
YTHDF2	1529.62646410693	1701.1927085912	1354.72918945774	1283.58769533487	1280.93297063342	1313.53677253062
OPRD1	2.11859621067442	3.15425100480446	1.0526256328343	1.07144214969522	0.905893189981203	0
AL009181.2	2.11859621067442	3.15425100480446	0	2.14288429939043	1.81178637996241	5.845363895559
AL009181.1	0	0	0	0	0	0
EPB41	1652.50504432605	1625.4906844759	1726.30603784825	1775.37964204497	1439.46427888013	1479.71211756151
AL138785.2	0	0	2.1052512656686	1.07144214969522	0.905893189981203	0.835051985079857
AL138785.1	0	0	0	0	0	0
AL138785.3	0	0	0	0	0	0
TMEM200B	203.385236224744	225.003238342718	192.630490808676	219.645640687519	170.307919716466	196.237216493766
AL357500.1	0	0	2.1052512656686	0	0.905893189981203	0
SRSF4	812.481646793639	815.899593242753	1177.88808314158	1242.87289364645	1004.63554768915	1086.40263258889
AL357500.2	7.41508673736046	7.3599190112104	6.31575379700579	8.57153719756173	8.15303870983083	7.51546786571871
MECR	243.638564227558	271.265586413183	285.261546498095	261.431884525633	283.544568464117	293.93829874811
AL590729.1	0	0	0	0	0	0
PTPRU	1370.73174830635	1391.02469311877	963.152454043382	987.869662018989	1030.00055700863	991.20670628979
LINC01756	0	0	0	0	0	0
AL671862.1	0	0	0	0	0	0
AC092265.1	0	0	0	0	0	0
AL645944.2	0	0	0	0	0	0
AL645944.1	0	0	0	0	0	0
LINC01648	0	0	0	0	0	0
AL137076.1	0	0	0	0	0	0
AL021921.1	0	0	0	0	0	0
AL161638.2	0	0	0	0	0	0
AL161638.1	0	0	0	0	0	0
MATN1	0	2.10283400320297	3.15787689850289	4.28576859878086	0	0.835051985079857
MATN1-AS1	38.1347317921395	23.1311740352327	16.8420101253488	19.2859586945139	22.6473297495301	17.536091686677
AL137857.1	0	0	0	0	0	0.835051985079857
LAPTM5	0	2.10283400320297	1.0526256328343	3.21432644908565	0.905893189981203	0.835051985079857
MIR4420	0	0	0	1.07144214969522	0	0
AL137027.1	0	0	0	0	0	0
LINC01778	0	2.10283400320297	2.1052512656686	0	0	0.835051985079857
RN7SKP91	0	0	0	0	0	0
AL445235.1	0	0	0	0	0	0
SDC3	1346.36789188359	1327.93967302268	815.784865446581	888.225542097334	879.622287471748	908.536559766884
RN7SL371P	0	0	0	0	0	0
PUM1	1724.53731548898	1782.15181771452	1752.62167866911	1768.9509891468	1568.10111185746	1670.10397015971
AL356320.2	0	0	0	0	0	0
AL356320.1	0	0	0	0	0	0
SELENOWP1	0	0	0	0	0	0
AC114495.1	0	0	0	0	0	0
NKAIN1	23.3045583174186	16.8226720256238	25.2630151880231	24.64316944299	19.9296501795865	13.3608317612777
SNRNP40	652.527632887721	647.672872986515	1095.7832837805	1046.79898025223	962.964460950019	995.38196621519
AC114495.2	5.29649052668604	4.20566800640594	1.0526256328343	2.14288429939043	6.34125232986842	3.34020794031943
ZCCHC17	448.083098557639	452.109310688639	424.208130032222	457.505797919857	453.852488180583	455.103331868522
AL451070.1	0	0	1.0526256328343	0	0.905893189981203	0
FABP3	0	0	0	0	0.905893189981203	0
SERINC2	521.174667825907	502.57732676551	488.418293635114	496.077715308885	517.265011479267	555.309570078105
AC209007.1	0	0	0	0	0.905893189981203	0.835051985079857
RNU6-40P	0	0	0	0	0	0
LDC1P	0	0	0	0	0	0
AC209007.2	0	0	0	0	0	0
LINC01226	54.0242033721977	71.4963561089011	127.36770157295	107.144214969522	151.284162726861	148.639253344215
AC114488.1	5.29649052668604	5.25708500800743	13.6841332268459	6.4286528981713	14.4942910396993	6.68041588063886
TINAGL1	315.670835390488	317.527934483649	578.944098058864	522.863769051265	790.844754853591	749.876682601712
HCRTR1	0	0	0	0	0	0
PEF1	322.026624022511	320.682185488453	401.050366109867	384.647731740583	413.99318782141	368.257925420217
PEF1-AS1	3.17789431601163	1.05141700160149	0	1.07144214969522	3.62357275992481	0
AC114488.2	2.11859621067442	1.05141700160149	0	1.07144214969522	1.81178637996241	0.835051985079857
COL16A1	31.7789431601163	42.0566800640594	47.3681534775434	65.3579711314082	26.2709025094549	25.0515595523957
ADGRB2	181.139976012663	140.889878214599	182.104234480334	225.002851435995	199.296501795865	183.711436717569
MIR4254	0	1.05141700160149	0	0	0	0
AL354919.2	0	0	0	0	0	0
SPOCD1	92.1589351643372	95.6789471457352	21.052512656686	34.2861487902469	38.0475139792105	50.1031191047914
AL354919.1	0	0	0	0	0	0
AL136115.2	3.17789431601163	6.30850200960892	6.31575379700579	3.21432644908565	6.34125232986842	4.17525992539928
PTP4A2	3239.33360612118	3331.94047807511	5371.54860435342	5452.56909979895	4329.26355492017	4358.13631013177
AL136115.1	0	0	0	0	0	0
AL136115.3	0	0	0	0	0	0
KHDRBS1	3744.61880236703	3879.72873590948	4248.39705411923	4182.91015241012	4307.52211836062	4439.13635268452
AL445248.1	0	0	0	0	0	0
TMEM39B	123.937878324453	129.324291196983	154.735968026642	170.359301801539	214.696686025545	193.732060538527
MIR5585	0	0	0	0	1.81178637996241	0
AL445248.2	0	0	0	0	0	0
KPNA6	2285.9653113177	2293.14048049284	2462.09135519942	2361.45849792826	2281.94494556265	2349.00123402964
AL049795.2	319.908027811837	320.682185488453	373.682099656176	330.004182106127	300.756539073759	314.814598375106
TXLNA	770.109722580151	752.814573146664	778.94296829738	754.295273385432	837.045307542632	754.051942527111
CCDC28B	26.4824526334302	12.6170040192178	21.052512656686	22.5002851435995	25.3650093194737	21.7113516120763
AL049795.1	16.9487696853953	5.25708500800743	1.0526256328343	2.14288429939043	11.7766114697556	5.01031191047914
IQCC	41.3126261081512	47.3137650720669	66.3154148685608	57.8578760835417	82.4362802882895	73.4845746870274
DCDC2B	0	0	0	0	2.71767956994361	0
TMEM234	70.972973057593	52.5708500800743	39.9997740477033	50.3577810356752	66.1302028686278	50.9381710898713
EIF3I	2996.75433999896	3186.8449318541	4452.60642688908	4225.76783839793	4210.59154703263	4207.8269528174
MTMR9LP	91.099637059	90.4218621377278	26.3156408208574	20.3574008442091	44.388766309079	41.7525992539929
FAM167B	10.5929810533721	10.5141700160149	9.47363069550868	4.28576859878086	8.15303870983083	5.845363895559
LCK	2.11859621067442	4.20566800640594	2.1052512656686	1.07144214969522	1.81178637996241	3.34020794031943
AL121991.1	0	0	0	0	0	0
AL109945.2	0	0	0	0	0	0
HDAC1	3659.87495394006	3815.59229881179	3131.56125768204	2977.53773400301	3687.89117641348	3699.28029390377
MARCKSL1	1812.45905823196	1857.85384182983	1111.57266827302	1121.79993073089	1237.45009751432	1231.70167799279
AL109945.1	1.05929810533721	0	0	0	0	0
TSSK3	2.11859621067442	1.05141700160149	3.15787689850289	4.28576859878086	9.05893189981203	5.01031191047914
FAM229A	144.06454232586	119.861538182569	89.4731787909153	85.7153719756173	102.365930467876	87.680458433385
BSDC1	1003.15530575434	952.583803450946	866.310895822627	949.297744629961	818.927443743008	792.464333840784
GAPDHP20	0	0	0	0	0	0
AL356986.1	0	0	0	0	0	0
LRRC37A12P	0	0	0	0	0	0
RN7SL122P	0	0	0	0	0	0
AL033529.1	162.072610116593	170.329554259441	171.577978151991	170.359301801539	133.166298927237	161.165033120412
ZBTB8B	22.2452602120814	23.1311740352327	11.5788819611773	18.2145165448187	30.8003684593609	29.226819477795
ZBTB8A	278.595401703686	292.293926445213	356.840089530827	277.503516771061	249.120627244831	299.783662643669
ZBTB8OS	231.986285068849	266.008501405176	321.050818014461	280.717843220147	231.002763445207	288.092934852551
AC114489.1	0	0	0	0	0	0
RBBP4	3311.36587728411	3520.14412136177	3387.34928646077	3431.82920547378	3540.23058644654	3804.49684402383
SYNC	108.048406744395	99.8846151521412	28.420892086526	33.2147066405517	43.4828731190978	30.8969234479547
AC114489.2	11.6522791587093	8.41133601281189	2.1052512656686	1.07144214969522	1.81178637996241	0
KIAA1522	1832.58572223337	1912.5275259131	1072.62551985815	1073.58503399461	1174.94346740562	1095.58820442477
YARS1	772.228318790825	732.837650116236	3974.71438958231	4057.55142089578	3975.05931763752	3033.74386179512
S100PBP	318.8487297065	313.322266477243	431.576509462062	431.791186327172	414.899081011391	407.50536871897
FNDC5	0	0	0	1.07144214969522	0	0
HPCA	4.23719242134884	2.10283400320297	2.1052512656686	6.4286528981713	1.81178637996241	2.50515595523957
TMEM54	564.605890144732	497.320241757503	365.261094593501	361.076004447288	435.734624380959	412.515680629449
AL031602.2	0	0	0	0	0	0
RNF19B	372.872933078698	354.327529539701	466.313155345594	476.791756614371	388.628178501936	329.845534106544
AL031602.1	0	0	0	0	0	0
AL355864.1	0	0	0	0	0	0
AL355864.2	0	0	0	0	0	0
AL020995.1	0	0	0	0	0	0
AK2	1605.89592769121	1774.79189870331	3494.71710100987	3556.11649483842	3176.0615240741	3659.19779861993
AL020995.2	2.11859621067442	0	0	0	0.905893189981203	0
AZIN2	112.285599165744	132.478542201787	54.7365329073835	78.2152769277508	99.6482508979324	104.381498134982
AL662907.1	12.7115772640465	17.8740890272253	5.26312816417149	3.21432644908565	1.81178637996241	2.50515595523957
TRIM62	204.444534330081	241.825910368342	81.0521737282409	73.9295083289699	88.7775326181579	105.216550120062
AL662907.2	1.05929810533721	0	1.0526256328343	2.14288429939043	0	1.67010397015971
AL662907.3	1.05929810533721	0	0	0	0.905893189981203	0.835051985079857
ZNF362	187.495764644686	239.723076365139	101.052060752093	105.001330670131	106.895396417782	120.247485851499
AL513327.2	2.11859621067442	6.30850200960892	3.15787689850289	0	1.81178637996241	0.835051985079857
A3GALT2	2.11859621067442	1.05141700160149	1.0526256328343	0	0	0
AL513327.1	0	1.05141700160149	0	0	0	0.835051985079857
PHC2	630.282372675639	646.621455984914	1799.98983214665	1809.66579083522	2268.35654771293	1954.85669707195
MIR3605	62.4985882148953	69.3935221056981	138.946583534127	144.644690208854	197.484715415902	162.000085105492
RN7SKP16	2.11859621067442	4.20566800640594	7.36837942984008	4.28576859878086	7.24714551984963	3.34020794031943
PHC2-AS1	0	1.05141700160149	0	2.14288429939043	0	0.835051985079857
TLR12P	0	0	0	0	0	0.835051985079857
ZSCAN20	169.487696853953	182.946558278659	127.36770157295	138.216037310683	122.295580647462	152.814513269614
AC115285.1	0	0	0	0	0	0
CSMD2	6.35578863202325	5.25708500800743	3.15787689850289	4.28576859878086	2.71767956994361	6.68041588063886
HSPD1P14	0	0	0	0	0	0
HMGB4	0	0	0	0	0	0
CSMD2-AS1	0	0	0	0	0	0
RNA5SP42	0	0	0	0	0	0
C1orf94	0	0	0	0	0	0
AC115286.1	0	0	0	0	0	0
AC099565.1	0	0	0	0	0	0
MIR552	0	0	0	0	0	0
SMIM12	228.808390752837	262.854250400371	275.787915802586	305.361012663137	275.391529754286	253.020751479197
GJB5	57.2020976882093	73.599190112104	66.3154148685608	86.7868141253125	63.4125232986842	55.9484830003504
GJB4	19.0673658960698	17.8740890272253	43.1576509462062	47.1434545865895	20.8355433695677	24.2165075673159
AL121988.1	0	0	0	0	0	0.835051985079857
GJB3	138.768051799174	152.455465232215	659.996271787105	778.938442828422	452.946594990602	451.763123928203
GJA4	0	0	0	0	0	0
AL122010.1	0	0	0	0	0	0
DLGAP3	1.05929810533721	2.10283400320297	1.0526256328343	0	0	0.835051985079857
AC114490.3	74.1508673736046	74.6506071137055	65.2627892357265	73.9295083289699	59.7889505387594	50.1031191047914
AC114490.1	26.4824526334302	26.2854250400372	24.2103895551889	23.5717272932948	18.1178637996241	16.7010397015971
AC114490.2	344.271884234593	372.201618566926	370.524222757673	350.361582950336	321.592082443327	329.010482121464
TMEM35B	128.175070745802	124.067206188975	148.420214229636	170.359301801539	115.954328317594	114.40212195594
ZMYM6	337.91609560257	360.63603154931	330.524448709969	308.575339112222	308.003684593609	313.979546390026
ZMYM1	483.039936033767	390.075707594151	683.154035709459	663.222690661339	475.593924740132	743.196266721073
RPL12P45	0	0	0	0	0	0
EFCAB14P1	0	0	0	1.07144214969522	0	0
AL590434.2	0	0	0	0	0	0
SFPQ	3518.98830593021	3565.35505243064	4351.55436613699	4054.3370944467	4177.97939219331	4049.16707565223
AL590434.1	0	0	0	0	0	0
ZMYM4	2083.63937319829	2144.89068326703	1573.67532108728	1607.16322454282	1588.03076203705	1608.3101232638
RN7SL503P	0	0	0	0	0	0
AL160000.1	0	0	0	0	0	0
RPL5P4	2.11859621067442	4.20566800640594	3.15787689850289	3.21432644908565	6.34125232986842	3.34020794031943
ZMYM4-AS1	0	0	0	0	0	0
AL356362.1	0	0	0	0	0	0
KIAA0319L	908.877774379325	989.383398506998	699.996045834808	685.722975804938	777.256357003872	734.010694885194
AC004865.1	0	0	0	0	0	0
NCDN	423.719242134884	381.664371581339	224.209259793705	253.931789477766	250.932413624793	255.525907434436
AC004865.2	1.05929810533721	2.10283400320297	4.21050253133719	7.50009504786651	3.62357275992481	1.67010397015971
TFAP2E	54.0242033721977	77.80485811851	54.7365329073835	37.5004752393326	38.0475139792105	36.7422873435137
PSMB2	1858.00887676146	1969.30404399958	3815.76791902433	3736.11877598722	2947.77644019884	2977.79537879477
C1orf216	308.255748653128	281.779756429198	213.683003465362	243.217367980814	261.803131904568	213.773308180443
CLSPN	96.396127585686	132.478542201787	876.83715215097	825.010455265316	632.31344660688	723.155019079156
AL354864.1	0	0	1.0526256328343	2.14288429939043	2.71767956994361	1.67010397015971
AGO4	390.88100086943	415.309715632587	296.840428459272	328.932739956431	276.297422944267	293.93829874811
AGO1	1494.6696266308	1515.09189930774	1183.15121130575	1187.1579018623	1277.3093978735	1353.61926781445
CFAP97P1	0	0	0	0	0	0
AL139286.2	0	0	0	0	0	0
AL139286.1	0	0	0	0	0	0
AGO3	646.171844255697	580.38218488402	681.048784443791	589.293182332369	593.360039437688	648.835392407049
AL138787.2	0	0	0	0	0	0
AL138787.1	0	0	0	0	0	0
TEKT2	0	1.05141700160149	1.0526256328343	0	0.905893189981203	0.835051985079857
ADPRS	233.045583174186	254.44291438756	295.787802826438	272.146306022585	285.356354844079	313.144494404946
COL8A2	2.11859621067442	3.15425100480446	0	1.07144214969522	1.81178637996241	0
TRAPPC3	703.373941943907	699.192306064988	870.521398353964	803.581612271412	675.796319725978	734.845746870274
MAP7D1	844.260589953755	829.568014263572	1412.62359926363	1387.5175838553	965.682140519963	941.103587184999
RN7SL131P	0	0	0	0	0	0
THRAP3	3830.42194889935	4026.92711613369	4502.07983163229	4239.69658634397	4131.77883950427	4147.70320989165
UBE2V2P4	0	0	0	0	0	0
SH3D21	138.768051799174	114.604453174562	178.946357581831	203.574008442091	204.731860935752	222.958880016322
EVA1B	204.444534330081	179.792307273854	111.578317080436	138.216037310683	116.860221507575	109.391810045461
AL591845.1	9.53368294803488	6.30850200960892	7.36837942984008	6.4286528981713	3.62357275992481	1.67010397015971
STK40	197.029447592721	229.208906349124	571.575718629024	616.079236074749	513.641438719342	425.041460405647
LSM10	212.918919172779	190.306477289869	314.735064217455	327.861297806736	337.898159862989	302.288818598908
RNU4-27P	0	0	0	0	0	0
OSCP1	54.0242033721977	64.1364370976906	36.8418971492004	46.0720124368943	50.7300186389474	46.762911164472
SNORA63C	0	0	0	0	0	0
MRPS15	517.996773509895	543.582589827968	836.837378103267	816.438918067755	750.079561304436	750.711734586792
CSF3R	0	0	0	0	0	0
FTLP18	0	0	0	0	0	0
AL596257.1	0	1.05141700160149	0	0	0	0
AC117945.2	0	0	0	0	0	0
AC117945.1	0	0	0	0	0	0
GRIK3	0	0	0	0	0	0
AL031430.1	0	0	0	0	0	0
AL353604.1	0	0	0	0	0	0
MIR4255	0	0	0	0	0	0
RNU6-636P	0	0	0	0	0	0
RNA5SP43	0	0	0	0	0	0
RPS29P6	0	0	0	0	0	0
LINC01137	18.0080677907326	17.8740890272253	13.6841332268459	15.000190095733	10.8707182797744	6.68041588063886
ZC3H12A	103.811214323046	101.987449155344	145.262337331133	159.644880304587	80.6244939083271	79.3299385825864
MIR6732	5.29649052668604	0	4.21050253133719	9.64297934725694	0	2.50515595523957
MEAF6	447.023800452302	479.446152730278	693.680292037802	654.651153463777	512.735545529361	526.08275060031
MIR5581	3.17789431601163	1.05141700160149	1.0526256328343	3.21432644908565	5.43535913988722	0
SNIP1	429.01573266157	380.612954579738	373.682099656176	386.790616039973	322.497975633308	367.422873435137
FTH1P1	0	0	0	0	0	0
AL034379.1	4.23719242134884	4.20566800640594	3.15787689850289	2.14288429939043	1.81178637996241	5.845363895559
DNALI1	5.29649052668604	12.6170040192178	4.21050253133719	1.07144214969522	3.62357275992481	3.34020794031943
GNL2	889.810408483256	954.686637454149	1558.93856222759	1449.66122853763	1232.01473837444	1191.61918270896
AL513220.1	0	0	0	0	0.905893189981203	0
RSPO1	8.47438484269767	12.6170040192178	5.26312816417149	4.28576859878086	6.34125232986842	5.01031191047914
C1orf109	224.571198331488	242.877327369943	568.417841730521	516.435116153094	436.64051757094	460.948695764081
CDCA8	208.68172675143	222.900404339515	1041.04675087312	1045.72753810253	1063.51860503793	1007.90774599139
EPHA10	228.808390752837	210.283400320297	99.9994351192583	102.858446370741	98.7423577079512	121.082537836579
AC104336.1	0	0	0	0	0	0
ACTN4P2	0	0	0	0	0	0
AL929472.1	0	0	0	0	0.905893189981203	0
MANEAL	165.250504432605	166.123886253035	169.472726886322	145.716132358549	158.531308246711	165.340293045812
AL929472.3	0	0	0	3.21432644908565	0.905893189981203	0
YRDC	237.282775595535	222.900404339515	581.049349324532	602.150488128711	461.099633700432	461.783747749161
C1orf122	235.16417938486	199.769230304282	172.630603784825	167.144975352454	215.602579215526	172.020708926451
MTF1	599.56272762086	536.222670816758	674.733030646785	671.7942278589	579.77164158797	596.227117347018
AL929472.4	0	0	0	0	0	0
