KDM6A_KO_41_S19	KDM6A_KO_51_S21	KDM6A_KO_54_S22	UT_24_1_S52	UT_24_2_S53
FAHD2B	45.9564108834474	92.6580810608585	47.3975485753734	84.532263155097	73.6949076769207
AC018892.3	2.41875846754986	0	0	0.387762675023381	0.357742270276314
RN7SL313P	0	0	0	0	0.357742270276314
ANKRD36	24.1875846754986	33.5146250645658	39.9916816104713	56.2255878783902	50.4416601089603
AC159540.2	0	0	0	0.387762675023381	0.715484540552628
AC159540.1	0	0	0	0	0
IGKV1OR2-9	0	0	0	0	0
IGKV2OR2-10	0	0	0	0	0
IGKV2OR2-7D	0	0	0	0	0
IGKV3OR2-5	0	0	0	0	0
IGKV1OR2-6	0	0	0	0	0
IGKV2OR2-7	0	0	0	0	0
IGKV2OR2-8	0	0	0	0	0
IGKV1OR2-11	0	0	0	0	0
AC092683.1	0	5.91434559962926	4.44352017894125	2.32657605014029	1.43096908110526
AC092683.2	0	0	0	0	0
ANKRD36B	14.5125508052992	19.7144853320975	23.6987742876867	23.6535231764262	24.3264743787893
AC017099.1	0	0	0	0	0
AC017099.2	0	0	0	0	0
UBTFL6	0	0	0	0	0
COX5B	471.657901172223	453.433162638244	431.021457357301	413.742774249947	395.305208655327
ACTR1B	152.381783455641	171.516022389249	189.590194301493	225.677876863608	199.97792908446
C2orf92	2.41875846754986	5.91434559962926	5.92469357192167	6.59196547539747	5.0083917838684
RNU4-8P	0	0	0	0	0
ZAP70	0	0	1.48117339298042	1.16328802507014	1.07322681082894
TMEM131	764.327675745756	808.293898615999	733.180829525307	601.419908961264	650.375447362339
HMGN1P36	0	7.88579413283902	10.3682137508629	7.75525350046762	9.65904129746048
RNU7-96P	0	0	0	0	0.357742270276314
VWA3B	2.41875846754986	1.97144853320975	5.92469357192167	1.9388133751169	1.07322681082894
ATP5F1BP1	0	0	0	0	0
AC092675.1	0	0	0	0	0
CNGA3	0	0	0	0	0
AC092675.2	0	0	0	0	0
INPP4A	188.663160468889	210.944993053444	182.184327336591	139.98232568344	150.609495786328
COA5	125.775440312593	145.887191457522	146.636165905061	91.5119913055179	99.4523511368153
UNC50	188.663160468889	171.516022389249	143.673819119101	124.084056007482	122.705598704776
MGAT4A	41.1188939483477	65.0578015959219	42.9540283964321	51.5724357781097	69.0442581633286
YWHAQP5	0	0	0	0	0
LINC02611	0	0	0	0	0
RNU4-84P	0	0	0	0	0
KIAA1211L	4.83751693509972	5.91434559962926	13.3305605368238	2.32657605014029	2.14645362165788
RNU7-46P	0	0	0	0	0
TSGA10	24.1875846754986	25.6288309317268	45.9163751823929	26.7556245766133	23.6109898382367
SMC3P1	12.0937923377493	9.85724266604877	16.2929073227846	6.20420280037409	4.65064951359208
C2orf15	12.0937923377493	5.91434559962926	8.8870403578825	10.8573549006547	14.6674330813289
AC079447.1	162.056817325841	173.487470922458	179.221980550631	194.269100186714	201.766640435841
LIPT1	19.3500677403989	23.6573823985171	25.1799476806671	31.4087766768939	26.1151857301709
AC092587.1	133.031715715242	138.001397324683	155.523206262944	166.35018758503	173.505001084012
MITD1	62.8877201562964	63.0863530627121	60.7281091121971	76.389246979606	84.4271757852101
MRPL30	382.163837872878	439.633022905775	438.427324322204	429.641043925906	457.552363683406
LYG2	0	0	0	0.387762675023381	0
LYG1	7.25627540264959	19.7144853320975	10.3682137508629	13.1839309507949	8.58581448663153
TXNDC9	120.937923377493	118.286911992585	114.050351259492	114.002226456874	149.178526705223
EIF5B	1441.58004665972	1334.670656983	1217.5245290299	1361.04698933207	1451.00264824073
REV1	186.244402001339	165.601676789619	174.778460371689	180.309643885872	156.333372110749
AC018690.1	2.41875846754986	7.88579413283902	2.96234678596083	7.75525350046762	7.51258767580259
AFF3	0	0	0	0	0
AC092667.1	0	0	0	0	0
LINC01104	0	0	0	0	0
LONRF2	16.931309272849	53.2291103966634	51.8410687543146	48.4703343779226	37.9206806492893
CYCSP7	0	0	0	0	0
AC012493.1	0	0	0	0	0
CHST10	0	0	0	0	0
RALBP1P2	0	0	0	0	0
NMS	0	0	0	0	0
ARPP19P2	0	0	0	0	0
PDCL3	123.356681845043	128.144154658634	155.523206262944	126.798394732646	116.623980110078
HMGN2P22	0	0	0	0	0
LINC01849	0	0	0	0.387762675023381	0
AC092845.1	0	0	0	0	0
NANOGNBP1	0	0	0	0	0
LINC01868	0	0	0	0	0
AC092168.1	0	0	0	0	0
AC092168.3	0	0	0	0	0.357742270276314
NPAS2	60.4689616887466	106.458220793327	207.364275017258	116.328802507014	96.5904129746048
AC092168.2	0	0	0	0.775525350046762	1.07322681082894
NPAS2-AS1	0	0	1.48117339298042	0	0
AC016738.1	0	0	0	0	0
RPL31	3831.31341259898	6572.80940972132	3845.12612817716	3138.93885431427	3344.89022708354
TBC1D8	399.095147145727	406.118397841209	596.912877371108	331.924849820014	290.844465734643
BBIP1P1	0	0	0	0	0
TBC1D8-AS1	2.41875846754986	7.88579413283902	5.92469357192167	6.20420280037409	8.94355675690785
CNOT11	403.932664080827	404.146949308	431.021457357301	412.191723549854	430.006208872129
RNF149	270.900948365585	250.373963717639	272.535904308397	231.106554313935	228.955052976841
SNORD89	4.83751693509972	0	1.48117339298042	5.04091477530395	5.72387632442102
MIR5696	0	0	0	0	0
CREG2	7.25627540264959	1.97144853320975	0	3.48986407521043	8.58581448663153
AC092570.1	0	0	0	0	0
RFX8	0	0	0	0	0
LINC01870	0	0	0	0	0
RPS6P3	0	0	0	0	0
PRCPP1	0	0	0	0	0
AC093894.1	0	0	0	0	0
AC093894.2	0	0	0	0	0
MAP4K4	996.528488630543	946.295295940682	1054.59545580206	830.587649900082	822.091737094969
LINC01127	0	0	0	0	0
IL1R2	0	0	1.48117339298042	0.775525350046762	0
AC007271.1	0	0	0	0	0
IL1R1	118.519164909943	110.401117859746	81.464536613923	93.0630420056114	92.297505731289
IL1R1-AS1	0	0	0	0	0
IL1RL2	0	0	0	0	0
FAM183DP	0	0	0	0	0
IL1RL1	0	0	0	0	0
IL18R1	7.25627540264959	13.8001397324683	5.92469357192167	9.30630420056114	8.22807221635522
SDR42E1P5	0	0	0	0	0
IL18RAP	0	0	0	0	0
MIR4772	0	0	0	0	0
AC007278.2	0	0	0	0	0
AC007278.1	0	0	0	0	0
SLC9A4	0	0	0	0	0.357742270276314
SLC9A2	12.0937923377493	41.4004191974049	1.48117339298042	12.4084056007482	9.65904129746048
MFSD9	72.5627540264959	80.8293898615999	69.6151494700796	64.7563667289046	59.0274745955918
TMEM182	41.1188939483477	67.0292501291317	44.4352017894125	34.5108780770809	36.489711568184
LINC01796	0	0	0	0	0
LINC01935	0	0	0	0	0
AC108051.1	0	0	0	0	0
AC073987.1	0	0	0	0	0
AC010881.1	0	0	0	0	0
AC011593.1	0	0	0	0	0
AC092568.1	0	0	0	0	0
AC018880.1	0	0	0	0	0
AC018880.2	0	0	0	0	0
AC013727.1	0	0	0	0	0
AC013727.2	0	0	0	0	0
LINC01965	0	0	0	0	0
AC013727.3	0	0	0	0	0
AC096554.1	0	0	0	0	0
AHCYP3	0	0	0	0	0
AC068535.1	0	0	0	0	0
LINC01831	0	0	0	0	0
AC068535.2	0	0	0	0	0
LINC01102	0	0	0	0	0
LINC01103	0	0	0	0	0
AC013402.2	0	0	0	0	0
AC013402.3	0	0	0	0	0
AC068057.4	0	0	0	0	0.357742270276314
AC013402.1	0	0	0	0	0
RPL23AP27	0	0	0	0	0
AC068057.2	0	0	0	0	0
AC068057.3	0	0	0	0	0
AC068057.1	0	0	0	0	0
LINC01114	0	0	0	0	0
HMGB3P11	0	0	0	0	0
PANTR1	0	0	0	0	0
AC018730.1	0	0	0	0	0
POU3F3	0	0	0	0	0
LINC01159	0	0	0	0	0
AC010884.1	0	0	0	0	0
MRPS9-AS2	2.41875846754986	0	1.48117339298042	0	0
MRPS9	355.55749472983	319.37466237998	291.791158417142	305.944750593448	286.193816221051
MRPS9-AS1	9.67503387019945	0	1.48117339298042	0.387762675023381	0.357742270276314
LINC01918	0	0	0	0.775525350046762	0
GPR45	0	0	0	2.71433872516367	0.715484540552628
AC012360.2	0	0	0	0	0.357742270276314
TGFBRAP1	220.107020547037	205.030647453814	194.033714480435	148.125341858931	164.919186597381
AC012360.1	0	0	0	0	0
AC012360.3	24.1875846754986	17.7430367988878	14.8117339298042	25.5923365515431	18.244855784092
C2orf49	135.450474182792	151.801537057151	148.117339298042	179.921881210849	185.310496003131
FHL2	445.051558029175	295.717279981463	308.084065739927	394.742403173802	329.838373194761
AC108058.1	0	1.97144853320975	0	0	0
AC018802.1	0	0	0	0	0
AC018802.2	0	0	0	0	0
NCK2	203.175711274188	132.087051725054	183.665500729572	136.880224283253	138.088516326657
AC010978.1	0	0	0	0	0.357742270276314
AC009505.1	0	0	0	0	0
ECRG4	0	0	0	0.387762675023381	0
UXS1	355.55749472983	408.089846374419	300.678198775025	257.474416215525	284.762847139946
AC018878.1	0	0	0	0	0
AC092106.1	0	0	0	0	0
RPL22P10	0	0	0	0	0
SRSF3P4	0	0	0	0	0
AC114755.3	0	0	0	0	0
AC114755.4	0	0	0	0	0
AC114755.1	0	0	0	0	0
AC114755.2	0	0	0	0	0
ANAPC1P6	0	1.97144853320975	0	0	0
PLGLA	0	0	0	0	0
RGPD3	0	3.94289706641951	7.40586696490209	3.87762675023381	5.0083917838684
AC097527.1	0	0	0	0	0
CD8B2	0	0	0	0	0
AC108868.2	0	0	0	0	0
AC108868.1	0	0	0	0	0
EEF1A1P12	2.41875846754986	1.97144853320975	1.48117339298042	1.16328802507014	1.43096908110526
ST6GAL2	0	0	0	0	0
ST6GAL2-IT1	0	0	0	0	0
AC016994.1	0	0	0	0	0
AC005040.2	0	0	0	0	0
PPP1R2P5	0	0	0	0	0
AC005040.1	0	0	0	0	0
LINC01789	0	0	0	0	0
AC096669.1	0	0	0	0	0
LINC01885	0	0	0	0	0
LINC01886	0	0	0	0	0
AC064869.1	0	0	0	0	0
GACAT1	0	0	0	0	0
RGPD4-AS1	0	0	0	0	0
RGPD4	4.83751693509972	3.94289706641951	2.96234678596083	5.04091477530395	2.86193816221051
AC009963.2	0	0	0	0	0
AC009963.1	0	0	0	0	0
RPL22P8	2.41875846754986	0	0	0	0
SRSF3P5	0	0	0	0	0
SLC5A7	0	0	0	0	0
LINC01593	0	0	0	0	0
ACTP1	0	0	0	0	0
LINC01594	0	0	0	0	0
SETD6P1	0	0	0	0	0
SULT1C3	0	0	0	0	0
WASF1P1	0	0	0	0	0
SULT1C2	2.41875846754986	3.94289706641951	32.5858146455692	12.7961682757716	7.87032994607891
SULT1C2P2	0	0	0	0	0
SULT1C2P1	0	0	0	0	0
GMCL1P2	0	0	0	0	0
SULT1C4	0	0	0	0	0
SMIM12P1	0	0	0	0	0
GCC2	273.319706833134	315.431765313561	314.008759311849	307.108038618518	308.016094707906
GCC2-AS1	4.83751693509972	0	0	3.48986407521043	2.5041958919342
LIMS1	396.676388678177	388.375361042322	364.368654673183	442.049449526654	558.07794163105
LIMS1-AS1	0	0	0	0	0
AC010095.1	0	0	0	0	0
RPL10P5	0	0	0	0	0
RANBP2	1477.86142367297	1324.81341431696	1476.72987280148	1172.20656659568	1168.74399699272
CCDC138	65.3064786238463	65.0578015959219	79.9833632209425	70.9605695292787	92.6552480015653
AC073415.1	2.41875846754986	0	0	0.775525350046762	0.715484540552628
EDAR	26.6063431430485	1.97144853320975	11.8493871438433	1.16328802507014	0
AC133109.1	0	0	0	0	0
SH3RF3-AS1	0	0	0	0	0
SH3RF3	0	0	0	0	0.357742270276314
MIR4265	0	0	0	0	0
SNRPGP9	0	0	0	0	0
MIR4266	0	0	0	0	0
SEPTIN10	1223.89178458023	1056.69641380043	1167.16463366857	895.73177930401	953.740892556653
AC011753.3	0	0	0	0	0
AC011753.2	0	0	0	0	0
SOWAHC	280.575982235784	246.431066651219	274.017077701377	205.514217762392	233.963444760709
AC011753.1	0	0	0	0	0
BMS1P19	0	0	0	0	0
SRSF3P6	0	0	0	0	0
RPL22P11	0	0	0	0	0
AC074387.1	0	0	0	0	0
RGPD5	12.0937923377493	15.771588265678	42.9540283964321	9.69406687558452	6.08161859469734
LIMS3	0	0	0	0.775525350046762	0
AC013271.1	0	0	0	0.775525350046762	0
AC013268.1	0	0	0	0	0
AC013268.5	0	0	0	0	0
GPAA1P1	0	0	0	0	0
ZBTB45P1	0	0	0	0	0
LINC01123	26.6063431430485	7.88579413283902	26.6611210736475	22.8779978263795	26.1151857301709
AC013268.3	0	0	0	0	0
AC013268.2	0	0	0	0	0
AC013268.4	0	0	0	0	0
MIR4267	0	0	0	0	0
MALL	336.207426989431	205.030647453814	291.791158417142	234.596418389145	196.400506381696
MIR4436B1	0	0	0	0	0
NPHP1	16.931309272849	57.1720074630829	47.3975485753734	59.3276892785773	54.734567352276
ACTR1AP1	0	0	0	0	0
MTLN	43.5376524158975	31.5431765313561	29.6234678596083	51.960198453133	51.5148869197892
AC140479.3	0	0	0	0	0
AC140479.4	2.41875846754986	1.97144853320975	1.48117339298042	3.48986407521043	2.14645362165788
AC140479.5	2.41875846754986	1.97144853320975	1.48117339298042	3.10210140018705	1.07322681082894
MIR4436B2	0	0	0	0	0
AC140479.6	2.41875846754986	0	0	0.387762675023381	0.357742270276314
AC140479.1	0	0	0	0	0
AC140479.2	2.41875846754986	0	4.44352017894125	0.387762675023381	1.07322681082894
LINC01106	33.8626185456981	43.3718677306146	47.3975485753734	56.6133505534136	60.8161859469734
ZBTB45P2	0	0	0	0	0
GPAA1P2	0	0	0	0	0
AC112229.4	0	0	0	0	0
AC112229.1	0	0	0	0	0
AC112229.3	0	0	1.48117339298042	3.48986407521043	3.21968043248683
LIMS4	0	0	1.48117339298042	3.48986407521043	3.21968043248683
AC112229.2	0	0	0	0	0
AC108938.1	0	0	0	0	0
RGPD6	19.3500677403989	3.94289706641951	7.40586696490209	3.48986407521043	2.5041958919342
AC226101.1	0	0	0	0	0
RPL22P12	0	0	0	0	0
BUB1	580.502032211967	345.003493311707	505.080127006322	1038.04068103759	1136.90493493813
AC114776.1	0	0	0	0	0
ACOXL	16.931309272849	11.8286911992585	11.8493871438433	18.2248457260989	22.1800207571315
RPL5P9	2.41875846754986	7.88579413283902	2.96234678596083	1.55105070009352	1.07322681082894
MIR4435-2HG	237.038329819886	189.259059188136	265.130037343495	134.941410908137	137.730774056381
ACOXL-AS1	4.83751693509972	1.97144853320975	1.48117339298042	0	0.357742270276314
BCL2L11	96.7503387019945	130.115603191844	161.447899834865	122.145242632365	122.705598704776
AC108463.2	0	0	0	0	0
AC108463.1	2.41875846754986	5.91434559962926	8.8870403578825	1.55105070009352	1.78871135138157
AC108463.3	0	1.97144853320975	1.48117339298042	0	0.715484540552628
AC068491.2	0	0	0	0	0
AC068491.3	0	0	1.48117339298042	0.387762675023381	0
RPS14P4	0	0	0	1.55105070009352	1.07322681082894
MIR4435-2	0	0	0	0	0
AC068491.1	0	0	0	0	0
AC017002.4	38.7001354807978	21.6859338653073	41.4728550034517	17.4493203760521	21.1067939463025
AC017002.3	0	0	0	0	0
SOCAR	0	0	0	0	0
AC017002.2	0	0	0	0	0
AC017002.1	0	0	0	0	0
ANAPC1	517.61431205567	441.604471438985	570.251756297461	547.908659808037	536.255663144195
AC093166.3	0	0	0	0	0
AC093166.1	0	0	0	0	0
CENPNP2	0	0	0	0	0
MIR4771-2	0	0	0	0	0
AC093166.2	0	0	0	0	0
EEF1E1P1	0	0	2.96234678596083	1.9388133751169	1.07322681082894
MERTK	29.0251016105983	69.0006986623414	34.0669880385496	46.9192836778291	44.7177837845392
RN7SL297P	0	0	0	0	0
RTRAFP1	0	3.94289706641951	0	0	0
SLC30A6P1	0	0	0	0	0
AC093675.1	0	0	0	0.387762675023381	0.357742270276314
TMEM87B	195.919435871539	169.544573856039	192.552541087454	166.35018758503	173.147258813736
AC093675.2	0	0	0	0	0
FBLN7	0	0	0	0.387762675023381	1.07322681082894
AC092645.1	0	0	0	1.16328802507014	0
ZC3H8	152.381783455641	138.001397324683	133.305605368238	105.859210281383	105.176227461236
AC092645.2	0	0	0	0	0
ZC3H6	120.937923377493	108.429669326537	133.305605368238	131.451546832926	146.674330813289
NDUFB4P6	0	0	0	0	0
AC115115.1	0	0	0	0	0
RGPD8	43.5376524158975	29.5717279981463	59.2469357192167	30.6332513268471	36.489711568184
VINAC1P	0	0	2.96234678596083	0.387762675023381	0.357742270276314
TTL	561.151964471568	705.778574889092	676.896240592051	455.621143152473	419.631683034116
POLR1B	372.488804002679	372.603772776644	425.09676378538	423.436841125532	411.403610817761
AC012442.1	0	0	0	0.387762675023381	0
CHCHD5	99.1690971695443	108.429669326537	85.9080567928642	111.28788773171	116.266237839802
AC012442.3	2.41875846754986	3.94289706641951	4.44352017894125	4.26538942525719	3.57742270276314
AC012442.2	2.41875846754986	1.97144853320975	1.48117339298042	1.16328802507014	3.21968043248683
AC079922.1	2.41875846754986	3.94289706641951	5.92469357192167	0.387762675023381	0.715484540552628
AC079922.2	0	0	4.44352017894125	3.48986407521043	2.86193816221051
SLC20A1	1148.91027208618	599.320354095765	1101.99300437743	1285.82103037753	1144.05978034365
NT5DC4	4.83751693509972	0	1.48117339298042	2.32657605014029	3.93516497303945
CKAP2L	183.82564353379	116.315463459376	168.853766799768	383.497285598124	382.784229195656
IL1A	0	0	0	1.55105070009352	1.78871135138157
AC079753.2	0	0	0	0	0
IL1B	0	0	0	0	0
AC079753.1	2.41875846754986	0	0	0	0.357742270276314
XIAPP3	0	0	0	0	0
IL37	4.83751693509972	0	0	0	0.357742270276314
CDK8P2	0	0	1.48117339298042	0.775525350046762	0
IL36G	0	0	0	0	0
HMGN2P23	0	0	0	0	0
AC016724.1	0	0	0	0	0
IL36A	0	0	0	0	0
IL36B	0	0	0	0	0
IL36RN	0	0	0	0	0
IL1F10	0	0	0	0	0
RNU6-1180P	0	0	0	0	0
IL1RN	0	0	0	1.16328802507014	0.715484540552628
PSD4	120.937923377493	63.0863530627121	117.012698045453	88.0221272303075	95.8749284340521
AC016683.1	0	0	0	0	0
PAX8-AS1	292.669774573533	295.717279981463	385.105082174909	291.597531617582	274.388321301933
PAX8	41.1188939483477	47.3147647970341	84.4268833998838	42.2661315775485	42.213587892605
AC016745.1	0	0	0	0	0
IGKV1OR2-108	0	0	0	0	0
AC016745.2	2.41875846754986	0	0	0.387762675023381	0
CBWD2	140.287991117892	108.429669326537	118.493871438433	102.369346206173	122.347856434499
FOXD4L1	4.83751693509972	1.97144853320975	4.44352017894125	1.9388133751169	2.86193816221051
LINC01961	0	0	0	0	0
PGM5P4-AS1	0	0	0	0	0
PGM5P4	0	0	0	0	0
FAM138B	0	0	0	0	0
AL078621.4	2.41875846754986	0	0	0	0.357742270276314
MIR1302-3	2.41875846754986	0	0	0	0.357742270276314
WASH2P	19.3500677403989	17.7430367988878	17.774080715765	25.5923365515431	30.765835243763
DDX11L2	7.25627540264959	15.771588265678	8.8870403578825	13.5716936258183	12.1632371893947
AL078621.3	2.41875846754986	0	2.96234678596083	0	2.5041958919342
RPL23AP7	26.6063431430485	41.4004191974049	42.9540283964321	23.6535231764262	30.765835243763
RABL2A	21.7688262079488	31.5431765313561	22.2176008947063	24.429048526473	20.3913094057499
AL078621.1	14.5125508052992	7.88579413283902	20.7364275017258	31.4087766768939	29.6926084329341
AL078621.2	0	0	0	0	0.357742270276314
AC017074.2	0	0	0	0	0
AC017074.1	2.41875846754986	0	0	0.387762675023381	0.357742270276314
RNU6-744P	0	0	0	0	0
SLC35F5	200.756952806639	185.316162121717	146.636165905061	120.594191932271	113.762041947868
MIR4782	0	0	0	0	0
AC104653.2	0	0	0	0	0
AC104653.1	0	1.97144853320975	0	0.775525350046762	0.357742270276314
AC110769.2	0	0	1.48117339298042	1.55105070009352	1.07322681082894
ACTR3	1463.34887286767	1332.69920844979	1386.37829582967	1312.57665495414	1350.83481256336
AC110769.3	2.41875846754986	0	0	0	0
LINC01191	0	0	1.48117339298042	0	0
AC110769.1	0	0	0	0	0
AC010982.1	0	0	0	0	0
AC010982.3	0	0	0	0	0
AC010982.2	0	0	0	0	0
SEPHS1P7	0	0	0	0	0
RNU2-41P	0	0	0	0	0
DPP10	0	0	0	0	0
DPP10-AS3	0	0	0	0	0
DPP10-AS2	0	0	0	0	0
AC093610.1	0	0	0	0	0
DPP10-AS1	0	0	0	0	0
RPSAP23	0	0	0	0	0
AC016721.1	0	0	0	0	0
AC104408.1	0	0	0	0	0
AC062016.1	0	0	0	0	0
MTCYBP39	0	0	0	0	0
AC062016.2	0	0	0	0	0
MTND1P28	0	0	0	0	0
MTND2P21	0	0	0	0	0
MTCO1P43	0	0	0	0	0
RNU7-190P	0	0	0	0	0
AC092170.1	0	0	0	0	0
AC064856.1	0	0	0	0	0
AC009312.1	0	0	0	0	0
DDX18	761.908917278207	792.522310350321	694.670321307816	936.059097506441	991.661573205942
AC009404.1	26.6063431430485	29.5717279981463	34.0669880385496	36.0619287771744	34.3432579465261
HTR5BP	0	0	0	0.387762675023381	0.357742270276314
CCDC93	263.644672962935	252.345412250849	235.506569483886	198.922252286994	197.473733192525
AC009303.1	0	0	0	0	0.357742270276314
AC009303.2	0	0	0	0	0
AC009303.3	0	0	0	0	0
AC009303.4	4.83751693509972	1.97144853320975	1.48117339298042	3.10210140018705	5.72387632442102
RN7SL111P	0	0	0	0	0
INSIG2	154.800541923191	100.543875193697	155.523206262944	243.514959914683	345.579033086919
THORLNC	2.41875846754986	5.91434559962926	5.92469357192167	8.53077885051438	4.29290724331577
LINC01956	0	0	0	0	0
EN1	0	0	0	0	0
MARCO	0	0	0	0	0
AC013457.1	0	0	0	0	0
C1QL2	0	0	0	0	0
RN7SL468P	0	0	0	0	0
STEAP3	215.269503611938	189.259059188136	168.853766799768	253.209026790268	229.312795247117
STEAP3-AS1	0	0	1.48117339298042	0.387762675023381	0.357742270276314
C2orf76	53.212686286097	41.4004191974049	20.7364275017258	24.8168112014964	34.3432579465261
DBI	379.745079405328	295.717279981463	404.360336283654	506.805816255559	519.084034170932
TMEM37	24.1875846754986	11.8286911992585	13.3305605368238	13.5716936258183	15.3829176218815
SCTR	0	0	0	0.387762675023381	0
AC013275.1	2.41875846754986	1.97144853320975	0	0.775525350046762	0.357742270276314
CFAP221	2.41875846754986	0	7.40586696490209	5.42867745032733	4.29290724331577
TMEM177	45.9564108834474	45.3433162638244	45.9163751823929	81.0423990798866	70.4752272444339
RPL17P15	0	0	0	0	0
PTPN4	135.450474182792	126.172706125424	179.221980550631	144.635477783721	135.584320434723
RPL27P7	0	0	0	0	0.357742270276314
EPB41L5	72.5627540264959	51.2576618634536	65.1716292911384	134.553648233113	130.933670921131
AC012363.2	31.4438600781482	29.5717279981463	37.0293348245104	21.3269471262859	25.041958919342
AC012363.1	0	0	0	0	0
MTATP6P26	0	0	0	0	0
MTCO3P43	0	0	0	0	0
MTND3P10	0	0	0	0	0
MTND4LP14	0	0	0	0	0
MTND4P26	0	0	0	0	0
MTND5P28	0	0	0	0	0
TMEM185B	246.713363690086	232.630926918751	260.686517164553	227.228927563701	203.197609516946
RALB	469.239142704673	410.061294907629	328.820493241653	392.415827123661	395.662950925603
AC012363.3	0	0	1.48117339298042	0	0
INHBB	7.25627540264959	3.94289706641951	7.40586696490209	3.87762675023381	5.72387632442102
LINC01101	0	0	0	0	0
AC073257.2	0	1.97144853320975	0	0	0.715484540552628
AC073257.1	4.83751693509972	0	0	1.16328802507014	1.43096908110526
AC018866.1	0	0	0	0	0
AC018866.2	0	0	0	0	0
GLI2	33.8626185456981	27.6002794649366	87.3892301858446	29.4699633017769	33.6277734059735
AC017033.1	0	0	0	0	0
AC016764.1	0	0	0	0	0
AC067960.1	0	0	0	0	0
AC079988.1	0	0	0	0	0
TFCP2L1	149.963024988091	126.172706125424	102.200964115649	118.655378557155	118.054949191184
AC013399.1	0	0	0	0	0
CLASP1	396.676388678177	433.718677306146	473.975485753734	391.640301773615	393.874239574222
AC012447.1	0	0	0	0.775525350046762	0.357742270276314
RNU4ATAC	0	0	0	1.55105070009352	1.43096908110526
AC079449.1	0	0	0	0	0
NIFK-AS1	12.0937923377493	19.7144853320975	10.3682137508629	15.5105070009352	17.1716289732631
RPL12P15	0	0	0	0	0
AC018737.2	0	0	1.48117339298042	0.387762675023381	0
NPM1P32	0	3.94289706641951	0	0.387762675023381	0
NIFK	336.207426989431	366.689427177014	290.309985024162	313.700004093915	309.089321518735
TSN	926.384493071597	839.837075147355	995.348520082841	769.321147246388	764.852973850759
AC018737.1	0	0	0	0	0
LINC01823	2.41875846754986	0	0	0	0
AC011246.1	0	0	0	0	0
AC073632.1	0	0	0	0	0
AC062020.1	0	0	0	0	0
LINC01826	0	0	0	0	0
AC073409.2	0	0	0	0	0
AC073409.1	0	0	0	0	0
ELOAP1	0	0	0	0	0
PSMD14P1	0	0	0	0	0
AC064859.1	0	0	0	0	0
RN7SKP102	0	0	0	0	0
AC079154.1	0	0	0	0	0
CNTNAP5	0	0	0	0.387762675023381	0
MTND5P22	0	0	0	0	0
AC019159.2	0	0	0	0	0
AC019159.1	0	0	0	0	0
RNA5SP102	0	0	0	0	0
RNU6-259P	0	0	0	0	0
AC097499.2	0	0	0	0	0
LINC01889	0	0	0	0	0
AC097499.1	0	0	0	0	0
LINC01941	0	0	0	0	0
AC142116.2	0	0	0	0	0
AC023347.1	0	0	0	0	0
SLC6A14P3	0	0	0	0	0
YWHAZP2	7.25627540264959	7.88579413283902	5.92469357192167	5.04091477530395	3.93516497303945
AC013474.2	0	0	0	0	0
GYPC	0	0	0	0	0
AC013474.1	0	0	0	0	0
RNU6-675P	0	0	0	0	0
TEX51	0	0	0	0	0
RNU7-182P	0	0	0	0	0
AC012508.2	0	0	0	0	0
AC012508.3	0	0	0	0	0
AC012508.1	0	0	0	0	0
BIN1	200.756952806639	281.917140248995	256.242996985612	230.331028963888	217.149558057723
AC110926.2	0	0	0	0	0
NIFKP9	0	0	0	0	0
CYP27C1	0	0	0	0	0
AC110926.1	0	0	0	0	0
ERCC3	328.951151586781	366.689427177014	275.498251094358	343.557730070715	329.838373194761
AC068282.1	2.41875846754986	1.97144853320975	1.48117339298042	3.10210140018705	1.07322681082894
MAP3K2	524.87058745832	465.261853837502	550.996502188715	412.967248899901	501.554662927392
RNU6-1147P	0	0	0	0	0
MAP3K2-DT	2.41875846754986	5.91434559962926	2.96234678596083	5.81644012535071	10.3745258380131
AC068282.2	0	0	0	0	0
PROC	0	0	4.44352017894125	0.387762675023381	0.357742270276314
MIR4783	0	0	0	0	0
IWS1	387.001354807978	366.689427177014	386.586255567889	307.883563968564	315.170940113433
AC010976.1	0	0	0	0	0.357742270276314
RNU4-48P	0	0	0	0	0
MYO7B	2.41875846754986	1.97144853320975	1.48117339298042	0	0
AC010976.2	0	0	0	0	0
LIMS2	31.4438600781482	19.7144853320975	29.6234678596083	17.4493203760521	12.1632371893947
GPR17	4.83751693509972	0	1.48117339298042	0	0
WDR33	505.520519717921	463.290405304292	416.209723427497	564.194692159019	522.303714603418
SFT2D3	72.5627540264959	55.2005589298731	35.54816143153	44.2049449526654	37.9206806492893
RNY4P7	0	0	0	0.387762675023381	0
AC006011.1	0	0	0	0	0
ZFP91P1	0	0	0	0	0.715484540552628
POLR2D	503.101761250371	542.148346632683	478.419005932675	537.826830257429	583.477642820668
RNU6-395P	0	0	0	0	0
RPS26P19	65.3064786238463	70.9721471955512	59.2469357192167	74.8381962795125	98.3791243259863
AC012306.3	0	0	0	0	0
AMMECR1L	430.539007223875	390.346809575531	373.255695031065	279.189126016834	243.264743787893
AC012306.2	2.41875846754986	1.97144853320975	5.92469357192167	5.81644012535071	4.65064951359208
AC012306.4	7.25627540264959	7.88579413283902	1.48117339298042	0.775525350046762	0.715484540552628
