gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
NUF2	255.561725239541	-0.528164619924048	0.15260034554467	-3.4610971425975	0.00053797864575679	0.00470252805832208
CHAC1	98.8594669231567	0.780484622040698	0.225502640860009	3.46108861104301	0.000537995695813994	0.00470252805832208
CRIM1	405.853040152683	-0.423122978212398	0.122261947963756	-3.46079041974557	0.0005385919386462	0.00470495571713877
GNL2	1039.97237130931	0.326880840368459	0.0944881407332172	3.45949066022361	0.000541198046031307	0.00471378392451325
GRPEL1	433.705498429451	-0.415293451564808	0.120039917620488	-3.45962792875098	0.000540922259331501	0.00471378392451325
ENTPD4	667.116057767337	0.359222088337056	0.103826440140942	3.45983246511602	0.000540511567467181	0.00471378392451325
SAT2	251.241460533018	0.507531568622402	0.146693072649888	3.45981960466346	0.000540537381615862	0.00471378392451325
SREBF2	2425.85617138075	0.266240497380333	0.0769541694469757	3.45972803414872	0.000540721219778149	0.00471378392451325
STXBP3	254.846725505062	0.500376039409443	0.14466117598616	3.45895183001494	0.000542281878647746	0.00472044072562434
PARP12	79.4045557124007	0.860906344071664	0.248919451120791	3.45857400936457	0.000543043053530024	0.00472428267770642
GGCX	217.005047507909	0.529095159487771	0.152993816567434	3.45827806220237	0.000543639977395142	0.00472669202241379
OFD1	134.02000419392	0.702914525648454	0.20328184671534	3.45783225116388	0.000544540329996139	0.00473173514982527
PRR11	1145.02075374624	-0.35155390995717	0.101675238365326	-3.45761579327714	0.000544977985574724	0.00473275414633147
MALAT1	20303.5809889813	1.20023044331739	0.347223175099385	3.4566541907056	0.000546926211411033	0.00474688248822784
FLNB	3126.95603399664	-0.299421075454134	0.0866504914058524	-3.45550348989609	0.000549266081034405	0.00476439139697019
PUM1	889.956917176928	0.313028361108542	0.0906220025860945	3.45422030164421	0.000551886350389999	0.00478150449733787
SLC2A3P1	135.773762206701	0.651504011344384	0.18860616522337	3.4543091980731	0.000551704449237632	0.00478150449733787
GINS1	155.284352708037	-0.620066139668267	0.179688720159229	-3.4507794318909	0.000558970188897725	0.00484003964267128
CDKN2C	16.2188058355383	-1.98157421560017	0.574334569675085	-3.45020885077698	0.000560153018132407	0.00484551351247214
VSNL1	18.3764118573741	-1.66685016363584	0.483122839454867	-3.45015807059885	0.000560258399627838	0.00484551351247214
ADSS2	245.798858203127	-0.492809994363995	0.142846339114529	-3.44993086570373	0.000560730132447708	0.00484675571475573
ZNF678	149.926018614702	0.670958964199969	0.194555155628277	3.44868251901751	0.000563328611593051	0.00486636856751611
PRAG1	126.51534373103	0.703196379875286	0.203952013538707	3.44785210831876	0.000565063348257026	0.00487565174091868
NPTN-IT1	23.9914016159209	1.61116733744018	0.46728611139152	3.44792472569392	0.000564911451527167	0.00487565174091868
AC115284.4	27.1340733743153	1.4999609693246	0.435166284435218	3.44686852583565	0.000567124498112697	0.00488772642130733
AKT1	847.738022144433	-0.33499459741728	0.0971842140125115	-3.44700629439831	0.00056683537564113	0.00488772642130733
SLC39A3	113.426326118401	-0.695097468048383	0.201688842297964	-3.4463853336095	0.000568139615963658	0.00489362006239951
TMEM189-UBE2V1	681.542750402124	-0.361367834801573	0.10487210468851	-3.44579558000579	0.000569380896969454	0.00490145373545033
NECAP1	365.14966775746	0.483826266032454	0.140423467758437	3.44548011636313	0.000570045903804669	0.00490432037915118
LPIN1	124.307986271548	0.755524376607339	0.219295803650608	3.44522952117713	0.000570574681376105	0.00490563723428321
MRPS7	260.866492875034	-0.474492335547472	0.137729909964406	-3.44509290443953	0.000570863146881454	0.00490563723428321
MYBL1	42.1747998840571	-1.12583201164327	0.326958970597543	-3.44334339438897	0.00057456925298971	0.00493461453788605
EEF1A1P13	64.6275014791311	1.04877941106844	0.30469147319507	3.44210292487242	0.000577210584620362	0.00495441880070424
UBA2	1175.71711448634	-0.329383162375086	0.0957054804455828	-3.44163323606499	0.000578213640448859	0.00496014628148116
KRCC1	10.9930326821995	-2.21661107770261	0.644118342914019	-3.44131028418562	0.000578904269856952	0.00496318855155362
ACBD6	169.662259857492	-0.588540208123193	0.171076891179016	-3.44020869251908	0.000581265794981585	0.00498054427115311
SYNE3	67.8933510444605	-0.899453176163715	0.261491219719996	-3.43970698949987	0.000582344285220775	0.00498689262682973
RRS1	116.354904688269	-0.696167280761843	0.202517902525958	-3.4375592087352	0.000586982373711805	0.00502369850780462
SLC25A42	94.8127277980106	0.785512507131512	0.228526034095662	3.43729986931245	0.000587544732891224	0.0050255997650661
DYNLT3	164.0672518264	-0.605289950628402	0.176162905240033	-3.43596712261106	0.000590442619846522	0.00504746434049354
LINC01405	73.2557582925721	-0.813964087324196	0.237076548689253	-3.43333869091833	0.000596196843267097	0.00509076287210495
KLF13	645.563211646349	0.340003795275223	0.0990294841498902	3.43335924844964	0.000596151636413036	0.00509076287210495
TTK	528.027861233866	-0.476235745736564	0.138735658679668	-3.43268450424965	0.00059763709406259	0.00510011274031923
CCT7	2380.10469589549	-0.274120812237254	0.0798698925043434	-3.43209191401312	0.0005989445295239	0.00510831904741747
NPIPA1	124.496015795181	0.70608005108947	0.20576387426805	3.43150639829835	0.000600238970728511	0.00511640512152428
SLFNL1-AS1	37.9581644389554	1.19080245402556	0.347074567717879	3.43097007036686	0.000601426953421409	0.00512357494575609
SNRPF	372.696315012011	-0.451466027035459	0.131658824339196	-3.42906014314949	0.000605675295813587	0.00515679277795868
CLN8	122.638237637891	0.692714847578754	0.20202234994758	3.42890203860364	0.000606028224061849	0.00515682541811154
PKMYT1	77.6478766128662	-0.86519370392666	0.252352747607328	-3.42850914891935	0.000606906079421908	0.00516132216765712
SLC38A2	7405.9875671866	0.228322201318138	0.0665999657950683	3.42826304176639	0.000607456573041753	0.00516303135614084
U2SURP	786.775553871919	-0.328753163385141	0.0959129892650171	-3.42761878140158	0.000608899858848139	0.00517232243525285
UGDH	651.039303997276	0.362432949352384	0.105813710905702	3.4251983627658	0.0006143506960496	0.0052156255643935
STAG3L5P-PVRIG2P-PILRB	231.907754721635	0.622313190367547	0.18173919618897	3.42421009566078	0.000616589322678139	0.0052316240520399
ZYX	1126.31095181618	0.344234749334268	0.100537821622328	3.42393284218344	0.000617218720432644	0.005233958058686
NDEL1	396.726710694452	0.412362950955011	0.120443391127713	3.42370757825774	0.000617730535954351	0.0052352928727009
FBXL20	300.335175644863	0.498139718486715	0.145516259818706	3.42325812323193	0.000618752909692669	0.00524095067774088
IDH2	337.248388685865	-0.485960578254905	0.141998463138605	-3.42229463272822	0.000620949865387011	0.00525654522148821
LONP1	899.558649025449	-0.313507786392275	0.0916231600229344	-3.42170894688417	0.000622288893710544	0.00526486342376412
POLD2	431.293324265793	-0.440106012167322	0.128632630917381	-3.42141810385574	0.00062295483345019	0.00526513576491257
YAP1	492.514789456207	-0.41057464054022	0.120002516963914	-3.42138357534355	0.000623033936979906	0.00526513576491257
PTGES2	247.01052733687	-0.519843394959572	0.15202130517548	-3.41954303286314	0.000627264102759564	0.00529268897556201
CIAO2A	228.857917432868	-0.548344111667311	0.160365384906259	-3.4193420979711	0.000627727530814016	0.00529268897556201
CCNF	331.74106840216	-0.471671404403888	0.137928651888142	-3.41967675277799	0.000626955873008606	0.00529268897556201
MOSMO	140.297226746191	-0.623255473352629	0.182271028342564	-3.41938858314481	0.000627620290989379	0.00529268897556201
RAB2B	249.589088050633	0.472258431585152	0.138144147123796	3.4185916770107	0.000629461088805329	0.00530427792574576
RBAK	263.254804805985	0.483624956982845	0.141496503256004	3.41792868271692	0.000630996385882451	0.00531418392945015
TADA2B	167.46785730467	0.594631500611077	0.173989429272931	3.41763004279012	0.000631689084264488	0.00531698641182622
AC005921.4	12.7084608088997	2.48665377230805	0.727674979620647	3.41725886137297	0.000632551029411624	0.00532120945698663
PTAR1	390.674016147394	0.80231283620356	0.234820697768971	3.41670408028903	0.00063384136352937	0.00532902938079446
GPAT2	76.7353031556694	-0.790238719629307	0.231327524675351	-3.41610329656335	0.00063524145383567	0.00533776265987515
FRZB	18.1734639962503	1.88507418376929	0.552204177589057	3.41372677041234	0.000640808050822611	0.0053786249300149
CASC4	629.938583822072	-0.425454603393221	0.124630919655145	-3.41371631189483	0.000640832648038602	0.0053786249300149
MEAK7	392.376040362623	0.41036787703352	0.120282439708366	3.41170230690771	0.0006455857553785	0.00541544166862646
MIR4444-1	207.391423745129	-0.627926746726485	0.184084304001128	-3.41108249360921	0.000647055117042948	0.00542468682687766
PTBP3	1453.96885180558	0.339321586652784	0.0995053202743433	3.41008486498259	0.000649426681061562	0.00543839622031825
WDR18	227.355764337595	-0.523033029185301	0.153375385783462	-3.41014972196209	0.000649272257615183	0.00543839622031825
SPATS2L	431.193587849203	-0.389238060323211	0.114153822655764	-3.40976807668523	0.000650181440007713	0.00544163185937333
GAL3ST1	39.6315544235062	1.24920358773657	0.366399371062191	3.40940429050174	0.000651049179287214	0.00544580887680109
PRMT1	1959.98063413238	-0.32725440371338	0.095993485754529	-3.4091313711664	0.000651700880806555	0.00544817510541847
SEC24D	855.543826995872	0.325956938370526	0.0956450132602413	3.40798675497725	0.000654440712348833	0.00546798540883312
RSRP1	188.736721791642	0.663434790636426	0.194718658596731	3.40714544470246	0.000656461356051619	0.00548176775104268
FUNDC2	250.359449121122	0.52214817889955	0.153325622669169	3.40548546165821	0.000660465300744659	0.00551208667943508
CDC25A	64.2172093395545	-0.931994858042082	0.273766733692015	-3.40433932740187	0.000663243061341875	0.00552902172807121
NSD1	556.228901841058	-0.355487241423348	0.104420135949239	-3.40439358933758	0.000663111308017772	0.00552902172807121
DNAJB9	268.840162932453	0.522734497692755	0.153702950424747	3.40093990550094	0.000671545889742814	0.00559507946039529
APOBEC3D	23.5552922324551	1.59673836161672	0.469722559598187	3.39932227862891	0.000675530659517531	0.00562510648387428
ASPH	4677.56739198687	-0.230208118264159	0.0677267255656516	-3.39907350224697	0.000676145427684752	0.00562705366634319
PKD1	441.16136930564	0.437820499571849	0.128817036203771	3.39877792933597	0.000676876513975918	0.00562996613989429
RBM15B	133.349635411791	-0.678758891405397	0.199748170589308	-3.39807313079707	0.000678622767807125	0.00564131430841128
MCEE	74.1423192544338	0.85320718545248	0.251286399499915	3.39535759655296	0.000685390176444412	0.00569116564723825
EFEMP2	14.4305314348819	1.95000427305485	0.574309247662858	3.39539069062594	0.000685307326146344	0.00569116564723825
CTSK	24.0332650079154	1.57095237158117	0.462771738470683	3.39465926932505	0.000687140596047126	0.0057024948791057
ABHD10	1609.47877474963	-0.288738990263457	0.0851022098936371	-3.39284949972897	0.000691696301953236	0.00573707904124267
FKBP11	66.0595942997874	1.00877289793314	0.297379790694095	3.39220394088861	0.000693328139022719	0.00574738679553513
R3HCC1L	74.7308438598428	0.889326705170621	0.262220232069983	3.39152588703862	0.000695045968841402	0.00575839543001973
TMEM97	201.702641564213	-0.522421478224539	0.154050934230137	-3.39122564128103	0.000695807895658243	0.00576147658893697
DHX32	245.672233305365	-0.493646271818639	0.145611467008881	-3.39016069241669	0.000698516656103047	0.0057806655708427
HIPK1	455.76390368234	0.388249479024723	0.114541982402766	3.38958232501612	0.00069999187100974	0.00578963041352513
SLC22A17	63.6042214176316	0.987649568230068	0.291406736192773	3.38924755526829	0.000700847075091603	0.00579345998503255
ZNF286B	47.5191120310842	1.01149190349856	0.298495739393828	3.38863095852776	0.000702424777156727	0.0058032543669794
RNF19A	192.744512191766	0.546161091782422	0.161225000123354	3.38757073260693	0.000705145323619468	0.00582247441056835
MKNK1	153.58128986833	0.592617235752316	0.175054094664814	3.38533775452115	0.00071090721674475	0.00586677173505779
TBK1	282.484780905836	0.451207584629109	0.133309030378881	3.3846738165203	0.000712628836435424	0.00587769579666336
TWSG1	232.301286029108	-0.518345609727532	0.153166277965343	-3.38420190536207	0.000713854876689774	0.00588452245449852
AC083855.2	37.8303630450682	-1.21596973568374	0.359561592543465	-3.38181207587334	0.000720093878993403	0.00593264181845541
RBM12B	453.384824816104	0.446234146069143	0.131995553093487	3.38067560316288	0.000723078548100333	0.00595391098803686
DNAJC3	737.334636889756	0.356997258980794	0.105605535248397	3.38047866658782	0.000723596920956904	0.00595486000912278
SNX19	106.930643925972	-0.702039563929352	0.207855582895774	-3.37753527785385	0.000731385708273416	0.00601560672751387
TPI1	2296.76580037762	-0.330487659423033	0.0978695264734264	-3.37681882534465	0.000733293332131828	0.00602794051321723
ATAD3B	182.877710828773	0.581125930588091	0.172168704067548	3.37532848223156	0.000737276329332646	0.00605041562303414
IGF2BP2	1269.94916277387	-0.293705937541565	0.0870154088808018	-3.37533249937259	0.00073726556641764	0.00605041562303414
SRRT	723.885013260799	0.332999769501715	0.0986612437736467	3.3751831698544	0.000737665755285979	0.00605041562303414
MKLN1	827.664841829409	0.358791473325159	0.10629168339145	3.37553665420658	0.000736718777219828	0.00605041562303414
STRADA	202.848273326416	0.539419938730364	0.159831982615929	3.37491864833194	0.00073837514302281	0.0060528732590083
SOD2_1	559.629042038037	-0.348118366318061	0.103175284991782	-3.3740480227003	0.000740714443994305	0.00606868206693504
ERCC3	343.592533594786	0.406789967871505	0.120687279005823	3.37061180948391	0.000750014631425419	0.00614147235887821
THAP1	105.480900522442	0.757269927216397	0.22470694201828	3.37003352194963	0.000751590399098957	0.00615096585899712
RBM18	499.029891249786	0.380131140342955	0.112813073452124	3.36956638721733	0.00075286553223887	0.00615798983512325
SDHAF4	52.4326746317138	-1.03044970100642	0.305922800035964	-3.36833247108514	0.000756243409266459	0.00618219570652138
HEATR5A	387.987600842347	0.394224495146659	0.117047192975606	3.36808158422747	0.000756931937781967	0.00618440187218762
MRPL50	118.64697205995	-0.704368942005514	0.209207821653362	-3.36683846922602	0.000760352111702774	0.00620891177118484
DFFA	684.025255338709	-0.325449809501116	0.0966807068894226	-3.36623324313656	0.000762022454811085	0.00621911364777312
TPRG1L	346.513449092047	0.447487292275684	0.132964606987507	3.36546170002764	0.000764156750810335	0.00623308863775277
PROS1	143.358423174036	0.644008840173279	0.191436792845044	3.36408080496085	0.000767990540709223	0.00626090301730499
KDM5A	323.658211192471	0.422355096926333	0.125574401788197	3.36338529916875	0.000769928233867302	0.00627323765619845
ZNF516	286.912183511102	0.452113068304953	0.13446748595811	3.36224824226876	0.000773105875899499	0.00629218732715559
NDUFA7	155.371200798961	-0.613254958323136	0.18238797278115	-3.36236512184381	0.000772778681348305	0.00629218732715559
PLEKHM1P1	80.9470743773218	0.923536293374613	0.274703567115187	3.36193775375097	0.000773975687141614	0.00629579782514093
WBP2	1081.57726617996	0.295617463866113	0.0879515285594417	3.36114071816638	0.000776212686126009	0.00631051942732714
AKAP8L	858.395021336905	0.305352443203991	0.0908523367375791	3.36097511818525	0.000776678219552326	0.00631083094566939
MORC2	93.1717783096168	-0.755222949981306	0.224772127306051	-3.35994929190215	0.000779567795266295	0.0063308276369839
TRIM3	69.2322050777584	0.911458133700725	0.271307136259738	3.35950666932747	0.000780817665971942	0.0063374937152404
BANF1	799.711104026868	-0.327251996858242	0.0974406466272353	-3.35847521733064	0.000783737485528535	0.00635769914125619
SSC5D	18.20736409866	1.83541699679388	0.546562446796922	3.35811032673425	0.000784772837156057	0.00636260392451662
KIF14	330.840793762007	-0.41914359960147	0.12484526343165	-3.3573047793755	0.000787063018294842	0.0063776713693096
FAM168B	1764.97854665409	0.232947643777558	0.069388714545239	3.35714021082901	0.000787531651168491	0.00637797014860797
RAB30	91.8931316503097	0.848605427641595	0.252819419163332	3.3565674284433	0.000789164752506642	0.00638769409535787
ICMT	668.913892939978	-0.351849833081558	0.104866833738572	-3.35520603166777	0.000793058951701189	0.00640867988759845
DCTD	449.732936471035	-0.373614011469006	0.111346020352369	-3.35543210513189	0.000792411048741424	0.00640867988759845
GAMT	141.527842277265	-0.674927217133124	0.201156385882082	-3.35523634595805	0.000792972045573736	0.00640867988759845
HYOU1	2602.63335791963	-0.326551507045347	0.0973338305241545	-3.35496409919169	0.000793752849521016	0.0064107802586793
ERAP2	22.7138393235898	1.53125657725689	0.456536425218585	3.35407317504564	0.000796313011765915	0.006425535672471
ENTPD7	257.314398601228	0.485200776818529	0.14466221357951	3.35402566304469	0.000796449757398755	0.006425535672471
TARDBP	472.254703159354	-0.394404842986552	0.117618131286998	-3.35326567996708	0.000798640050597724	0.00643968931628252
KMT5B	445.095498790724	0.375948412773135	0.112133488886627	3.35268630723903	0.000800313573285586	0.00644814847890254
ZNF335	256.63636239018	0.512935692728116	0.152996373147201	3.35260034062776	0.000800562165604337	0.00644814847890254
SPC25	77.4280058209083	-0.914112432826081	0.272693710489838	-3.35215810875897	0.000801842114090895	0.00645493826122654
AC008982.1	971.980323866125	-0.372164757606143	0.111027770634436	-3.35199703172921	0.000802308789805512	0.00645517725653978
STEAP2	88.8125833962309	-0.821031775054441	0.244971216836045	-3.35154384934923	0.000803623111671272	0.00646210079697225
TMED2	2910.89576863796	0.299009649004418	0.0892206662525646	3.35134965432768	0.000804186928370339	0.00646210079697225
REX1BD	65.2030473299238	-0.917620225432865	0.273814464079064	-3.35124818376249	0.000804481679233142	0.00646210079697225
MAGEF1	179.137691781202	-0.549410453379729	0.163973821492593	-3.35059857956989	0.000806371020656804	0.00646321905433657
NEIL3	99.5092461809228	-0.796206326109431	0.23762855768984	-3.35063400565121	0.000806267879607092	0.00646321905433657
MRPS28	181.095923756987	-0.668759131730852	0.199568453801973	-3.35102627188987	0.000805126636408863	0.00646321905433657
AL359922.1	190.302402784766	-0.576526252822446	0.172064287412105	-3.35064446837611	0.000806237420311866	0.00646321905433657
PRIM2	128.577583840418	-0.692285837654415	0.206706768527352	-3.3491203146684	0.000810685836888914	0.00649427938314698
CENPM	22.0946540408994	-1.58744719000431	0.474013728354258	-3.34894770983914	0.000811191036837722	0.00649480433396576
MARCKSL1	239.5505144829	-0.493262962257433	0.14739417328171	-3.3465567279561	0.000818219359002684	0.00654752782837901
DDX60	160.982787587647	0.60853118916054	0.181864313568787	3.34607255936648	0.000819649439981923	0.00655542042631996
ADGRA2	62.0935412136741	-0.877094757272398	0.262148788262123	-3.34578985883157	0.000820485519970906	0.00655855633171549
CD27-AS1	25.5781331952899	1.62613059336093	0.486072796587189	3.34544661782825	0.000821501710472455	0.00656312778101628
RPUSD1	99.5343213307777	-0.74652772908279	0.223160870382161	-3.34524474565979	0.000822099913224135	0.00656435671251185
TEDC1	37.8000592378155	-1.20709204982806	0.36087689916162	-3.34488589497512	0.000823164284299614	0.00656930459625818
AC005332.5	25.5492932018585	1.40330031086919	0.419652985688393	3.34395407330949	0.000825934092154049	0.00658785011301275
SUPT16H	2005.10492952011	-0.240910191869994	0.0720578036186671	-3.34329079949343	0.000827910915599344	0.00660005399095171
TRIM14	186.595917358873	-0.585113490675468	0.175093894115176	-3.3417127058159	0.000832631929490632	0.00663410941878944
BPGM	144.000128173073	0.680494211498912	0.203652846993015	3.34144217253321	0.000833443758061641	0.00663573524413892
EHD4	526.440350576606	-0.366846721018247	0.109790123315905	-3.34134537733143	0.000833734403812743	0.00663573524413892
PLA2G4B	60.7543695351414	1.01835142272899	0.305008849710939	3.33876024808491	0.000841531612927148	0.00669321147951334
MT-TP	165.564114445028	1.213997888489	0.363619266365005	3.33865116836348	0.000841862099169767	0.00669321147951334
TBC1D16	299.187575695303	-0.482654094930283	0.144599202934692	-3.33787521047591	0.000844216547843027	0.0067083199810313
NEK4	108.807479118753	-0.672335811961512	0.201451478220956	-3.33745782308969	0.000845485529338485	0.00671371063254371
PPIL1	227.627771413418	-0.523317376459553	0.156806111456216	-3.33735319114572	0.000845803918708628	0.00671371063254371
XPO4	449.863279653465	0.411551668012346	0.123323836777581	3.33716237481804	0.000846384848853404	0.00671471374181659
AL117348.2	273.263172019521	-0.472646372467658	0.14166105655279	-3.33645946154246	0.000848528024819211	0.00672810305025732
ZNF106	773.443570265893	0.322007006356856	0.096595257271514	3.33356952973111	0.000857392391644608	0.00679474270889171
EMP3	173.14414918015	-0.612581102684646	0.183775816590086	-3.33330638410938	0.000858203796571583	0.00679752626431926
RRAGC	154.419995011032	0.601435561102837	0.18045489941565	3.33288574070534	0.000859502322207607	0.00680051864148408
POLQ	115.75439869018	-0.720388605643315	0.216139688477437	-3.33297697761102	0.00085922051936405	0.00680051864148408
DCUN1D3	209.877115394405	0.535133157781042	0.160627955459801	3.33150699857451	0.000863771281140034	0.00683063670503244
ABHD18	155.016077461927	0.585681205427118	0.175823972836301	3.33106570156057	0.000865141804259476	0.0068378141961054
RAD51AP1	120.309171454792	-0.631237749946287	0.189531719168393	-3.33051244781593	0.000866862876674088	0.00684409321979136
PDXP	157.384300805986	-0.599730965393362	0.180068552617451	-3.33057025602615	0.000866682897365833	0.00684409321979136
AL445524.1	92.4753227368143	0.758770944895231	0.22786425144347	3.3299253397081	0.000868692735509997	0.00685487665008209
NUP214	302.513792383389	0.490236769282869	0.147239533089713	3.32951863535296	0.000869962423230789	0.00686123060115602
METAP2	1083.13448236532	-0.330011514940587	0.09914915988134	-3.32843480807643	0.000873354424066391	0.00688430712503134
PRKCI	340.371004281256	0.438546873454065	0.131810920975262	3.32709057951558	0.000877578424713046	0.00690654687792281
NHSL1	42.260293326116	-1.0993587284684	0.330405080375797	-3.32730576423949	0.00087690097390063	0.00690654687792281
TP53INP1	233.260134236751	0.559067122372461	0.168033810598895	3.32711089738352	0.000877514438671572	0.00690654687792281
ASF1A	78.6312940460487	-0.892698688307233	0.268402374557323	-3.32597164901973	0.000881108902241601	0.0069306393524563
CCDC34	53.3277130777584	-0.96847875581194	0.291343627472669	-3.32418033033104	0.000886788339471099	0.0069716005059431
ARL6IP4	319.696755119271	-0.466662073052026	0.140474349175811	-3.32204474190497	0.000893603636093175	0.00702144303849382
ARFGEF3	334.081526060981	0.492365420468529	0.148249304701968	3.32119885120778	0.000896316523193612	0.00703153886384282
AC120057.2	930.321113375925	0.30793399969972	0.0927122427272915	3.32139521859581	0.00089568606661881	0.00703153886384282
PITPNC1	247.19792159843	-0.507727048723797	0.152872650543359	-3.32124187628834	0.000896178351814916	0.00703153886384282
ADD3	226.761303677136	-0.500676877903061	0.150820793942054	-3.31968069399915	0.000901204614903611	0.00706613299965825
TVP23C	143.159476222108	0.607737283863488	0.183125077692083	3.31870048342244	0.000904373764827311	0.00708346195865802
HOXB7	88.3922076404079	-0.840413820533991	0.253232920084683	-3.31873841778925	0.000904250926140159	0.00708346195865802
ABHD14A-ACY1	118.744884671355	-0.679725138075098	0.204956972932029	-3.31642845984321	0.000911759274630213	0.00713752411491124
PLEKHB1	66.507446669983	-0.916269926238769	0.276353876580719	-3.3155674802743	0.000914572575447507	0.00715575534137213
CUL4B	1058.74321460049	0.317248018354052	0.09573130872255	3.31394214272684	0.000919905398819403	0.00719366995836962
IPO9	466.530191295404	-0.38146943195301	0.115130233409517	-3.313373217929	0.000921778870888365	0.00720450660357827
INTS4	270.780143810673	0.483187411680911	0.145862089184798	3.31263191403178	0.000924225292850829	0.00721980752299971
MYH14	925.313412960916	0.358357565137451	0.108192278455006	3.31222865674725	0.000925558631818931	0.00722640174906409
GON4L	477.569738794555	0.367418384424716	0.11094868464223	3.31160649276292	0.000927619265392616	0.00723866444182764
CDC25C	131.212935692144	-0.720888403185093	0.217705312438026	-3.31130368437981	0.000928623716760763	0.00724267663357444
FAM98B	454.311721847547	-0.395554367614457	0.11951685980757	-3.30961144939154	0.000934255637790611	0.00728275687675088
AC026464.6	75.2161941343085	-0.80983146004166	0.244720381182805	-3.30921133796666	0.000935591864693195	0.00728548393529145
CFD	48.0128922093178	-0.963097910393423	0.2910313247474	-3.30925858661208	0.000935433979223543	0.00728548393529145
AL121758.1	977.469118409235	-0.394554760363567	0.119236420364086	-3.30901212195739	0.000936257833898934	0.00728682862084039
MSH4	16.9204263084649	1.94370932048133	0.587458962380678	3.30867251153075	0.000937394147242996	0.00729183061773225
TXLNGY	59.8800769157128	0.931756180346503	0.281850536772078	3.30585206974426	0.000946880638610435	0.00736174778608071
SNX17	315.386048167297	-0.428766464768685	0.129713126457261	-3.30549788197386	0.000948078206059458	0.00736330770762897
USP13	296.234235378645	-0.436362539314693	0.13200901820822	-3.30555097854308	0.000947898588420351	0.00736330770762897
LCORL	190.794390599754	-0.548688557317089	0.166066875839227	-3.30402167526946	0.000953084630571214	0.00739830066358275
RAPH1	268.923896909139	0.457368342340829	0.13844268973223	3.30366553283131	0.000954296117143595	0.00740285331024316
TAOK1	956.68823284778	0.354189531796136	0.107214671255953	3.30355470615193	0.000954673406174737	0.00740285331024316
THAP12	345.210916145315	-0.435967170882012	0.131992537713784	-3.30296832255301	0.000956671941658772	0.00741445851111405
FSBP	122.344694169477	-0.678172556122732	0.205400477405624	-3.30170876274781	0.000960977931134964	0.00744392553682522
FAM160B1	359.033365221576	0.486479471812211	0.147527502048181	3.29755106714497	0.000975319371003504	0.00754710201595796
ALDH2	216.728111858866	-0.522900293336302	0.15856760604452	-3.29764891064502	0.000974979607312048	0.00754710201595796
PAIP1	401.464617503245	-0.387048949713983	0.117383255280108	-3.29730972948722	0.000976157890101069	0.00754963578668743
SH3PXD2A	85.3748483036522	-0.767981325039919	0.233013100661389	-3.29587187527253	0.00098116751574599	0.00758440949377277
GNB1	2571.96473037476	-0.234317524727171	0.071109959095316	-3.29514357353364	0.000983714063763149	0.00760011723321612
GPATCH4	132.707089158873	-0.588904199574429	0.178770029493852	-3.29419982332488	0.000987023042935357	0.00761771389249796
SDCBP	678.45764810071	0.390818156172317	0.118637004845261	3.29423485262515	0.000986900039183976	0.00761771389249796
TAB3	392.343662188964	0.412957282793955	0.125365732405364	3.29402042225285	0.000987653223957129	0.00761859708840455
PBRM1	452.096587207147	0.415100204230983	0.126060052735187	3.29287665064664	0.000991679710056892	0.0076456642364094
SSX2IP	346.54475081189	-0.454470041163952	0.138084479465155	-3.29124636544425	0.000997445173270144	0.00768610333831328
SDHAP2	75.9522006898854	0.866223131980039	0.263220302410319	3.29086747506936	0.00099878954635289	0.00768844146885091
AC004687.2	624.604430804218	-0.400332579746365	0.121648452898997	-3.2908974196224	0.000998683236526087	0.00768844146885091
NPHP3-ACAD11	215.303771189819	0.501828113142556	0.152504532486004	3.29057835175235	0.000999816537524631	0.00769233848558013
CPSF2	452.432821394077	-0.380065701319135	0.115524393438648	-3.28991730669401	0.00100216830095312	0.00770641860576759
ERMAP	28.1551020106887	-1.32966759395635	0.404294004301848	-3.28886300516001	0.0010059297304737	0.00772729796076832
GPATCH2L	627.238702123177	0.361153883489874	0.109808583609835	3.28894036893421	0.00100565327620532	0.00772729796076832
RALGAPA1	285.85736482838	0.476559940788521	0.144928882440742	3.28823304756646	0.00100818346189961	0.00774058529063463
CEP290	255.287760526186	0.580646286444522	0.176590955966357	3.28808620615397	0.00100870947191181	0.007740600685237
PRSS30P	29.3329859813337	1.37918603709246	0.419747804346845	3.28574925898317	0.00101711506658482	0.00780105075991223
TBC1D5	340.148778829792	-0.416167738744527	0.126670844057231	-3.28542642817237	0.00101828131641943	0.00780594271206423
NPIPB12	20.400448385851	1.65610076115566	0.504107991727849	3.28521028892898	0.00101906282679963	0.00780788178292742
DPH7	195.85931328036	0.528314833705189	0.16082566408402	3.28501571384268	0.00101976684088407	0.00780922538804532
TNFAIP3	51.4902151761824	1.01405426529849	0.308762829051566	3.28424981858531	0.00102254238859997	0.0078223698417394
DGKA	208.414179136048	0.515970514164315	0.157100917142129	3.28432528307595	0.00102226860067961	0.0078223698417394
PLCD3	1096.41214203634	0.280921000870309	0.0855816254640317	3.28249199927121	0.00102893905473025	0.00786722966691263
MTFR2	34.2977065554415	-1.2303293959091	0.374839567083682	-3.28228261888488	0.00102970344871935	0.00786900121287232
NOL9	224.965336944326	0.494253200986361	0.150614421751556	3.2815795143552	0.00103227414980385	0.00788194165592996
