gene  baseMean	log2FoldChange	lfcSE	pvalue	padj
RRP8	100.831616159759	0.394222811025683	0.223927818344462	0.0162572636706465	0.0676675962081686
PRRC2A	2921.75076354508	-0.194517514288214	0.0864069852703055	0.0162683578745777	0.0676946993023274
CSNK2A2	765.858542269648	0.206437527870221	0.0941039204312559	0.016295320493057	0.0677877990209627
CCNK	624.142218656653	0.232393547948378	0.106109076746564	0.0163227431988449	0.0678827597222233
HRAS	128.240399862927	-0.371722503364981	0.201087175481232	0.0163429000779152	0.0679162545384363
NACA2	31.6560261759545	0.555613673013266	0.481794767647569	0.0163445900950542	0.0679162545384363
GTPBP6_2	17.8387291880783	-0.09075340876856	0.274957030292061	0.0163387211662917	0.0679162545384363
LPCAT3	126.762305918366	-0.361626869912388	0.195313187747907	0.0163567057829396	0.0679474853277795
FGFR4	357.656710500275	-0.27955784309794	0.131989507787535	0.0163719180387077	0.0679915584109614
MIR568	13.9333561081351	0.544252727650087	0.8739659584984	0.016413259537406	0.0681017865169638
OTULINL	49.1885909743197	-0.488565403904849	0.350663613255424	0.0164040370961109	0.0681017865169638
FAF2	796.334137066191	0.208171098539771	0.092654606566121	0.0164169010145483	0.0681017865169638
PLPBP	497.355281336576	0.25246473965605	0.118057388537429	0.0164158867939757	0.0681017865169638
ATAD3B	182.877710828773	0.339028592935887	0.177531162469217	0.0164774592257927	0.0682954623129658
DYNC1I2	318.419310579724	0.270378117834422	0.129733006249787	0.0164718193717776	0.0682954623129658
GATAD2A	989.524966210106	0.211343842200928	0.0952083906110449	0.0164749547518944	0.0682954623129658
CCSER2	336.260542774728	0.282418690593066	0.136711128070138	0.0165135307130762	0.0684257715830467
C14orf132	17.9133239759757	-0.597564486620828	0.720908233297521	0.0165300373633922	0.0684749612821171
MFSD10	372.527981696934	0.268297274649239	0.128618647928357	0.016553042001636	0.0685510334870108
SCARB1	375.352998532837	-0.268488404277435	0.126370216544742	0.0166053176587395	0.0687482490064182
HSD17B12	592.076118386973	-0.228883756892629	0.101643697772209	0.0166270209770581	0.0688188158792664
BTN2A2	97.1480239867419	0.400525761598442	0.232495967004521	0.0166593412399773	0.0689332741728137
MCC	215.01026173811	-0.31752897465636	0.162582354867914	0.0166726477314019	0.068969014922506
SERPINA5	42.7467864516382	-0.519284418966412	0.391288008229062	0.0166802099874621	0.0689809803848795
CCDC71	65.6505792155525	-0.454588386665197	0.286580723240103	0.0167001956805082	0.0690249833778588
SEMA3C	212.841867498586	-0.318239539468243	0.161647914727182	0.0166974545841207	0.0690249833778588
CD3EAP	168.429659897629	-0.323631928461295	0.166218191547984	0.0167233806092612	0.0691014764643376
USP21	155.597653020919	0.378796656102453	0.211246340223154	0.0167339082944598	0.0691256413103356
FSBP	122.344694169477	-0.379306700511985	0.21155403244851	0.0167470772773458	0.0691607004587509
FOXRED2	63.1769433052461	-0.466777336764714	0.31172962583921	0.0167523040880965	0.0691629502485638
AP001816.1	27.2142593722293	-0.571499996319085	0.514992669287181	0.0167745664904857	0.069216172122194
PARPBP	87.4455387538307	-0.410400555150717	0.241331661667228	0.0167705741866192	0.069216172122194
AC114495.2	7.36792342449987	0.239221725077192	0.424349605319859	0.016793845998264	0.0692377039035321
PLEKHA8	207.29262362445	0.325238349575818	0.167125515702885	0.0167853639612573	0.0692377039035321
PCSK4	18.68696493918	-0.57997783452291	0.957255364356656	0.0167918731651744	0.0692377039035321
YIPF4	171.875033199933	-0.331690189899325	0.171536324858411	0.0168418105664299	0.0694160785957874
LCORL	190.794390599754	-0.330525919794983	0.168379049487635	0.0168848477125967	0.069535257990097
MIR3655	121.039414353468	0.379233062795464	0.212481818196317	0.0168842304489352	0.069535257990097
RBAK	263.254804805985	0.2910488659951	0.14395862971905	0.0168813653595245	0.069535257990097
RMI1	102.825505358597	-0.395677759392996	0.231613817559474	0.016897319576199	0.0695662533432797
PDXDC2P	34.7185638393808	0.544091805680738	0.469423374268264	0.016901792800503	0.0695662533432797
RSU1	158.478964070535	-0.341414747537754	0.181099818349307	0.0169176560599449	0.0696121491135116
MED8	298.634059459989	0.298473549648814	0.148534749001888	0.0169288897501146	0.0696389750455844
AK2	1267.33613843226	-0.184257198690668	0.0824722069248589	0.0169375698487403	0.0696552844670357
BIK	101.048139312933	-0.423331070687265	0.256713677543366	0.0169497153804934	0.0696858323408427
NOP2	677.805435918947	0.220640899752087	0.100921635600578	0.0169687049151779	0.0697444933241535
CGB7	27.5853086143888	0.547357049984287	0.482204763876538	0.0169738219202263	0.0697461188888964
PDLIM3	122.201739370205	0.384469378221452	0.218295420326214	0.0169966919202865	0.0698206710362826
EPC1	175.145960655496	0.33533280645538	0.175841137562754	0.0170103260351255	0.0698572522076381
F11R	1602.67570672268	0.191569022161694	0.0868052757950028	0.0171287271655344	0.0703044061376142
TAB2	755.102818942276	0.207008541253548	0.0931502450148557	0.0171285908811875	0.0703044061376142
SLFNL1-AS1	37.9581644389554	0.522396994249888	0.416369005478414	0.0171491976379729	0.0703493328264747
SELENOP	69.2247488578227	0.457683393873234	0.301852679652391	0.017148913369219	0.0703493328264747
HINT2	39.1088179792811	-0.505245519708713	0.376885295397939	0.0171580751372013	0.0703662093078118
GMEB2	151.85725968481	0.347844307470756	0.185934874474038	0.0171719370901512	0.0704035122663653
JMJD7-PLA2G4B	115.166604856827	0.405226616030086	0.23893920132133	0.0171848688842133	0.0704369820082129
TRAF4	588.015170546932	0.255890931509104	0.120454888716868	0.0171921778312737	0.0704473927665951
LMBRD1	141.616580764169	0.355481813383732	0.193113307356768	0.0172327239157911	0.0705939538779995
FOSB	600.709238784181	-0.271472290518529	0.132327090325418	0.0172816801562982	0.0707748764260709
SF3A3	679.422076603301	0.217603757448077	0.0992667512642824	0.0172911800928542	0.0707941553025615
HGSNAT	117.819876132614	-0.407577763950134	0.24407726110742	0.0173018972149355	0.070818405558057
NIPA1	651.450725170269	0.229997796980743	0.106585224126813	0.0173157295037661	0.0708553895372943
KIAA1522	620.368870703032	-0.24559395582245	0.115590048037033	0.0173533021863927	0.0709894710322329
METTL8	190.275845224971	-0.31284300046248	0.160237100516	0.0173719709805785	0.0710461670335286
TTC1	294.102713646679	0.311029385992409	0.155017176372989	0.017404365630253	0.0711589507583995
AREG	4421.61309847693	-0.174433236105626	0.0806273682403959	0.017420089567799	0.0712035315704281
POC1A	103.071969777156	-0.420830067599224	0.251638901008248	0.0174264924331184	0.0712099989549169
CEBPG	613.331770067746	-0.231827284307675	0.107044511360729	0.0174576265097545	0.071297776832207
ZNRF3	85.5001678413939	-0.410585248970847	0.245113524000137	0.0174543609497612	0.071297776832207
PI4K2B	159.566298717415	-0.363023083043916	0.200257655758978	0.0174858970380501	0.0713934966959856
LYST	111.662371856374	0.388296681035847	0.223779229594314	0.0175089310128265	0.0714677891465799
TCEAL4	120.627956729041	-0.368026466029378	0.204793967777047	0.0175267811610587	0.0715208871025302
ELMOD2	226.902094299138	-0.334499126017601	0.176699407681137	0.0175434365917555	0.0715690818374515
AC137834.1	175.647266761723	-0.328220795689661	0.171883473405442	0.0175600915301255	0.0716170331561376
MKS1	69.0019033836694	-0.443352831050575	0.2827943344091	0.0175648870244169	0.0716170331561376
FAM86JP	21.9364350696776	-0.573919509619718	0.626523784322191	0.0175758049088258	0.07164177431379
PGRMC2	272.04013850309	-0.296320882341999	0.145035414085004	0.0175968669688421	0.0717078396865478
CENPS	20.7335631500158	-0.563198162437902	0.60188174098183	0.0176244253408877	0.0718003340142286
AC131212.2	6.79456962938952	0.195581949452473	0.362059530369309	0.0176905202566956	0.0720100207307543
BTBD7	385.016098893988	0.260941272957294	0.126111544684943	0.0176894007870371	0.0720100207307543
AC092139.1	56.2988270575265	0.450709068982687	0.296392089424569	0.0176846626929184	0.0720100207307543
HPS5	314.201088337209	0.264061405757337	0.127443077286103	0.0177131227501599	0.0720821623320556
SPECC1L-ADORA2A	164.138194854388	0.344656389736727	0.185209510552183	0.0177270719248889	0.0721190598938194
RAD51D	39.5332652922647	-0.520936859426765	0.429027444672808	0.0177910676963978	0.0723594856859001
UBE2N	497.860214363735	-0.242695997283489	0.115758863518682	0.017821524507878	0.0724557877585193
RPS16	8070.24727524858	0.179263750069386	0.0784336734694804	0.0178245554233996	0.0724557877585193
SPRED2	418.903362154696	0.248029349285762	0.118312617766191	0.017840826888145	0.0724820392716384
GNAQ	304.850303172275	-0.273255100858712	0.137311785496102	0.01783874996366	0.0724820392716384
AC005943.1	745.353935066986	-0.290780648409893	0.146779914792107	0.0178527942855173	0.0725107168506082
PAAF1	148.042116909363	0.340996320056567	0.182094717952372	0.01788891324307	0.0726174845909946
BIRC2	456.135431959772	0.262447412194501	0.126914432819111	0.0178873429184008	0.0726174845909946
CHST14	33.2098718425933	-0.529978605540894	0.444292532148734	0.0179023881217629	0.0726522190479895
ACBD6	169.662259857492	-0.329536069742632	0.172720753129839	0.0179594920974528	0.0728621473214121
SLC16A7	42.1009546823329	-0.516825717320908	0.401471109537339	0.0179639818944343	0.0728621473214121
NUP88	336.390482477267	-0.264788814887281	0.12905816916805	0.017986210260215	0.0729322805281076
FHOD3	28.8813498094165	-0.543558679678335	0.522367697810436	0.0179934625852748	0.0729416655624805
LZTS3	72.4798929697314	0.433111649960523	0.275543679180583	0.0180118539891593	0.0729961885124448
GCAT	161.30208889378	-0.331625012282131	0.175823117574526	0.0180343818591388	0.0730674407085022
ZNF410	232.097644983371	0.295315663609805	0.148330266347999	0.0180454967085589	0.0730924259333239
MTA3	259.865575217496	0.292977750170757	0.147370900316438	0.0180579036788551	0.0731025906122355
FP236383.5	6.74040280241948	0.19194203111126	0.358144161442187	0.0180556921514084	0.0731025906122355
UBXN4	810.59306101478	0.19977521589739	0.0896485724831224	0.0180932194997648	0.0732254899864455
MACF1	887.034997473899	-0.21790351126813	0.101894177514219	0.0181448865956431	0.0734144795373432
PEX11B	40.6859046877303	-0.509649787854884	0.383635626317289	0.0182580664526631	0.073787376604226
ANKRD36	32.692263837271	0.540064171472546	0.570642649148283	0.0182612273187593	0.073787376604226
TMEM115	105.013485149033	-0.387158653405859	0.227286520289945	0.0182670211373988	0.073787376604226
MPHOSPH8	181.997939120017	-0.310364130091838	0.159916706831318	0.0182647572668958	0.073787376604226
HOXB9	149.800437653072	-0.349323156945776	0.188587201476843	0.0182594126408106	0.073787376604226
CBX7	152.319326196136	-0.341440859199517	0.183758023637261	0.018257365346862	0.073787376604226
STRN	300.564305066184	0.279771025077621	0.137802840686726	0.0182748951125312	0.0737990023516433
PRSS23	29.3776298538252	-0.538590527395958	0.513330695954449	0.0182825529831834	0.073801306713684
PRPSAP1	273.89973993602	-0.29811509797005	0.150713294671386	0.0182854577966479	0.073801306713684
PUS10	25.3063282233224	0.541371871425846	0.601863864086736	0.018342661667779	0.074011963440708
PHC1	144.783342329053	0.356222946710671	0.198505462587135	0.0183977115095948	0.0742138160621887
SLC48A1	70.5525198118753	-0.44681244920391	0.290850157462244	0.0184239785144798	0.0742843618947482
RTF2	670.752307154432	0.211655177422447	0.0969130098809616	0.0184252573776305	0.0742843618947482
AC027097.1	20.8235684777519	-0.559006360276286	0.62376911568336	0.0184399997122558	0.0743032394297444
GPR173	68.1047328262305	0.429943522680843	0.275771567127038	0.0184392197827404	0.0743032394297444
MRPS26	213.930851070145	-0.312598085590807	0.162392014057035	0.0184541509009143	0.074339982849279
SNORA81	27.805357674416	0.532779584471854	0.511543590244682	0.018475932493789	0.0744074358773857
ATP1B3	502.242083326285	-0.227973250731891	0.108570089221415	0.0184857654956836	0.074426745135524
THAP3	126.458973046807	0.363130269632217	0.204538666303859	0.0185044230123333	0.0744815631439205
BOLA3	81.4529255918596	-0.4188279148056	0.257538495187421	0.0185271488531001	0.0745369631546997
ANO8	102.681910160124	-0.407824790910036	0.247613545747699	0.0185282784121349	0.0745369631546997
HAPLN2	7.43406596994571	0.215461068695316	0.38664208345876	0.0185370945174764	0.0745521263850154
WDR33	539.564307989964	0.230433430994696	0.108286370497901	0.0185476645542868	0.0745743333685149
AC017002.4	58.3414448928521	0.465021228387834	0.325491268032769	0.0185828376410849	0.0746857085180571
SNORA25	12.8363860384339	0.417521922748751	0.775787130841751	0.0185854768827767	0.0746857085180571
DEK	927.900075238169	-0.227350091079083	0.106503066123802	0.018591881495732	0.0746911268574798
AC131160.1	316.077617939066	0.276583725307136	0.135600821145164	0.0186078960863719	0.0747351389309096
AC087632.2	184.723855145444	-0.333189292635117	0.177299144850897	0.0186347614007337	0.0748226951377109
THAP6	93.4987582313509	0.398411898354035	0.237453636337289	0.0186515743094702	0.0748588578715328
CUL5	638.291829193549	0.240844171941109	0.114351773018444	0.0186539030480038	0.0748588578715328
SATB1	36.7848694036682	0.511685572958388	0.434305789827352	0.0186870955709359	0.0749513374352064
BCCIP	916.701712487335	0.21496371905003	0.098701432523151	0.01868271352262	0.0749513374352064
CLBA1	23.6596841613791	-0.548112633858322	0.564669400024408	0.0187215024320415	0.0750689560060036
DNAJC6	107.453009882846	-0.390793076407413	0.227499547774333	0.0187417509854669	0.0751297545610087
TMEM125	66.7712193051605	-0.457380335887057	0.31475181909912	0.0187686623297916	0.0751764316528419
NOP14	586.903712856177	-0.216633622666023	0.0994652315309584	0.0187607904079156	0.0751764316528419
TNPO2	627.263558880546	0.218023551359788	0.101380217735487	0.0187674519428102	0.0751764316528419
SYNGAP1	45.8850224930944	-0.489794839830291	0.367789732280138	0.0187818545083319	0.0752088790450201
TMEM141	148.097438281935	-0.356342850127388	0.194987334913635	0.0188000142831612	0.0752611953904764
DERL1	963.588372708505	0.191448177992611	0.0881242433323424	0.0188210489363317	0.0753249349371577
GRIN2B	195.163539523297	0.333758904448964	0.179902697374732	0.0188261345645807	0.0753249349371577
SLC22A5	146.357854582717	0.364764177427478	0.207195860893817	0.0188399811712198	0.075359924684879
RNF19B	339.32607385766	0.273576748342396	0.135732844561332	0.0189023101376414	0.0755887724291387
GPSM2	614.270748430138	-0.227525986351396	0.105749039250297	0.0189162046625364	0.0755934680914759
SLC16A1	973.161025010452	-0.194557951644586	0.0892606405517897	0.0189255497504484	0.0755934680914759
TOR3A	123.558924914552	-0.364254041400445	0.206326046527073	0.0189267607460155	0.0755934680914759
IFT80	120.914889710903	-0.361822122870957	0.20264865349894	0.0189261638668182	0.0755934680914759
AL049840.7	11.5913089932488	0.340060723738848	0.612568442433804	0.0189290711122644	0.0755934680914759
FADS3	276.247493997884	0.326584165824581	0.174166888630788	0.0189582232720131	0.0756894254524805
GEN1	48.2084828979877	-0.491136254069222	0.404502628281119	0.0189838416602905	0.0757712264268608
AL136295.7	11.7590110845878	0.313672822648809	0.555961909857179	0.0190930859564383	0.0761866736219628
PLD2	259.869332523933	0.29947014924576	0.153668426684202	0.019141398904764	0.0763588292252696
HSPA4	2100.66857164368	0.148179055247289	0.0669332504952042	0.019155012569896	0.0763718881734153
UACA	364.588192295988	0.284028481756132	0.142628183983465	0.0191499378210015	0.0763718881734153
MAPT	612.767025593969	0.226063981384891	0.105702273943441	0.0191717959183667	0.0764181784420166
POLR2J4_2	17.2874579539744	0.4872573716045	0.751036221460124	0.0191775474639116	0.076420483176936
ZCCHC14	277.130639495322	-0.289498928539255	0.145037829968961	0.0191919716277588	0.0764573368083208
MFSD14B	364.961634669432	-0.258458728771728	0.123986026527317	0.0192329098174394	0.0765691949595747
SMAD4	742.758893515687	0.199771627811927	0.0923665559490034	0.0192355999522733	0.0765691949595747
XK	20.5471849064395	-0.542052016556594	0.671985082179331	0.0192263862184811	0.0765691949595747
ZNF585A	44.7054166627168	0.472775559922773	0.349258514314484	0.0192771164750656	0.0767137835586394
MDFIC	71.6480171593238	-0.422367086021069	0.267189914154858	0.0192943121878652	0.0767615350495947
NIFK	462.726392947872	0.252101282166079	0.122519975802412	0.019372565195895	0.0770200375193757
UBXN6	471.482491490936	0.241693198854096	0.115953403017904	0.0193684933272111	0.0770200375193757
ACSS2	343.404181622068	0.261811918547997	0.128686634775069	0.0193749295574059	0.0770200375193757
NDUFA3	127.009409595586	-0.372820545917164	0.215083202995578	0.0193877995957408	0.0770504642529684
AGAP5	31.0654348573474	0.516434496848942	0.486272808856442	0.0194028756921098	0.0770896395169032
PLEKHG4	61.0993908979494	-0.457624187331985	0.318196630011802	0.0194222478444684	0.0771458578000772
RPL35A	5137.2346023251	0.226370593793633	0.106880504523398	0.0194297273119557	0.077154820390379
RPL14P1	351.568800696843	0.280416492067035	0.141018368031544	0.0194790485014799	0.0773133530271014
CEP290	255.287760526186	0.332705659272144	0.179281488054411	0.0194801177881716	0.0773133530271014
FGFR3	170.105149047386	-0.329921521962119	0.178209328182772	0.0195129742089178	0.0773509433002883
CPEB2	33.9662692867134	0.515878821477189	0.48713967129469	0.0195125194047035	0.0773509433002883
CEBPD	27.5132026083606	-0.536062994135946	0.537446237761776	0.0195157707609108	0.0773509433002883
NUP188	1007.3612608458	-0.212839513202892	0.100359424809464	0.0195010722648452	0.0773509433002883
ZNF469	34.03568122988	-0.511524792307215	0.443682511129416	0.0195016316374764	0.0773509433002883
LIMD1	217.50086913574	-0.295277622366756	0.152390974477643	0.0195467185113723	0.0774528234576158
SYNRG	249.301257549177	0.290652988387105	0.148727328554775	0.0195723408250436	0.0775335528741066
CDKN3	223.748317795685	-0.300848623232528	0.153999910981739	0.0196007391093693	0.0776252327409126
CORIN	32.1102883702769	0.518984182313258	0.521034908435458	0.0196110335167463	0.0776451855023789
GRIPAP1	214.263893971944	0.316268627538088	0.167030824011688	0.0196406381737722	0.0777415613887897
PCBP1	1449.98423174335	-0.179781396321335	0.0816575152279515	0.0196678190129839	0.077828294256576
MARS2	53.034282239926	-0.472546109687017	0.348023595880707	0.0197272088451546	0.0780006234102311
RHPN1	67.5572886130814	-0.443357612363631	0.297423886698544	0.0197182766226682	0.0780006234102311
TMEM208	141.896534502783	0.351887406658416	0.197615662892376	0.0197244689069608	0.0780006234102311
TIMM10	63.038420374152	-0.436741471339693	0.29495040057799	0.0197361478611864	0.0780150859527549
ISOC1	250.800737305833	-0.281045167044947	0.141663294476773	0.0197503470001315	0.078018925675524
H2BE1	14.4074063344827	0.380145151150686	0.679097987635862	0.0197440769614533	0.078018925675524
GINS4	42.319740833012	-0.490424752257188	0.388132341724793	0.0197529638523192	0.078018925675524
NFATC3	219.35527950808	0.304903670275333	0.160181097464145	0.0198106076983678	0.0782256874953994
SNHG12	171.524197958468	0.335475281217302	0.18387474037292	0.0198362973470318	0.0783061957269787
ALDH2	216.728111858866	-0.305680845720351	0.159326155567337	0.0198573932748499	0.0783685315137812
AC145098.2	13.9541169308449	0.447414673207851	0.763446827222531	0.0198738984382387	0.0784127210816404
AGAP3	371.646986420536	-0.264430333868337	0.130532071920342	0.0198823285278162	0.0784250352504407
AP1G2	236.226733135089	0.337713994535677	0.185475170474075	0.0199243703317047	0.078569887490641
PTPN12	622.171293618696	0.20347810197808	0.0980639358190643	0.0199335405852023	0.0785850711301331
LINC01315	25.96501028773	-0.532239502940062	0.573010875340514	0.019939170800787	0.078586294308758
AL512274.1	50.3443233954877	0.495136216335705	0.387966280237025	0.0200298868630074	0.0789031757973071
FLOT2	362.22489978288	-0.260695072839307	0.128139356358138	0.0200355952082114	0.0789031757973071
APOBEC3D	23.5552922324551	0.508358113562403	0.649455000896543	0.0200333740069935	0.0789031757973071
C1QTNF1	12.5609688370352	-0.408720929320728	0.753855431313949	0.0200612304303705	0.0789830746048594
MBNL3	17.7238989076379	-0.500297341118266	0.813262221653173	0.0200749431190097	0.0790160031318975
NFIL3	251.504459263162	0.290232681846216	0.148890608169307	0.0200841954326458	0.0790313625282481
SLC22A17	63.6042214176316	0.454606153716213	0.326878093627838	0.0200908423509886	0.0790364642366988
SELENOK	297.911829255487	0.309155388946311	0.162670267156645	0.020129891342238	0.0791689975792171
DCAF7	1102.24735415951	-0.198466274149639	0.0923595907525789	0.0201659538180508	0.0792897178068262
AC092045.1	13.8153747565422	0.370639331304686	0.659178055464742	0.0201844424312126	0.0793412941974114
LDHA	3569.04777014195	-0.159786423179573	0.072121631181435	0.0201910069936564	0.0793459843868829
CCDC18-AS1	71.1571320784443	0.425384071585376	0.281617356065381	0.0202072540235043	0.0793611680788544
FZD2	76.0546903047592	-0.402571859928912	0.252661348559242	0.0202109879713411	0.0793611680788544
KRI1	214.993456341518	-0.30428743440189	0.159836120525613	0.0202028434087766	0.0793611680788544
SRRT	723.885013260799	0.209644291705243	0.0984654368155359	0.0202197920279338	0.079374639340058
BRPF1	232.930864124194	0.292083975488821	0.150938166114268	0.0202413311858169	0.0794380829641039
CLMN	532.006683879641	0.246365148473831	0.120345066313149	0.0202794091238904	0.0795663828892718
DGKZ	228.528778545381	-0.307111341984297	0.162518333618794	0.0202898208215469	0.0795860948422441
DHX33	416.997081195712	-0.236078129831012	0.115359001642367	0.0202986237491395	0.0795994876618766
SDHAP1	64.2661054211218	0.476949105255312	0.367678790330627	0.0203189608763698	0.0796580918433479
SLC26A6	179.080060135447	0.32427175011997	0.175799079059651	0.0203454975582208	0.0797409631016283
BMS1P4	35.3866177071369	0.510073838027016	0.507519712091993	0.0203540926059278	0.0797534896484788
PLA2G12A	258.587947555213	-0.289810759723726	0.147572895616251	0.020379689939585	0.0798326119829088
NUDT15	282.595749373285	-0.272354648113027	0.13239030618435	0.0204432541855525	0.0800603793289983
SMG9	347.830885529185	0.267298714754617	0.13359523109403	0.0204676716557114	0.0801347589976595
STOX1	20.6873095087598	-0.527799095034559	0.623272465057296	0.0204824611416335	0.0801714138802889
PPP1R14C	40.9158767528528	-0.487963938733045	0.382159695033762	0.0204924849619539	0.0801894007570814
RPL21P16	202.253975265227	0.336518164959995	0.186644479629225	0.0205151993671533	0.0802570246428994
INTS5	95.6726999087495	-0.384419154751533	0.23577565709948	0.0205784329968795	0.0804830850489552
BMPR2	236.289328063211	0.296267529630732	0.15431155488603	0.0205945797581052	0.0805249158779062
ABCC3	339.860270332069	-0.290489257302592	0.151535118037584	0.020601689487682	0.0805313990770148
MOSMO	140.297226746191	-0.332899041823652	0.183697825629621	0.0206113254016722	0.0805477510141539
NDUFA12	269.145989172743	0.301041861015272	0.158081807118635	0.0206484728578178	0.0806715792265761
FAM86EP	14.3695595666821	-0.464679756037835	0.773781614141119	0.020667889017779	0.0807260858198392
TMEM230	441.289183857489	-0.232831694158492	0.113431169080974	0.0206906396894348	0.0807935843225829
TMEM14B	215.391521010598	-0.321972599983691	0.175241659200328	0.02072645266541	0.0808906628199303
ZNF408	78.1823329211285	0.397212695754904	0.248458681477487	0.0207254245291729	0.0808906628199303
PRDM5	18.4135817962906	-0.510521963435103	0.651010677796559	0.0207377941938785	0.0808921826860243
ZFX	157.322917461948	0.328231118973938	0.179617848972047	0.020737231146551	0.0808921826860243
ICMT	668.913892939978	-0.222600143173664	0.10384801278297	0.0207625317865286	0.0809672966078671
CAMSAP2	479.773144967324	0.231148906338884	0.111345396729742	0.0207771718036039	0.0810030039279061
TBC1D26	19.7698922126575	0.464106858658354	0.708769374783697	0.0207950552858104	0.0810513342168844
UCP2	39.3145598687614	-0.479064437454035	0.409821279180564	0.0208082789906882	0.0810814817331696
EFEMP2	14.4305314348819	0.405398092103351	0.718961343076229	0.0208423003855423	0.0811926321981093
MMAA	52.0303238631044	0.453648130397227	0.332250094000508	0.0208915782504079	0.0813631410268982
CIT	501.378759765794	-0.245688873070705	0.118945662310559	0.0209094632576878	0.0814113313765323
ADAP1	202.284967061699	-0.324645772079979	0.179465938822763	0.0209156035227589	0.0814137800364149
SHISA5	511.689345420025	0.23595754404894	0.11379604039498	0.0209448298046439	0.081486548471094
OGDH	742.277377523852	-0.216297319693489	0.102425375809292	0.0209453306623845	0.081486548471094
FANCE	49.8192396312374	-0.462984945904222	0.338305089416971	0.0209677985846128	0.0815524804349396
POP7	157.881171600103	-0.327657091471758	0.180689566900712	0.0210216233477901	0.0817403053681379
ZFYVE28	52.8742275134826	-0.43319803398644	0.302640202752976	0.0210454963390338	0.0818115978737387
ZNF518A	469.422187334664	0.27883813193335	0.141904093721392	0.0210951942780949	0.0819832175417041
SOD1	972.218308219655	0.226819733608922	0.107676488789218	0.0211018571918519	0.0819875419353069
TTC26	41.0943375234888	-0.478425511811746	0.389438521280843	0.0211445962836141	0.0821319948202859
CFAP70	7.24819001001045	0.206939028286408	0.373478102797791	0.0211600987014102	0.0821706041054762
GAK	579.054150176412	0.23044791483325	0.111663740005817	0.0211680061199517	0.0821797073334893
ADIRF	1505.68891437031	-0.222405478259585	0.107562030940746	0.021180443771412	0.0822063886997631
RAB3GAP1	681.452674745146	0.227725126058983	0.10849769814411	0.0212003197595413	0.0822619184365496
PIGK	160.327129551882	-0.327630485597612	0.180368469989444	0.0212237845633068	0.0823164152046382
P4HTM	220.612582792859	-0.293623503805971	0.154785734687253	0.0212255094445212	0.0823164152046382
KPNA4	753.277401103009	0.195961745836236	0.0914663107173598	0.0212843665878685	0.082523008723358
UQCRC2	1727.05809779776	0.181078529895256	0.0835378957365476	0.0213164254783743	0.0826256198285347
UBE2B	291.454318769975	0.272929171792328	0.139328466181653	0.0213373930688737	0.0826823648755998
PRR14	196.668088053751	0.305704468134338	0.162972086829787	0.0213422594957123	0.0826823648755998
ZNF503-AS1	16.7737173572197	-0.450409013231971	0.741838244479763	0.0213489123705924	0.0826864534709992
BMS1P2	21.3376221920875	0.457366378783418	0.702592070805578	0.0213665481054136	0.0827330664778951
ZNF235	22.2740171021971	0.492658380806996	0.625558842922001	0.0214279127257388	0.0829489325955487
TGIF2	95.7683415170445	-0.376079152778292	0.226668173316242	0.0214356488734583	0.0829571404660012
NCBP2AS2	60.004575076785	-0.440724762869841	0.30842972115019	0.0214518449035994	0.082998075672072
SENP1	147.829164435472	0.329458707605378	0.182690271154815	0.0214604732611136	0.0830097174687535
HMGB1P6	95.6461173387371	-0.423948626732874	0.278072419706966	0.021478857379889	0.0830590788522828
CCDC117	367.68246791917	0.258549408868428	0.129183240108917	0.0214944796600633	0.0830977371207683
TMEM214	732.129640573429	0.220801024531966	0.106526939575025	0.021506811951167	0.0831236593779799
UBTF	440.49133567067	-0.24003816239041	0.117906565639947	0.0215234875895298	0.0831663506859887
HOXB5	39.8443354269158	-0.473643385215462	0.375169602720912	0.0215494405944534	0.0832448578612098
AL133243.3	7.4938003370542	0.197557253419827	0.36189241231795	0.0215683461178475	0.0832961068896322
KAT7	629.128567737076	0.226037330607079	0.109861718761029	0.0215920277922301	0.0833547944855834
HDHD5	267.027552251867	-0.278625134446751	0.143200039412055	0.0215948279512813	0.0833547944855834
SEMA6B	510.350134705025	-0.242212050842753	0.119475792374396	0.021622335996859	0.0834391711979104
SUSD6	126.389692743403	0.338766542381551	0.192767609728191	0.0216514000302783	0.0835295067242807
ST13P4	17.7245859320195	0.454219927758984	0.686337466562288	0.0216590783590476	0.0835359296872627
ATMIN	490.13752934892	0.220670411988243	0.109667571438558	0.0216643749412336	0.0835359296872627
ABCB10	56.4408068796948	-0.456268995259229	0.343573919726038	0.02169179878123	0.0836198464499817
YRDC	307.721035602427	-0.272872485401523	0.13934500756769	0.0217145808680723	0.0836817782697633
AGPAT4	249.867976693519	0.306352230421049	0.164026054610961	0.021728854878851	0.0836817782697633
RAVER1	403.558875308441	-0.248844763586542	0.12288288340249	0.0217305240619288	0.0836817782697633
AC011472.2	23.3996537992646	0.497095170379116	0.564421109120209	0.0217199383251417	0.0836817782697633
TNK2	264.364629152002	0.332263589136594	0.185832892426728	0.0217390671684944	0.0836928590599423
SERF1B	10.0122513015919	-0.147209772163391	0.312493562711637	0.0218465811209774	0.0840848609481705
PSMC2	501.049816596503	0.260392495140287	0.130524153133204	0.0218675205327229	0.0841435304270337
SIAE	265.512994623214	-0.29027232517251	0.148328467728723	0.021911855579019	0.0842921694305387
