cell_line	tf	cistrome_id	cell_line_file_size	overlaps	odds_ratio	fishers_two_tail	giggle_score
SW480	PROX1	49669	57630	41	4.560098645106093	2.6386712912728737e-14	29.724470659893656
LoVo	STAT2	42800	8886	14	9.910283479375634	1.0456725162179293e-09	29.71615801036029
SH-SY5Y	KDM1A	53466	300	3	80.271230539928141	2.0211267418421774e-05	29.700622887905135
HuCCT1	YAP1	56541	310	3	80.22179617558308	2.0241846324583629e-05	29.692297313223206
K562	NFYA	2094	23829	24	6.3886759330090621	8.4362711355927319e-12	29.628272076767984
HEK293	ZNF30	65199	673	4	47.360069830794615	4.8574605921820389e-06	29.57331677501366
Detroit	RELA	86943	18582	23	6.5779729453455085	1.3156791573861337e-11	29.570266661383078
BG01V	ZNF589	85319	299	3	79.241624633152227	2.0999732931358368e-05	29.508348188611011
BICR31	KLF5	81775	10787	15	9.2355588376997826	6.566123001529756e-10	29.450719738729826
K562	TAF7	64177	12154	18	7.90843023820113	1.374308723330422e-10	29.421954076960335
HEK293	ZNF391	62985	21767	26	5.9532619551362069	5.2220336976810073e-12	29.036674653298883
T47D	ESR1	54054	313	3	76.652019036690604	2.3160716396976751e-05	29.017820115607854
BG03	SMAD3	278	10059	14	9.6874338978200285	1.3899120760838193e-09	29.01658818159277
MCF-10A	SMARCA4	68958	1224	5	32.148813216026333	1.6576524870659553e-06	28.941224811043528
293T	ZNF19	77163	765	4	45.525887429238438	5.6636152668744883e-06	28.903187737570601
K562	ATF1	45871	46975	35	4.9106740761217047	2.5811754424018561e-13	28.901473420285191
MCF-7	ESR1	33127	97604	58	3.7513380431940249	7.4822213797366874e-16	28.851353896220701
HepG2	ARID1A	58462	1232	5	31.803566712361501	1.7465437906789331e-06	28.73795395667769
293T	ZNF684	77060	796	4	44.991676851110462	5.929481265983511e-06	28.704429520411905
HEK293	ZNF24	65032	23065	27	5.7454935756789025	4.4766835813821374e-12	28.627177529305272
LNCaP	WDHD1	84625	414	3	74.512294826576252	2.512834127081903e-05	28.608251443208167
MCF-7	RFX1	62624	21530	25	6.0451217509144017	9.791906087381036e-12	28.577191916060162
BeWo	ZSCAN5A	74427	1135	5	31.51233916751158	1.8272547196536249e-06	28.563874380450738
K562	ZNF644	64349	26953	26	5.8803860559375254	6.7923893401270317e-12	28.544354940655353
MCF-7	CUX1	62548	18344	22	6.6105271057083845	3.3768368678226496e-11	28.532352506956597
K562	HLTF	62666	15129	20	7.0965752460955613	8.109002285406661e-11	28.528589876673658
IMEC	MYC	88606	698	4	44.521277579478834	6.184413607922057e-06	28.525053002806738
VCaP	POU2F1	68233	955	5	31.366771007149559	1.8715399103098958e-06	28.473844062359173
K562	CUX1	62923	7320	12	10.96686063970234	5.911737425825453e-09	28.429371733756857
HeLa-S3	NFYA	45769	12222	16	8.4560462782878716	5.9669710443039784e-10	28.410523594333094
HEK293T	EZH2	41974	4715	9	14.737437924469653	4.8391710202664298e-08	28.393431133680818
LNCaP	MED12	2240	360	3	73.422465415480374	2.6275705876136871e-05	28.390287359842198
HEK293	ZNF224	65195	697	4	44.141373358126586	6.3951712678643358e-06	28.381133320221715
HCT-116	HSF1	51113	326	3	73.139083028257176	2.6600378146382292e-05	28.33170539212484
293T	ZNF304	77140	2027	6	23.987689538784704	6.8968551211838372e-07	28.244993016358432
CUTLL1	KDM6B	48577	1209	5	30.970550633621176	1.9862191949179028e-06	28.240874289782053
LNCaP	RELA	71197	904	4	43.733719175209494	6.6189920136030137e-06	28.230175876238338
293T	ZNF33A	73955	1304	5	30.927300267300268	1.9985782728742458e-06	28.216040947778781
A549	HES2	64243	738	4	43.551422625605518	6.7374050119132764e-06	28.157036814830652
K562	CSDE1	63484	27210	31	5.197064889688412	1.4544702343695308e-12	28.14550205176578
LNCaP	AR	35771	334	3	72.160152806347341	2.7676246067652925e-05	28.136467110666637
U87	BRD4	40217	99765	61	3.6179680125719003	6.8848619095568072e-16	28.128428254933015
K562	RFX1	64988	28646	30	5.2956826547826426	2.1156742783880298e-12	28.075155335737699
HEK293	ZSCAN16	64706	9213	15	8.8226924501316883	1.2088638267305146e-09	28.012205556984796
HEK293	ZNF697	63010	7139	13	10.015106201567219	3.8042205759886437e-09	27.988087776998653
293T	ZNF805	77028	823	4	43.036483478588003	7.0522880545242264e-06	27.960628389554575
K562	POLR2A	62574	22933	29	5.39415444530544	3.2064334474681936e-12	27.946421106512199
T47D	KMT2D	74822	437	3	71.087754710577954	2.8870440372400453e-05	27.925153246457793
LNCaP-abl	MED1	58637	687	4	42.9315308408124	7.1295727631286027e-06	27.916807065958605
IMR90hTert	POLR3D	68065	189616	87	3.1050129229176147	8.5362431177399329e-18	27.900538917739037
MCF-10A	SNAPC4	35266	332	3	70.891928268564982	2.9167904639238101e-05	27.87971942689639
LS174T	POLR2A	8547	21240	22	6.479791510091502	4.8878895692965399e-11	27.79758633652354
SH-SY5Y	KDM1A	53465	336	3	70.461485245170763	2.9694884835377778e-05	27.792134316064566
MCF-7	GRHL2	73183	55252	40	4.4420930156151455	1.2094759075244697e-13	27.788428419930409
LNAR	BRD4	84877	433	3	70.302291294985238	2.9836595969171909e-05	27.764674952379017
LoVo	GLI2	42715	21375	23	6.2574132653278438	3.4537058577852631e-11	27.677160653665236
T47D	PR	54067	340	3	69.809663428306663	3.0519110702979445e-05	27.658599571372277
MCF-7	NBN	63978	7302	13	9.8965239091617754	4.3712189981466786e-09	27.643874253547054
MG-63	FOSL1	81732	38932	33	4.9430714474483546	1.035595660071025e-12	27.629873458061788
LNCaP	WDHD1	84624	448	3	69.165861717621183	3.1302439329546532e-05	27.53097315690019
PC-9	BRD4	81607	56479	53	3.8226722300658533	5.9038403805811948e-15	27.526899804972193
NCI-H1993	PPARG	49099	376	3	69.070987760257566	3.1468524800142547e-05	27.508011084677723
HEK293	GLI4	65148	777	4	41.676580777585137	7.9975859550388068e-06	27.428019164289155
HCT-116	POLR2A	68778	19957	21	6.6292064418160299	9.0839235799533457e-11	27.402226668337939
HepG2	HNRNPLL	63112	1264	5	29.518073175216035	2.5044655615510293e-06	27.354024235156238
MCF-7	GATA3	2325	34222	28	5.4325115007817164	6.4371713671312475e-12	27.324906371715038
LNCaP	NANOG	71759	1745	6	22.887694039578147	9.0403536361584663e-07	27.296889834808389
293T	ZNF197	73971	843	4	41.334572775125473	8.2542781473152878e-06	27.29375835320312
GM12878	TCF12	46120	53958	39	4.4548675870937853	2.2266829660135192e-13	27.270636340792521
HEK293	SCRT2	63317	92758	65	3.4593943106814855	6.5091727481408566e-16	27.191677667049169
HEK293	ZNF224	69523	712	4	41.084758575929747	8.4622824016934028e-06	27.191362374872005
293T	ZNF224	73968	830	4	41.031945614433191	8.4952842839412174e-06	27.172890870158851
KYSE-150	KDM4C	43685	346	3	67.111517449323813	3.4285063569928742e-05	27.095164088938605
KYSE-70	SOX2	44224	5283	10	12.500747385256837	3.6960019096650998e-08	27.082756162341743
SW480	RELA	81527	405	3	66.79969548030337	3.4717921568765531e-05	27.032135999543789
HCT-116	ARID1A	88976	46436	41	4.3106413962113868	1.5475116175045495e-13	27.003003320276319
A549	BHLHE40	45557	5586	10	12.459463878754434	3.8086559140055926e-08	26.999833552828682
K562	SMARCA5	64777	16589	21	6.5520433842183792	1.1200054378455843e-10	26.985966813426661
HEK293	SP7	63653	47780	43	4.2004528438974331	9.3869745544460686e-14	26.973970214963977
HeLa	MAPK1	55210	696	4	40.501090597491626	8.9497050396313337e-06	26.956780325378614
H1	ATF3	46174	12305	15	8.5202929354292678	1.9146896139103544e-09	26.946188549439432
HEK293T	PCGF2	8552	115	2	152.4381241565452	0.00019349619953254982	26.929348349375736
293T	ZNF528	73944	1440	5	28.825286886568225	2.8062230479183316e-06	26.92251599888796
HuCCT1	CDK9	56566	1319	5	28.789177444690754	2.8249001713707801e-06	26.89851088014595
BG01V	ZNF589	83049	107	2	152.05007256894052	0.00019460273992360716	26.897742745686732
LNCaP	PIAS1	71207	71897	44	4.1406074444995848	7.8449230440276021e-14	26.864028205639779
HeLa-S3	NFE2L2	64298	16405	18	7.3065848686371204	4.711384023396259e-10	26.760576580954305
JHU-06	JUN	86804	45290	32	4.932703418104686	2.3961122650137316e-12	26.754773415270319
MCF-10A	SMARCA4	68959	1376	5	28.497557324087939	2.9662627547444994e-06	26.714519391543177
LoVo	ETV7	38647	7748	12	10.28398285183861	1.1877970808335485e-08	26.64730972363264
A549	HES2	63542	2776	7	18.246573657854899	4.3822177756675646e-07	26.638464452713061
GM12878	HDGF	62849	29303	31	5.0119656443226974	3.567159012596633e-12	26.620160600467769
293T	ZNF823	77025	3903	8	15.592808366362638	1.9197595896510657e-07	26.617209079005161
PC-3	AR	48093	93838	55	3.6901373415525573	7.5882021446022173e-15	26.597222486938435
HeLa	MAPK1	55211	709	4	39.565676500360482	9.8020072408195363e-06	26.576971649758201
293T	ZNF100	77181	3925	8	15.564217624084428	1.9462401695135199e-07	26.575863593543876
VCaP	SUMO2	51869	54155	37	4.5108824190687908	6.3254482996746352e-13	26.513226245647611
LS180	RXRA	5452	16359	17	7.5764115595451917	8.5983631452695751e-10	26.485237569771589
GM12878	NBN	63183	3927	9	13.611156316442898	9.4183778322128317e-08	26.465048755569222
HCT-116	MYC	70809	13446	17	7.56509482720862	8.8014136542847879e-10	26.436094806858589
LNCaP	RELA	71198	506	3	64.000988242965121	3.9340590857992009e-05	26.431052863415181
HEK293	ZSCAN29	65066	388	3	63.83293314798432	3.9715776587760277e-05	26.389625496749394
T47D	PR	81214	1956	6	21.833512552378636	1.1834903734963539e-06	26.365362782130201
K562	ZNF175	62530	23325	23	6.0320015116206687	6.9766055712277552e-11	26.331741777539588
K562	CBX3	8780	3815	8	15.392215897987104	2.1153051071033105e-07	26.325590078569201
K562	CBX3	45429	3815	8	15.392215897987104	2.1153051071033105e-07	26.325590078569201
HepG2	ZSCAN2	77266	1774	6	21.76231110826199	1.2066731596921428e-06	26.299994398739604
GM12878	TCF7L1	46140	42647	33	4.7844232060675527	2.4180825921501335e-12	26.234129991224861
DU145	RNF2	41491	5750	10	12.070889059965904	5.0931502000872524e-08	26.207152597580154
MDA-MB-231	RELA	56637	370	3	63.010046324719532	4.1281511485401608e-05	26.206864649397008
Jurkat	TAT	5976	422	3	62.961513539947418	4.1335915944132925e-05	26.198572561609151
293T	ZNF695	77059	8711	12	10.091916106881623	1.4552531162443655e-08	26.137604792092624
HCT-116	POLR2A	83953	20421	27	5.3927524763406174	1.8105797362093503e-11	26.114479637936586
HEK293	TRIM28	1176	397	3	62.328008969629991	4.2606641471994755e-05	26.056220344094284
HeLa-S3	CHD2	45764	44802	35	4.6037681820921996	1.5142488372232787e-12	26.036841041945205
LNCaP	AR	48183	18998	19	6.8575295510069916	4.2607718696572329e-10	26.028366706093749
293T	ZNF680	73932	14637	16	7.8339289342965799	1.7383476336863574e-09	26.014481961050277
LNCaP	WDHD1	84627	496	3	61.861506239183413	4.3499037909012573e-05	25.955276993625254
CAL-1	CBFA2T3	47100	852	4	38.053948240936712	1.1393482011400006e-05	25.952426193949944
IMR90	ELK1	64165	408	3	61.827655766835086	4.3623779028671646e-05	25.9444330530347
293T	ZNF157	77171	1512	5	27.248819679854162	3.6790721376420364e-06	25.911221846321695
H9	BRD4	49542	383	3	61.641097173507994	4.4034771786265809e-05	25.901209124981604
HCT-116	HSF1	51115	387	3	61.604961405731615	4.4107615523966445e-05	25.893256306250691
LS8817	ATRX	84170	941	5	27.226653700506422	3.7070909271255863e-06	25.889134910800218
DU145	EED	41187	82006	55	3.6397182475251726	1.3038779232755646e-14	25.878793170160266
HEK293	ZNF362	64322	50947	41	4.2025633947559689	3.3986045618550199e-13	25.826037724294974
MCF-7	ESR1	74121	19516	19	6.8100488714976573	4.7668349503569956e-10	25.799537662177275
LNCaP	H2AZ	2196	437	3	61.180411078157967	4.4978688397216585e-05	25.79939557054624
K562	YBX1	62743	2549	7	17.43855289028706	5.9140155749958968e-07	25.686054784765362
HeLa	SUMO1	34370	16569	17	7.3687826269274099	1.2933493426389337e-09	25.610935685340477
HeLa	MAP2K1	55216	381	3	60.153203653964049	4.7328188902898322e-05	25.562505228616854
HCT-116	CBX3	9230	41056	30	4.9784603120726407	9.2926017809496593e-12	25.546480301369044
OF4155	FOXP1	56275	1445	5	26.633102816308924	4.1080668142823239e-06	25.505226914683898
Jurkat	POLR3G	1952	382	3	59.858306871157353	4.8018281961658831e-05	25.494727791169153
MCF-7	ESR1	33223	50639	36	4.4739443236162915	1.6189427755906197e-12	25.486303852796347
LoVo	ETS2	38712	23543	24	5.7236851699782818	7.5575071354769948e-11	25.475557568952679
LNCaP	RELA	71199	541	3	59.722835755845104	4.8233783260344955e-05	25.469136961406068
K562	NFE2L1	64080	4101	9	13.044079612148215	1.3415290282306406e-07	25.464463202283758
SUM159PT	CTCF	47281	160491	80	3.0832886567089743	2.1389201659385271e-16	25.455128199924308
K562	ZNF589	64009	20529	21	6.2657480139644468	2.4618640464116163e-10	25.43900107786315
A549	SP1	46060	66408	47	3.8878123637267215	1.0388372323998641e-13	25.434045819557007
K562	KLF16	64424	28078	24	5.7131640214824913	7.8268625767310114e-11	25.410450848974165
LNCaP	AR	71221	542	3	59.361260875766646	4.9104939237572933e-05	25.385519842183003
HEK293	ZNF250	65181	903	4	36.647379320194226	1.3187411822425929e-05	25.353885007100233
HEK293	ZNF394	62793	37792	36	4.4576317045341662	1.7957087251628418e-12	25.327125973487456
293T	ZFP14	77191	946	4	36.555801508613051	1.3312644522891906e-05	25.314958425971384
HCC4018	ASCL1	49730	2310	6	20.664092515150838	1.6194359669398257e-06	25.299602931081554
HeLa	MAP2K1	55217	387	3	58.853315105946677	5.047192413040018e-05	25.261992346910248
K562	PML	46301	41407	33	4.6727938721921269	4.4496434397397496e-12	25.249364474920983
MCF-7	FOXA1	73188	64346	47	3.8722234424096231	1.1930955138684859e-13	25.241349526462323
K562	POLR2A	46267	51264	38	4.3149713293833836	1.1325477866883819e-12	25.198187476068472
LoVo	CUX1	38700	422	3	58.558860566049262	5.119244587279404e-05	25.194751752572558
MCF-7	FOXM1	46311	33037	27	5.2584475453797168	3.1253771191729261e-11	25.155894647210839
LS174T	POLR2A	8545	30819	27	5.253834631290375	3.1871654910567269e-11	25.122244802682618
K562	MYC	45894	68189	45	3.9451551798170015	2.0867066388388009e-13	25.108506854380269
K562	SMAD1	8432	7630	11	10.519215253735307	4.0589899441363605e-08	25.0940896586594
GP5d	NIPBL	42941	2063	6	20.403232169156322	1.7424007082699885e-06	25.055185857711449
Detroit	RELA	83025	2544	7	16.856485421591803	7.3967278240175644e-07	24.985085001299032
LoVo	EGR1	38684	2004	6	20.328471581151401	1.7796067746328331e-06	24.984813462081658
SUM159PT	BRD4	73516	72338	60	3.4399982424215736	9.7751044047352621e-15	24.97131727515245
H3122	BRD4	85402	6495	12	9.6594993069854258	2.3374291402002636e-08	24.969094081512343
K562	E2F5	64303	43303	34	4.5592579364245642	4.0570939120240005e-12	24.934327834752257
MDA-MB-468	FOXR2	77233	193	2	127.7894030448718	0.0002736911912776751	24.93071060074288
K562	PBX2	63132	40548	35	4.4853678425009704	3.067677784106993e-12	24.928662398264408
LNCaP	PIAS1	71205	66308	41	4.1171883572264161	6.380574720986874e-13	24.898323260182612
MCF-7	NBN	63979	7068	12	9.6232498265515112	2.4322111341327426e-08	24.87131097089198
Raji	CIITA	52787	416	3	56.983572398653045	5.5482606928029618e-05	24.822095168826515
A549	HES2	64836	1470	5	25.565876732316024	5.0000645281560698e-06	24.788372462686005
LNCaP	PIAS1	71206	35925	27	5.2001305354665934	3.9798708814556322e-11	24.737209154170388
MCF-7	ESR1	33145	33546	27	5.1999160726422105	3.9851946043830732e-11	24.735209506178547
A549	NR3C1	64154	862	4	35.228669074759615	1.5379911715773511e-05	24.732694721516643
293T	ZNF558	73940	1638	5	25.471434715008765	5.0865195751360995e-06	24.725294135570394
K562	IRF1	64675	17752	24	5.6026465441071096	1.153829996487085e-10	24.706593478187741
R1-AD1	AR	52539	431	3	56.492616497751285	5.6901873872973129e-05	24.705122690066135
293T	RBAK	77192	987	4	35.152700273789371	1.5496767932486437e-05	24.700822627826189
K562	CEBPD	46294	41411	31	4.7789111549582879	1.141965221459953e-11	24.693397204358274
HEK293	ZNF513	65212	409	3	56.40079103493737	5.7195661658674587e-05	24.682149016727863
HEK293	ZNF501	63632	28958	31	4.7746014164005519	1.1707705730215932e-11	24.654753377816657
BEAS-2B	RELA	68220	1782	6	19.935424873382104	1.9907579967053113e-06	24.612633480633137
293T	ZNF525	77102	942	4	34.937991244856562	1.5874350305156247e-05	24.604710843844808
LoVo	ERF	38643	892	4	34.740516047319275	1.6233134143425315e-05	24.515781880017838
GM12878	EP300	48309	3106	7	16.421953798126953	8.7715565492061971e-07	24.45515428065229
HCC70	STAT3	84621	54907	39	4.1827196047298951	1.4437138869844246e-12	24.444056016817888
293T	ZNF274	73962	977	4	34.448389489186724	1.6765232013390431e-05	24.385906075896035
HeLa	BRF1	1197	416	3	55.040501572063768	6.1453229723481218e-05	24.352410493267974
293T	ZNF337	77135	1700	5	24.833052560646902	5.7444493099481723e-06	24.286637120644503
HepG2	CREB1	63306	38286	31	4.7230721508363871	1.5204149692138076e-11	24.229436069533369
IMR90	TP53	52095	437	3	54.423879716111131	6.3505281607671307e-05	24.201703137422805
K562	RFX1	62593	14392	18	6.7383662189847486	1.6403930062951386e-09	24.179967172775597
K562	GTF2E2	63822	13054	16	7.3682057863365111	4.0701405283364344e-09	24.175344477005778
NCI-H2107	ASCL1	49726	16658	17	7.0273270322430132	2.5864013100536468e-09	24.155880641500044
HepG2	ZMYM3	74676	1478	5	24.58575672008508	6.0317658021183973e-06	24.113046120193862
LCL	NIPBL	9320	20760	20	6.230239887749434	7.342368808688961e-10	24.107686302740908
LoVo	HOXA4	42720	30142	28	4.9997841607172511	4.1704027916835263e-11	24.100553866552948
U2OS	ARNTL	71024	1414	5	24.552862893288424	6.0722967824897043e-06	24.089533503190064
HEK293	ZFP69B	63424	20983	23	5.6561236536967865	2.3690230249655701e-10	24.061783198391086
HEK293	SP2	64559	27088	28	4.9943660050086276	4.2760993573508066e-11	24.059095900366753
K562	ZBTB11	64290	29268	27	5.1038400268868465	5.9726130900837978e-11	24.04219916379121
PC-3	AR	48092	66691	42	3.9892031386224938	9.0536751507582249e-13	24.039388911421901
IMR90	RBL2	38488	5288	9	12.25191599043475	2.2505212552291196e-07	24.031067578310461
K562	SIRT6	45929	9094	12	9.3149934728928443	3.4426816945217367e-08	24.027869192561903
A549	POU5F1	51139	508	3	53.600014206923838	6.6361644165745411e-05	23.999582630522581
K562	ZNF639	64648	28268	26	5.2155376047667943	8.6393086214621156e-11	23.979518579094846
HEK293	TRIM28	1178	44985	33	4.5258584719117856	1.0083546021151749e-11	23.952235752820387
MCF-7	ESR1	2294	23789	21	5.9888810439994362	5.4277464233855043e-10	23.925866637233323
AGS	STAT1	85567	1380	5	24.194750606087815	6.5164487951250888e-06	23.838032035260215
A549	HES2	63552	14247	16	7.2806021659717297	4.7973241098420766e-09	23.826099346941269
LNCaP	ARID1A	88425	582	3	52.843353547873043	6.9148239020478372e-05	23.811637269041758
GM12878	ETV6	74647	27279	24	5.4605354740705341	1.9012165316121935e-10	23.807064140275048
ECC-1	SRF	46092	33368	27	5.0649578659217482	7.037373562229563e-11	23.76264582569355
VCaP	SUMO2	55352	52194	36	4.2900542510071924	5.1400305350367121e-12	23.718214689031989
JHU-06	JUN	86805	58939	37	4.2245676802049825	4.031721037487258e-12	23.686948688369877
293T	ZNF468	77113	7795	11	9.9292273628073549	7.1934236148994844e-08	23.655553818160131
MCF-7	RELA	74392	18608	19	6.3553003101344663	1.4476661456260902e-09	23.582985731531056
MCF-10A	BRCA1	44621	4225	8	13.561196753669213	5.4262087885616865e-07	23.567143774011094
U2OS	MYC	70561	46429	31	4.6412773083950887	2.317832899218244e-11	23.551258529106262
293T	ZNF708	73930	1802	5	23.776955089524609	7.0727378788115917e-06	23.54506960347537
293T	ZNF26	77151	2499	6	18.821256582809049	2.7553787532196569e-06	23.541890518282714
CAL-1	TCF4	47101	11736	14	8.0141268766527336	1.4557035495783456e-08	23.530728900559027
K562	ZNF24	62704	24180	27	5.0304151013337712	8.1752633552459063e-11	23.510704731311292
HEK293	ZNF585B	62532	8383	13	8.5183291936571539	2.4752445406216366e-08	23.508059358218834
K562	ADNP	63581	21582	21	5.9047487177824518	6.9481484398929923e-10	23.461992726114419
HepG2	DNMT3B	62875	13369	15	7.5568179543964646	9.2270143429233705e-09	23.44417465153823
A549	EP300	63124	2271	6	18.704427734961463	2.8560652473491511e-06	23.426086863645969
K562	RCOR1	45903	105204	57	3.4077848366112531	6.220629839959719e-14	23.359518075674911
U2OS	CLOCK	71021	1431	5	23.498345477322353	7.4930246088363938e-06	23.343308748868295
MCF-7	ESR1	59374	35834	28	4.8983836422186471	6.566051912835308e-11	23.341852084145871
MCF-7	FOXA1	73187	45279	34	4.3831439822375646	1.1374044524852447e-11	23.332418058426571
A549	NR3C1	64863	12125	15	7.5256213790366102	9.7422140945959924e-09	23.327512383035205
H1	HIST1H1B	35962	484	3	50.949520344733912	7.7061704226436451e-05	23.325724506320981
T47D	ESR1	54049	946	4	32.053195375476726	2.2176508025505522e-05	23.281686737078237
HEK293	ZNF414	63765	34969	34	4.3760125467011335	1.1891483355463679e-11	23.265561696203531
HCT-116	ELL2	55645	4198	8	13.342983025641878	6.118760695375929e-07	23.225509949386159
DL23	POLR2A	34352	13373	15	7.4953435627290999	1.0259581452064265e-08	23.215614181250882
IMR90	BRD4	68713	8349	10	10.614220592437967	1.6403914964513968e-07	23.122960405396037
IMR90	SNAPC1	36355	1039	4	31.702861510059456	2.3128939260063422e-05	23.116828331915435
293T	ZNF707	73931	3431	7	15.336889474923476	1.3724504851800063e-06	23.092013688931516
MCF-7	ESR1	54645	18180	18	6.4969950705262667	2.8560004432407922e-09	23.06750979935246
K562	ZNF644	64348	18943	19	6.2372246104942768	1.9518515239824106e-09	23.00109579845433
HeLa	MLLT3	50437	480	3	49.636085314828044	8.3215858239446822e-05	22.982774118120685
LoVo	CREB1	42710	11963	15	7.4269648614172157	1.1562305934375469e-08	22.959808735121797
HepG2	TCF12	46228	40482	29	4.7430075022991041	6.247934550970126e-11	22.916756975664461
BT-16	SMARCC1	72122	1021	4	31.250801763627457	2.445396834114034e-05	22.900633041225751
HEK293T	CDK9	43082	1718	5	22.872073273473507	8.5176566834434766e-06	22.892216718657984
Kasumi-1	RUNX1	8480	539	3	49.141940557894252	8.5643711238306235e-05	22.853707922722052
HT1080	SSRP1	38083	9105	13	8.3034203563609505	3.3139144505519949e-08	22.840676696105658
U937	PTPA	84908	1022	4	31.073220633162713	2.4999280651985109e-05	22.81523398830983
MCF-7	ESR1	36825	78904	46	3.7100242928076921	8.9455503603686047e-13	22.788675384664431
HEK293	ZSCAN16	64707	8553	13	8.2836981992619094	3.4065637242240323e-08	22.778488180194974
K562	PTTG1	63265	3440	8	13.042579207283614	7.2491572436582497e-07	22.748600451149587
LNCaP	WDR5	48249	514	3	48.734304797817714	8.7788131819533112e-05	22.744610873042162
R1-AD1	AR	52537	1034	4	30.92270089936892	2.5471960573230493e-05	22.742722022947116
MCF-7	ESR1	6562	51037	34	4.3155492522972922	1.7014285865685172e-11	22.718074304598322
HeLa-S3	BRDU	35290	3369	7	15.027691481300298	1.5680485272745065e-06	22.693540964852943
HEK293	ATF2	63008	16190	18	6.4131488295889696	3.4808208891168007e-09	22.677029603168862
ZR-75-1	ESR1	40375	8187	11	9.5280536800335369	1.0800759399349422e-07	22.656471358482525
LREX	BRD4	87080	632	3	48.302985105039014	9.0018518192909088e-05	22.63163120268498
K562	NR4A1	62815	35057	34	4.3025189526265253	1.8452982668655066e-11	22.596878579342552
C4-2B	AR	35777	8056	11	9.5031603300477503	1.1083256433813278e-07	22.593753736071294
LNCaP	RUNX1	51754	515	3	48.145135338703334	9.098063453940361e-05	22.586719826293104
MDA-MB-468	MYC	74424	241	2	102.85411858974359	0.00042044278775679191	22.568681794762774
CHL-1	BRD4	88863	1241	5	22.431096531339055	9.3667999473054384e-06	22.564623462089021
A549	NR3C1	46079	47889	33	4.3652687148487237	2.5208773612974905e-11	22.533047869390266
SKmel147	BRD2	53954	994	4	30.471395515941676	2.696870137819064e-05	22.523043924821354
MCF-7	E2F1	2283	29812	28	4.78938159372942	1.0808502061733697e-10	22.522089239242391
BG01	SPI1	43342	489	3	47.652489766008649	9.379821284681236e-05	22.452919597468318
K562	ATRX	68199	1077	4	30.262311326851549	2.768472082782506e-05	22.421672952913218
MCF-7	NIPBL	71866	4248	8	12.829121038807214	8.1772695633932539e-07	22.409821970894542
WI-38	TERF2	50971	1031	4	30.224848209016436	2.7823997610024263e-05	22.402810395219784
K562	STAT5A	46280	39106	29	4.671376421740236	8.8274011038097009e-11	22.35893649702064
NCI-H2107	ASCL1	70121	17171	16	6.9137739721565952	9.7407382769165287e-09	22.347610176826545
LNCaP	E2F1	44320	20606	20	5.893125162312888	1.8539716301880916e-09	22.345211552248533
RKO	ING5	41573	149835	71	3.0517677695055587	1.3700507574135697e-14	22.314935040098762
K562	ELF1	63733	17642	21	5.6970803578312914	1.2937287034110749e-09	22.311253421000132
T47D	PR	82559	2443	6	17.539963782211206	4.1096304480645322e-06	22.258857895749675
293T	ZNF254	77154	1170	4	29.865793027185038	2.9121315286426626e-05	22.227280837371554
K562	CTCFL	46293	25060	21	5.6782033896881936	1.3667621348506258e-09	22.208940964721528
HeLa	EGFR	55207	490	3	46.648224920558093	9.985005523055388e-05	22.178613925465559
PC-9	BRD4	81608	22270	24	5.1970156837131878	4.9731177750921044e-10	22.120471517605587
K562	TARDBP	62579	24050	24	5.1918532064795624	5.0664450867669226e-10	22.087944909316564
HepG2	FOXA1	7322	91424	50	3.5148699961875711	6.6134507704030224e-13	22.087304402041337
HEK293	ZNF558	63609	17920	20	5.8311148763518688	2.2104881092573294e-09	22.017646398164146
HEK293	ZNF257	65218	564	3	46.05928761666339	0.00010356538919062587	22.017613482378552
H1	CREB1	46182	60075	39	3.9478239204262802	7.7509568969462831e-12	22.010827576308772
MCF-7	MYC	45990	221892	90	2.7901156442032522	1.3575063795358659e-15	22.008372686105867
HEK293	ZNF837	64307	6511	11	9.2235220322285052	1.4878677911223759e-07	21.884100725588712
U2OS	NR3C1	58055	44379	32	4.3639273022458731	5.0724213849254248e-11	21.882872967921178
MCF-7	FOXK2	63643	1366	5	21.509249967399747	1.1435754663283144e-05	21.876494848348015
MCF-7	GATA3	2324	14601	15	7.1329909318087781	1.9459793799394552e-08	21.856492726922565
HEK293	BRD4	35876	588	3	45.365091326501549	0.00010826225596594682	21.824297695093131
HEK293	ZBTB49	64872	1393	5	21.415139916219829	1.1675792063334989e-05	21.805352688132947
HCT-116	SMC1A	85289	43636	33	4.2819148890567362	4.0975343290043509e-11	21.795588022108561
MCF-7	FOXM1	34998	549	3	45.140101334622507	0.00010989011045966745	21.760228654425869
A549	HES2	63551	3452	7	14.304883080897907	2.1622310237559177e-06	21.745114616831528
MCF-7	ESR1	76106	48576	33	4.2747513604163938	4.2702871435722997e-11	21.732908108922429
K562	CREB1	46274	35716	28	4.68341785984477	1.7642925833224425e-10	21.726366367462563
MCF-7	MTA2	63874	1348	5	21.302146534289392	1.1976411546484137e-05	21.718984485276132
K562	CUX1	62924	5617	9	11.02568248174425	5.3539470465348176e-07	21.716322686278275
BT-474	HOXB7	53090	568	3	44.882711821352913	0.00011172953297738994	21.688001636317476
293T	ZNF382	73951	11546	13	7.9262356130109364	5.6183786213638363e-08	21.654271727638748
LS174T	POLR2A	8543	20095	19	5.9585732544383019	4.0246456411303153e-09	21.617548650803371
